,G,post,pre,x,y,z
0,True,6,18,3,9,6
1,True,6,20,5,9,6
2,True,6,18,3,9,6
3,True,6,20,5,9,6
4,True,6,18,3,9,6
5,True,6,18,3,9,6
6,True,6,20,5,9,6
7,True,6,20,5,9,6
8,True,6,20,5,9,6
9,True,6,18,3,9,6
10,True,6,20,5,9,6
11,True,6,18,3,9,6
12,True,6,20,5,9,6
13,True,6,20,5,9,6
14,True,6,20,5,9,6
15,True,6,18,3,9,6
16,True,6,18,3,9,6
17,True,6,18,3,9,6
18,True,6,20,5,9,6
19,True,6,20,5,9,6
20,True,6,20,5,9,6
21,True,6,18,3,9,6
22,True,6,20,5,9,6
23,True,6,20,5,9,6
24,True,6,20,5,9,6
25,True,6,18,3,9,6
26,True,6,20,5,9,6
27,True,6,20,5,9,6
28,True,6,18,3,9,6
29,True,6,20,5,9,6
30,True,6,20,5,9,6
31,True,6,20,5,9,6
32,True,6,20,5,9,6
33,True,6,20,5,9,6
34,True,6,18,3,9,6
35,True,6,20,5,9,6
36,True,6,20,5,9,6
37,True,6,18,3,9,6
38,True,6,18,3,9,6
39,True,6,18,3,9,6
40,True,6,18,3,9,6
41,True,6,18,3,9,6
42,True,6,18,3,9,6
43,True,6,18,3,9,6
44,True,6,18,3,9,6
45,True,6,18,3,9,6
46,True,6,20,5,9,6
47,True,6,18,3,9,6
48,True,6,18,3,9,6
49,True,6,18,3,9,6
50,True,6,18,3,9,6
51,True,6,20,5,9,6
52,True,6,20,5,9,6
53,True,6,18,3,9,6
54,True,6,18,3,9,6
55,True,6,18,3,9,6
56,True,6,20,5,9,6
57,True,6,18,3,9,6
58,True,6,18,3,9,6
59,True,6,18,3,9,6
60,True,6,18,3,9,6
61,True,6,20,5,9,6
62,True,6,18,3,9,6
63,True,6,20,5,9,6
64,True,6,18,3,9,6
65,True,6,20,5,9,6
66,True,6,18,3,9,6
67,True,6,18,3,9,6
68,True,6,18,3,9,6
69,True,6,20,5,9,6
70,True,6,18,3,9,6
71,True,6,20,5,9,6
72,True,6,20,5,9,6
73,True,6,20,5,9,6
74,True,6,20,5,9,6
75,True,6,20,5,9,6
76,True,6,18,3,9,6
77,True,6,20,5,9,6
78,True,6,20,5,9,6
79,True,6,18,3,9,6
80,True,6,18,3,9,6
81,True,6,18,3,9,6
82,True,6,20,5,9,6
83,True,6,18,3,9,6
84,True,6,20,5,9,6
85,True,6,20,5,9,6
86,True,6,18,3,9,6
87,True,6,18,3,9,6
88,True,6,20,5,9,6
89,True,6,18,3,9,6
90,True,6,18,3,9,6
91,True,6,18,3,9,6
92,True,6,18,3,9,6
93,True,6,18,3,9,6
94,True,6,20,5,9,6
95,True,6,18,3,9,6
96,True,6,18,3,9,6
97,True,6,20,5,9,6
98,True,6,18,3,9,6
99,True,6,18,3,9,6
100,True,6,20,5,9,6
101,True,6,20,5,9,6
102,True,6,20,5,9,6
103,True,6,20,5,9,6
104,True,6,18,3,9,6
105,True,6,20,5,9,6
106,True,6,18,3,9,6
107,True,6,18,3,9,6
108,True,6,20,5,9,6
109,True,6,20,5,9,6
110,True,6,20,5,9,6
111,True,6,20,5,9,6
112,True,6,20,5,9,6
113,True,6,18,3,9,6
114,True,6,18,3,9,6
115,True,6,20,5,9,6
116,True,6,20,5,9,6
117,True,6,18,3,9,6
118,True,6,18,3,9,6
119,True,6,18,3,9,6
120,True,6,18,3,9,6
121,True,6,18,3,9,6
122,True,6,18,3,9,6
123,True,6,20,5,9,6
124,True,6,20,5,9,6
125,True,6,20,5,9,6
126,True,6,20,5,9,6
127,True,6,20,5,9,6
128,True,6,18,3,9,6
129,True,6,18,3,9,6
130,True,6,20,5,9,6
131,True,6,20,5,9,6
132,True,6,20,5,9,6
133,True,6,18,3,9,6
134,True,6,18,3,9,6
135,True,6,20,5,9,6
136,True,6,18,3,9,6
137,True,6,18,3,9,6
138,True,6,18,3,9,6
139,True,6,20,5,9,6
140,True,6,18,3,9,6
141,True,6,20,5,9,6
142,True,6,18,3,9,6
143,True,6,18,3,9,6
144,True,6,20,5,9,6
145,True,6,18,3,9,6
146,True,6,18,3,9,6
147,True,6,18,3,9,6
148,True,6,18,3,9,6
149,True,6,18,3,9,6
150,True,6,20,5,9,6
151,True,6,18,3,9,6
152,True,6,18,3,9,6
153,True,6,18,3,9,6
154,True,6,20,5,9,6
155,True,6,20,5,9,6
156,True,6,20,5,9,6
157,True,6,18,3,9,6
158,True,6,20,5,9,6
159,True,6,18,3,9,6
160,True,6,18,3,9,6
161,True,6,18,3,9,6
162,True,6,18,3,9,6
163,True,6,20,5,9,6
164,True,6,18,3,9,6
165,True,6,20,5,9,6
166,True,6,20,5,9,6
167,True,6,20,5,9,6
168,True,6,18,3,9,6
169,True,6,20,5,9,6
170,True,6,20,5,9,6
171,True,6,20,5,9,6
172,True,6,20,5,9,6
173,True,6,20,5,9,6
174,True,6,18,3,9,6
175,True,6,18,3,9,6
176,True,6,20,5,9,6
177,True,6,18,3,9,6
178,True,6,18,3,9,6
179,True,6,20,5,9,6
180,True,6,18,3,9,6
181,True,6,18,3,9,6
182,True,6,18,3,9,6
183,True,6,20,5,9,6
184,True,6,20,5,9,6
185,True,6,20,5,9,6
186,True,6,18,3,9,6
187,True,6,18,3,9,6
188,True,6,18,3,9,6
189,True,6,18,3,9,6
190,True,6,20,5,9,6
191,True,6,18,3,9,6
192,True,6,18,3,9,6
193,True,6,20,5,9,6
194,True,6,20,5,9,6
195,True,6,18,3,9,6
196,True,6,18,3,9,6
197,True,6,18,3,9,6
198,True,6,18,3,9,6
199,True,6,18,3,9,6
200,True,6,20,5,9,6
201,True,6,20,5,9,6
202,True,6,20,5,9,6
203,True,6,20,5,9,6
204,True,6,18,3,9,6
205,True,6,20,5,9,6
206,True,6,18,3,9,6
207,True,6,20,5,9,6
208,True,6,20,5,9,6
209,True,6,20,5,9,6
210,True,6,18,3,9,6
211,True,6,20,5,9,6
212,True,6,20,5,9,6
213,True,6,18,3,9,6
214,True,6,20,5,9,6
215,True,6,20,5,9,6
216,True,6,20,5,9,6
217,True,6,20,5,9,6
218,True,6,18,3,9,6
219,True,6,18,3,9,6
220,True,6,20,5,9,6
221,True,6,20,5,9,6
222,True,6,18,3,9,6
223,True,6,20,5,9,6
224,True,6,18,3,9,6
225,True,6,18,3,9,6
226,True,6,20,5,9,6
227,True,6,18,3,9,6
228,True,6,20,5,9,6
229,True,6,20,5,9,6
230,True,6,18,3,9,6
231,True,6,20,5,9,6
232,True,6,18,3,9,6
233,True,6,18,3,9,6
234,True,6,18,3,9,6
235,True,6,20,5,9,6
236,True,6,18,3,9,6
237,True,6,18,3,9,6
238,True,6,20,5,9,6
239,True,6,18,3,9,6
240,True,6,20,5,9,6
241,True,6,18,3,9,6
242,True,6,18,3,9,6
243,True,6,18,3,9,6
244,True,6,20,5,9,6
245,True,6,18,3,9,6
246,True,6,18,3,9,6
247,True,6,18,3,9,6
248,True,6,18,3,9,6
249,True,6,18,3,9,6
250,True,6,20,5,9,6
251,True,6,20,5,9,6
252,True,6,18,3,9,6
253,True,6,18,3,9,6
254,True,6,18,3,9,6
255,True,6,20,5,9,6
256,True,6,18,3,9,6
257,True,6,20,5,9,6
258,True,6,20,5,9,6
259,True,6,18,3,9,6
260,True,6,20,5,9,6
261,True,6,20,5,9,6
262,True,6,20,5,9,6
263,True,6,20,5,9,6
264,True,6,20,5,9,6
265,True,6,20,5,9,6
266,True,6,18,3,9,6
267,True,6,18,3,9,6
268,True,6,18,3,9,6
269,True,6,18,3,9,6
270,True,6,18,3,9,6
271,True,6,20,5,9,6
272,True,6,18,3,9,6
273,True,6,18,3,9,6
274,True,6,18,3,9,6
275,True,6,18,3,9,6
276,True,6,20,5,9,6
277,True,6,18,3,9,6
278,True,6,20,5,9,6
279,True,6,18,3,9,6
280,True,6,20,5,9,6
281,True,6,18,3,9,6
282,True,6,18,3,9,6
283,True,6,18,3,9,6
284,True,6,18,3,9,6
285,True,6,18,3,9,6
286,True,6,18,3,9,6
287,True,6,18,3,9,6
288,True,6,18,3,9,6
289,True,6,20,5,9,6
290,True,6,20,5,9,6
291,True,6,20,5,9,6
292,True,6,20,5,9,6
293,True,6,18,3,9,6
294,True,6,18,3,9,6
295,True,6,18,3,9,6
296,True,6,20,5,9,6
297,True,6,20,5,9,6
298,True,6,18,3,9,6
299,True,6,18,3,9,6
300,True,6,18,3,9,6
301,True,6,18,3,9,6
302,True,6,20,5,9,6
303,True,6,18,3,9,6
304,True,6,18,3,9,6
305,True,6,20,5,9,6
306,True,6,18,3,9,6
307,True,6,18,3,9,6
308,True,6,18,3,9,6
309,True,6,18,3,9,6
310,True,6,18,3,9,6
311,True,6,18,3,9,6
312,True,6,20,5,9,6
313,True,6,20,5,9,6
314,True,6,18,3,9,6
315,True,6,18,3,9,6
316,True,6,20,5,9,6
317,True,6,20,5,9,6
318,True,6,20,5,9,6
319,True,6,18,3,9,6
320,True,6,18,3,9,6
321,True,6,20,5,9,6
322,True,6,18,3,9,6
323,True,6,20,5,9,6
324,True,6,18,3,9,6
325,True,6,20,5,9,6
326,True,6,18,3,9,6
327,True,6,20,5,9,6
328,True,6,20,5,9,6
329,True,6,20,5,9,6
330,True,6,20,5,9,6
331,True,6,20,5,9,6
332,True,6,20,5,9,6
333,True,6,20,5,9,6
334,True,6,18,3,9,6
335,True,6,20,5,9,6
336,True,6,20,5,9,6
337,True,6,20,5,9,6
338,True,6,20,5,9,6
339,True,6,18,3,9,6
340,True,6,20,5,9,6
341,True,6,20,5,9,6
342,True,6,18,3,9,6
343,True,6,20,5,9,6
344,True,6,18,3,9,6
345,True,6,18,3,9,6
346,True,6,20,5,9,6
347,True,6,20,5,9,6
348,True,6,20,5,9,6
349,True,6,18,3,9,6
350,True,6,18,3,9,6
351,True,6,18,3,9,6
352,True,6,20,5,9,6
353,True,6,18,3,9,6
354,True,6,20,5,9,6
355,True,6,18,3,9,6
356,True,6,20,5,9,6
357,True,6,20,5,9,6
358,True,6,20,5,9,6
359,True,6,18,3,9,6
360,True,6,20,5,9,6
361,True,6,18,3,9,6
362,True,6,20,5,9,6
363,True,6,20,5,9,6
364,True,6,20,5,9,6
365,True,6,18,3,9,6
366,True,6,20,5,9,6
367,True,6,20,5,9,6
368,True,6,20,5,9,6
369,True,6,18,3,9,6
370,True,6,20,5,9,6
371,True,6,18,3,9,6
372,True,6,18,3,9,6
373,True,6,18,3,9,6
374,True,6,18,3,9,6
375,True,6,20,5,9,6
376,True,6,20,5,9,6
377,True,6,18,3,9,6
378,True,6,18,3,9,6
379,True,6,20,5,9,6
380,True,6,18,3,9,6
381,True,6,18,3,9,6
382,True,6,20,5,9,6
383,True,6,18,3,9,6
384,True,6,20,5,9,6
385,True,6,20,5,9,6
386,True,6,20,5,9,6
387,True,6,20,5,9,6
388,True,6,18,3,9,6
389,True,6,20,5,9,6
390,True,6,20,5,9,6
391,True,6,18,3,9,6
392,True,6,20,5,9,6
393,True,6,18,3,9,6
394,True,6,18,3,9,6
395,True,6,20,5,9,6
396,True,6,18,3,9,6
397,True,6,18,3,9,6
398,True,6,20,5,9,6
399,True,6,20,5,9,6
400,True,6,20,5,9,6
401,True,6,18,3,9,6
402,True,6,18,3,9,6
403,True,6,20,5,9,6
404,True,6,20,5,9,6
405,True,6,18,3,9,6
406,True,6,20,5,9,6
407,True,6,20,5,9,6
408,True,6,18,3,9,6
409,True,6,18,3,9,6
410,True,6,20,5,9,6
411,True,6,20,5,9,6
412,True,6,20,5,9,6
413,True,6,20,5,9,6
414,True,6,20,5,9,6
415,True,6,18,3,9,6
416,True,6,20,5,9,6
417,True,6,18,3,9,6
418,True,6,20,5,9,6
419,True,6,18,3,9,6
420,True,6,18,3,9,6
421,True,6,20,5,9,6
422,True,6,18,3,9,6
423,True,6,18,3,9,6
424,True,6,18,3,9,6
425,True,6,20,5,9,6
426,True,6,18,3,9,6
427,True,6,18,3,9,6
428,True,6,18,3,9,6
429,True,6,20,5,9,6
430,True,6,20,5,9,6
431,True,6,18,3,9,6
432,True,6,18,3,9,6
433,True,6,18,3,9,6
434,True,6,20,5,9,6
435,True,6,18,3,9,6
436,True,6,18,3,9,6
437,True,6,18,3,9,6
438,True,6,20,5,9,6
439,True,6,20,5,9,6
440,True,6,20,5,9,6
441,True,6,18,3,9,6
442,True,6,18,3,9,6
443,True,6,18,3,9,6
444,True,6,20,5,9,6
445,True,6,18,3,9,6
446,True,6,20,5,9,6
447,True,6,18,3,9,6
448,True,6,20,5,9,6
449,True,6,18,3,9,6
450,True,6,18,3,9,6
451,True,6,18,3,9,6
452,True,6,20,5,9,6
453,True,6,18,3,9,6
454,True,6,20,5,9,6
455,True,6,20,5,9,6
456,True,6,20,5,9,6
457,True,6,18,3,9,6
458,True,6,20,5,9,6
459,True,6,20,5,9,6
460,True,6,20,5,9,6
461,True,6,20,5,9,6
462,True,6,20,5,9,6
463,True,6,18,3,9,6
464,True,6,20,5,9,6
465,True,6,18,3,9,6
466,True,6,18,3,9,6
467,True,6,20,5,9,6
468,True,6,18,3,9,6
469,True,6,18,3,9,6
470,True,6,20,5,9,6
471,True,6,20,5,9,6
472,True,6,18,3,9,6
473,True,6,20,5,9,6
474,True,6,18,3,9,6
475,True,6,18,3,9,6
476,True,6,18,3,9,6
477,True,6,18,3,9,6
478,True,6,18,3,9,6
479,True,6,20,5,9,6
480,True,6,18,3,9,6
481,True,6,20,5,9,6
482,True,6,20,5,9,6
483,True,6,18,3,9,6
484,True,6,20,5,9,6
485,True,6,18,3,9,6
486,True,6,20,5,9,6
487,True,6,20,5,9,6
488,True,6,18,3,9,6
489,True,6,20,5,9,6
490,True,6,20,5,9,6
491,True,6,20,5,9,6
492,True,6,20,5,9,6
493,True,6,18,3,9,6
494,True,6,18,3,9,6
495,True,6,18,3,9,6
496,True,6,20,5,9,6
497,True,6,18,3,9,6
498,True,6,20,5,9,6
499,True,6,18,3,9,6
500,True,2,17,1,18,2
501,True,2,17,1,18,2
502,True,2,17,1,18,2
503,True,2,17,1,18,2
504,True,2,17,1,18,2
505,True,2,45,3,18,2
506,True,2,45,3,18,2
507,True,2,17,1,18,2
508,True,2,45,3,18,2
509,True,2,17,1,18,2
510,True,2,17,1,18,2
511,True,2,17,1,18,2
512,True,2,17,1,18,2
513,True,2,45,3,18,2
514,True,2,17,1,18,2
515,True,2,17,1,18,2
516,True,2,17,1,18,2
517,True,2,17,1,18,2
518,True,2,45,3,18,2
519,True,2,17,1,18,2
520,True,2,17,1,18,2
521,True,2,45,3,18,2
522,True,2,17,1,18,2
523,True,2,17,1,18,2
524,True,2,45,3,18,2
525,True,2,17,1,18,2
526,True,2,45,3,18,2
527,True,2,17,1,18,2
528,True,2,17,1,18,2
529,True,2,45,3,18,2
530,True,2,17,1,18,2
531,True,2,17,1,18,2
532,True,2,45,3,18,2
533,True,2,17,1,18,2
534,True,2,45,3,18,2
535,True,2,45,3,18,2
536,True,2,17,1,18,2
537,True,2,45,3,18,2
538,True,2,17,1,18,2
539,True,2,17,1,18,2
540,True,2,17,1,18,2
541,True,2,45,3,18,2
542,True,2,45,3,18,2
543,True,2,17,1,18,2
544,True,2,45,3,18,2
545,True,2,45,3,18,2
546,True,2,45,3,18,2
547,True,2,45,3,18,2
548,True,2,17,1,18,2
549,True,2,45,3,18,2
550,True,2,17,1,18,2
551,True,2,17,1,18,2
552,True,2,45,3,18,2
553,True,2,17,1,18,2
554,True,2,45,3,18,2
555,True,2,45,3,18,2
556,True,2,17,1,18,2
557,True,2,17,1,18,2
558,True,2,45,3,18,2
559,True,2,17,1,18,2
560,True,2,45,3,18,2
561,True,2,17,1,18,2
562,True,2,17,1,18,2
563,True,2,45,3,18,2
564,True,2,17,1,18,2
565,True,2,45,3,18,2
566,True,2,45,3,18,2
567,True,2,17,1,18,2
568,True,2,17,1,18,2
569,True,2,45,3,18,2
570,True,2,45,3,18,2
571,True,2,17,1,18,2
572,True,2,45,3,18,2
573,True,2,17,1,18,2
574,True,2,17,1,18,2
575,True,2,17,1,18,2
576,True,2,17,1,18,2
577,True,2,45,3,18,2
578,True,2,45,3,18,2
579,True,2,17,1,18,2
580,True,2,17,1,18,2
581,True,2,45,3,18,2
582,True,2,17,1,18,2
583,True,2,17,1,18,2
584,True,2,17,1,18,2
585,True,2,45,3,18,2
586,True,2,17,1,18,2
587,True,2,17,1,18,2
588,True,2,45,3,18,2
589,True,2,17,1,18,2
590,True,2,17,1,18,2
591,True,2,45,3,18,2
592,True,2,45,3,18,2
593,True,2,17,1,18,2
594,True,2,45,3,18,2
595,True,2,17,1,18,2
596,True,2,17,1,18,2
597,True,2,45,3,18,2
598,True,2,45,3,18,2
599,True,2,17,1,18,2
600,True,2,45,3,18,2
601,True,2,45,3,18,2
602,True,2,45,3,18,2
603,True,2,45,3,18,2
604,True,2,45,3,18,2
605,True,2,17,1,18,2
606,True,2,45,3,18,2
607,True,2,45,3,18,2
608,True,2,17,1,18,2
609,True,2,45,3,18,2
610,True,2,45,3,18,2
611,True,2,45,3,18,2
612,True,2,45,3,18,2
613,True,2,45,3,18,2
614,True,2,17,1,18,2
615,True,2,45,3,18,2
616,True,2,45,3,18,2
617,True,2,17,1,18,2
618,True,2,45,3,18,2
619,True,2,17,1,18,2
620,True,2,45,3,18,2
621,True,2,17,1,18,2
622,True,2,17,1,18,2
623,True,2,45,3,18,2
624,True,2,45,3,18,2
625,True,2,17,1,18,2
626,True,2,17,1,18,2
627,True,2,17,1,18,2
628,True,2,45,3,18,2
629,True,2,45,3,18,2
630,True,2,17,1,18,2
631,True,2,45,3,18,2
632,True,2,45,3,18,2
633,True,2,17,1,18,2
634,True,2,45,3,18,2
635,True,2,17,1,18,2
636,True,2,45,3,18,2
637,True,2,45,3,18,2
638,True,2,17,1,18,2
639,True,2,45,3,18,2
640,True,2,17,1,18,2
641,True,2,45,3,18,2
642,True,2,45,3,18,2
643,True,2,45,3,18,2
644,True,2,45,3,18,2
645,True,2,17,1,18,2
646,True,2,45,3,18,2
647,True,2,45,3,18,2
648,True,2,45,3,18,2
649,True,2,17,1,18,2
650,True,2,45,3,18,2
651,True,2,45,3,18,2
652,True,2,17,1,18,2
653,True,2,17,1,18,2
654,True,2,17,1,18,2
655,True,2,17,1,18,2
656,True,2,17,1,18,2
657,True,2,45,3,18,2
658,True,2,17,1,18,2
659,True,2,45,3,18,2
660,True,2,17,1,18,2
661,True,2,45,3,18,2
662,True,2,17,1,18,2
663,True,2,45,3,18,2
664,True,2,45,3,18,2
665,True,2,45,3,18,2
666,True,2,45,3,18,2
667,True,2,17,1,18,2
668,True,2,17,1,18,2
669,True,2,17,1,18,2
670,True,2,17,1,18,2
671,True,2,17,1,18,2
672,True,2,45,3,18,2
673,True,2,45,3,18,2
674,True,2,45,3,18,2
675,True,2,17,1,18,2
676,True,2,45,3,18,2
677,True,2,17,1,18,2
678,True,2,45,3,18,2
679,True,2,17,1,18,2
680,True,2,45,3,18,2
681,True,2,45,3,18,2
682,True,2,45,3,18,2
683,True,2,45,3,18,2
684,True,2,45,3,18,2
685,True,2,17,1,18,2
686,True,2,17,1,18,2
687,True,2,45,3,18,2
688,True,2,17,1,18,2
689,True,2,45,3,18,2
690,True,2,17,1,18,2
691,True,2,17,1,18,2
692,True,2,17,1,18,2
693,True,2,45,3,18,2
694,True,2,17,1,18,2
695,True,2,17,1,18,2
696,True,2,17,1,18,2
697,True,2,45,3,18,2
698,True,2,45,3,18,2
699,True,2,17,1,18,2
700,True,2,45,3,18,2
701,True,2,45,3,18,2
702,True,2,45,3,18,2
703,True,2,45,3,18,2
704,True,2,17,1,18,2
705,True,2,45,3,18,2
706,True,2,45,3,18,2
707,True,2,17,1,18,2
708,True,2,17,1,18,2
709,True,2,17,1,18,2
710,True,2,17,1,18,2
711,True,2,17,1,18,2
712,True,2,45,3,18,2
713,True,2,45,3,18,2
714,True,2,45,3,18,2
715,True,2,17,1,18,2
716,True,2,17,1,18,2
717,True,2,17,1,18,2
718,True,2,17,1,18,2
719,True,2,17,1,18,2
720,True,2,17,1,18,2
721,True,2,17,1,18,2
722,True,2,45,3,18,2
723,True,2,45,3,18,2
724,True,2,45,3,18,2
725,True,2,45,3,18,2
726,True,2,45,3,18,2
727,True,2,17,1,18,2
728,True,2,45,3,18,2
729,True,2,17,1,18,2
730,True,2,17,1,18,2
731,True,2,45,3,18,2
732,True,2,45,3,18,2
733,True,2,17,1,18,2
734,True,2,17,1,18,2
735,True,2,17,1,18,2
736,True,2,17,1,18,2
737,True,2,17,1,18,2
738,True,2,17,1,18,2
739,True,2,45,3,18,2
740,True,2,45,3,18,2
741,True,2,17,1,18,2
742,True,2,45,3,18,2
743,True,2,45,3,18,2
744,True,2,17,1,18,2
745,True,2,45,3,18,2
746,True,2,45,3,18,2
747,True,2,17,1,18,2
748,True,2,45,3,18,2
749,True,2,45,3,18,2
750,True,2,17,1,18,2
751,True,2,17,1,18,2
752,True,2,17,1,18,2
753,True,2,45,3,18,2
754,True,2,17,1,18,2
755,True,2,45,3,18,2
756,True,2,45,3,18,2
757,True,2,17,1,18,2
758,True,2,45,3,18,2
759,True,2,45,3,18,2
760,True,2,17,1,18,2
761,True,2,45,3,18,2
762,True,2,17,1,18,2
763,True,2,45,3,18,2
764,True,2,45,3,18,2
765,True,2,17,1,18,2
766,True,2,45,3,18,2
767,True,2,17,1,18,2
768,True,2,45,3,18,2
769,True,2,17,1,18,2
770,True,2,45,3,18,2
771,True,2,17,1,18,2
772,True,2,17,1,18,2
773,True,2,17,1,18,2
774,True,2,17,1,18,2
775,True,2,45,3,18,2
776,True,2,17,1,18,2
777,True,2,45,3,18,2
778,True,2,45,3,18,2
779,True,2,45,3,18,2
780,True,2,17,1,18,2
781,True,2,45,3,18,2
782,True,2,17,1,18,2
783,True,2,17,1,18,2
784,True,2,45,3,18,2
785,True,2,45,3,18,2
786,True,2,17,1,18,2
787,True,2,45,3,18,2
788,True,2,17,1,18,2
789,True,2,17,1,18,2
790,True,2,45,3,18,2
791,True,2,45,3,18,2
792,True,2,17,1,18,2
793,True,2,45,3,18,2
794,True,2,45,3,18,2
795,True,2,45,3,18,2
796,True,2,17,1,18,2
797,True,2,17,1,18,2
798,True,2,17,1,18,2
799,True,2,45,3,18,2
800,True,2,45,3,18,2
801,True,2,17,1,18,2
802,True,2,17,1,18,2
803,True,2,45,3,18,2
804,True,2,17,1,18,2
805,True,2,45,3,18,2
806,True,2,45,3,18,2
807,True,2,17,1,18,2
808,True,2,45,3,18,2
809,True,2,17,1,18,2
810,True,2,17,1,18,2
811,True,2,45,3,18,2
812,True,2,45,3,18,2
813,True,2,17,1,18,2
814,True,2,45,3,18,2
815,True,2,17,1,18,2
816,True,2,17,1,18,2
817,True,2,17,1,18,2
818,True,2,45,3,18,2
819,True,2,45,3,18,2
820,True,2,17,1,18,2
821,True,2,17,1,18,2
822,True,2,17,1,18,2
823,True,2,45,3,18,2
824,True,2,45,3,18,2
825,True,2,17,1,18,2
826,True,2,45,3,18,2
827,True,2,45,3,18,2
828,True,2,17,1,18,2
829,True,2,17,1,18,2
830,True,2,45,3,18,2
831,True,2,45,3,18,2
832,True,2,17,1,18,2
833,True,2,17,1,18,2
834,True,2,17,1,18,2
835,True,2,45,3,18,2
836,True,2,17,1,18,2
837,True,2,17,1,18,2
838,True,2,45,3,18,2
839,True,2,45,3,18,2
840,True,2,45,3,18,2
841,True,2,45,3,18,2
842,True,2,17,1,18,2
843,True,2,45,3,18,2
844,True,2,17,1,18,2
845,True,2,17,1,18,2
846,True,2,17,1,18,2
847,True,2,45,3,18,2
848,True,2,45,3,18,2
849,True,2,45,3,18,2
850,True,2,45,3,18,2
851,True,2,17,1,18,2
852,True,2,17,1,18,2
853,True,2,17,1,18,2
854,True,2,45,3,18,2
855,True,2,45,3,18,2
856,True,2,17,1,18,2
857,True,2,17,1,18,2
858,True,2,17,1,18,2
859,True,2,45,3,18,2
860,True,2,45,3,18,2
861,True,2,45,3,18,2
862,True,2,45,3,18,2
863,True,2,17,1,18,2
864,True,2,17,1,18,2
865,True,2,17,1,18,2
866,True,2,17,1,18,2
867,True,2,17,1,18,2
868,True,2,45,3,18,2
869,True,2,45,3,18,2
870,True,2,45,3,18,2
871,True,2,17,1,18,2
872,True,2,17,1,18,2
873,True,2,45,3,18,2
874,True,2,17,1,18,2
875,True,2,17,1,18,2
876,True,2,17,1,18,2
877,True,2,45,3,18,2
878,True,2,17,1,18,2
879,True,2,45,3,18,2
880,True,2,45,3,18,2
881,True,2,45,3,18,2
882,True,2,17,1,18,2
883,True,2,17,1,18,2
884,True,2,17,1,18,2
885,True,2,45,3,18,2
886,True,2,45,3,18,2
887,True,2,45,3,18,2
888,True,2,17,1,18,2
889,True,2,45,3,18,2
890,True,2,45,3,18,2
891,True,2,17,1,18,2
892,True,2,45,3,18,2
893,True,2,17,1,18,2
894,True,2,17,1,18,2
895,True,2,45,3,18,2
896,True,2,17,1,18,2
897,True,2,45,3,18,2
898,True,2,45,3,18,2
899,True,2,45,3,18,2
900,True,2,45,3,18,2
901,True,2,45,3,18,2
902,True,2,17,1,18,2
903,True,2,17,1,18,2
904,True,2,45,3,18,2
905,True,2,45,3,18,2
906,True,2,45,3,18,2
907,True,2,45,3,18,2
908,True,2,17,1,18,2
909,True,2,45,3,18,2
910,True,2,45,3,18,2
911,True,2,45,3,18,2
912,True,2,45,3,18,2
913,True,2,17,1,18,2
914,True,2,17,1,18,2
915,True,2,17,1,18,2
916,True,2,45,3,18,2
917,True,2,17,1,18,2
918,True,2,17,1,18,2
919,True,2,45,3,18,2
920,True,2,45,3,18,2
921,True,2,45,3,18,2
922,True,2,45,3,18,2
923,True,2,45,3,18,2
924,True,2,17,1,18,2
925,True,2,45,3,18,2
926,True,2,45,3,18,2
927,True,2,17,1,18,2
928,True,2,17,1,18,2
929,True,2,17,1,18,2
930,True,2,45,3,18,2
931,True,2,17,1,18,2
932,True,2,17,1,18,2
933,True,2,45,3,18,2
934,True,2,17,1,18,2
935,True,2,17,1,18,2
936,True,2,17,1,18,2
937,True,2,17,1,18,2
938,True,2,17,1,18,2
939,True,2,17,1,18,2
940,True,2,17,1,18,2
941,True,2,45,3,18,2
942,True,2,45,3,18,2
943,True,2,45,3,18,2
944,True,2,17,1,18,2
945,True,2,17,1,18,2
946,True,2,45,3,18,2
947,True,2,17,1,18,2
948,True,2,17,1,18,2
949,True,2,45,3,18,2
950,True,2,45,3,18,2
951,True,2,45,3,18,2
952,True,2,17,1,18,2
953,True,2,17,1,18,2
954,True,2,17,1,18,2
955,True,2,17,1,18,2
956,True,2,17,1,18,2
957,True,2,45,3,18,2
958,True,2,45,3,18,2
959,True,2,45,3,18,2
960,True,2,45,3,18,2
961,True,2,17,1,18,2
962,True,2,45,3,18,2
963,True,2,17,1,18,2
964,True,2,45,3,18,2
965,True,2,45,3,18,2
966,True,2,45,3,18,2
967,True,2,17,1,18,2
968,True,2,45,3,18,2
969,True,2,17,1,18,2
970,True,2,17,1,18,2
971,True,2,45,3,18,2
972,True,2,17,1,18,2
973,True,2,45,3,18,2
974,True,2,45,3,18,2
975,True,2,45,3,18,2
976,True,2,17,1,18,2
977,True,2,45,3,18,2
978,True,2,17,1,18,2
979,True,2,17,1,18,2
980,True,2,45,3,18,2
981,True,2,17,1,18,2
982,True,2,45,3,18,2
983,True,2,17,1,18,2
984,True,2,17,1,18,2
985,True,2,17,1,18,2
986,True,2,17,1,18,2
987,True,2,45,3,18,2
988,True,2,17,1,18,2
989,True,2,17,1,18,2
990,True,2,17,1,18,2
991,True,2,45,3,18,2
992,True,2,17,1,18,2
993,True,2,45,3,18,2
994,True,2,17,1,18,2
995,True,2,45,3,18,2
996,True,2,17,1,18,2
997,True,2,17,1,18,2
998,True,2,45,3,18,2
