,G,post,pre,x,y,z
7565,True,15,70,5,19,15
7566,True,15,70,5,19,15
7567,True,15,48,3,19,15
7568,True,15,48,3,19,15
7569,True,15,48,3,19,15
7570,True,15,70,5,19,15
7571,True,15,48,3,19,15
7572,True,15,70,5,19,15
7573,True,15,70,5,19,15
7574,True,15,70,5,19,15
7575,True,15,70,5,19,15
7576,True,15,70,5,19,15
7577,True,15,48,3,19,15
7578,True,15,48,3,19,15
7579,True,15,48,3,19,15
7580,True,15,48,3,19,15
7581,True,15,48,3,19,15
7582,True,15,70,5,19,15
7583,True,15,48,3,19,15
7584,True,15,70,5,19,15
7585,True,15,70,5,19,15
7586,True,15,48,3,19,15
7587,True,15,48,3,19,15
7588,True,15,48,3,19,15
7589,True,15,70,5,19,15
7590,True,15,70,5,19,15
7591,True,15,48,3,19,15
7592,True,15,48,3,19,15
7593,True,15,70,5,19,15
7594,True,15,48,3,19,15
7595,True,15,70,5,19,15
7596,True,15,48,3,19,15
7597,True,15,70,5,19,15
7598,True,15,70,5,19,15
7599,True,15,48,3,19,15
7600,True,15,70,5,19,15
7601,True,15,70,5,19,15
7602,True,15,48,3,19,15
7603,True,15,70,5,19,15
7604,True,15,48,3,19,15
7605,True,15,48,3,19,15
7606,True,15,48,3,19,15
7607,True,15,48,3,19,15
7608,True,15,48,3,19,15
7609,True,15,48,3,19,15
7610,True,15,48,3,19,15
7611,True,15,48,3,19,15
7612,True,15,48,3,19,15
7613,True,15,70,5,19,15
7614,True,15,70,5,19,15
7615,True,15,70,5,19,15
7616,True,15,70,5,19,15
7617,True,15,48,3,19,15
7618,True,15,70,5,19,15
7619,True,15,70,5,19,15
7620,True,15,48,3,19,15
7621,True,15,70,5,19,15
7622,True,15,48,3,19,15
7623,True,15,48,3,19,15
7624,True,15,70,5,19,15
7625,True,15,70,5,19,15
7626,True,15,70,5,19,15
7627,True,15,70,5,19,15
7628,True,15,70,5,19,15
7629,True,15,70,5,19,15
7630,True,15,70,5,19,15
7631,True,15,48,3,19,15
7632,True,15,48,3,19,15
7633,True,15,48,3,19,15
7634,True,15,70,5,19,15
7635,True,15,48,3,19,15
7636,True,15,48,3,19,15
7637,True,15,48,3,19,15
7638,True,15,48,3,19,15
7639,True,15,70,5,19,15
7640,True,15,48,3,19,15
7641,True,15,48,3,19,15
7642,True,15,70,5,19,15
7643,True,15,48,3,19,15
7644,True,15,48,3,19,15
7645,True,15,48,3,19,15
7646,True,15,70,5,19,15
7647,True,15,48,3,19,15
7648,True,15,48,3,19,15
7649,True,15,70,5,19,15
7650,True,15,70,5,19,15
7651,True,15,48,3,19,15
7652,True,15,48,3,19,15
7653,True,15,70,5,19,15
7654,True,15,48,3,19,15
7655,True,15,48,3,19,15
7656,True,15,70,5,19,15
7657,True,15,70,5,19,15
7658,True,15,48,3,19,15
7659,True,15,70,5,19,15
7660,True,15,48,3,19,15
7661,True,15,48,3,19,15
7662,True,15,70,5,19,15
7663,True,15,48,3,19,15
7664,True,15,48,3,19,15
7665,True,15,70,5,19,15
7666,True,15,70,5,19,15
7667,True,15,70,5,19,15
7668,True,15,70,5,19,15
7669,True,15,48,3,19,15
7670,True,15,48,3,19,15
7671,True,15,70,5,19,15
7672,True,15,70,5,19,15
7673,True,15,70,5,19,15
7674,True,15,48,3,19,15
7675,True,15,48,3,19,15
7676,True,15,48,3,19,15
7677,True,15,48,3,19,15
7678,True,15,70,5,19,15
7679,True,15,70,5,19,15
7680,True,15,70,5,19,15
7681,True,15,70,5,19,15
7682,True,15,70,5,19,15
7683,True,15,48,3,19,15
7684,True,15,48,3,19,15
7685,True,15,70,5,19,15
7686,True,15,70,5,19,15
7687,True,15,48,3,19,15
7688,True,15,48,3,19,15
7689,True,15,48,3,19,15
7690,True,15,48,3,19,15
7691,True,15,48,3,19,15
7692,True,15,48,3,19,15
7693,True,15,48,3,19,15
7694,True,15,70,5,19,15
7695,True,15,70,5,19,15
7696,True,15,48,3,19,15
7697,True,15,70,5,19,15
7698,True,15,70,5,19,15
7699,True,15,48,3,19,15
7700,True,15,48,3,19,15
7701,True,15,70,5,19,15
7702,True,15,48,3,19,15
7703,True,15,48,3,19,15
7704,True,15,70,5,19,15
7705,True,15,48,3,19,15
7706,True,15,70,5,19,15
7707,True,15,70,5,19,15
7708,True,15,48,3,19,15
7709,True,15,70,5,19,15
7710,True,15,48,3,19,15
7711,True,15,48,3,19,15
7712,True,15,70,5,19,15
7713,True,15,48,3,19,15
7714,True,15,48,3,19,15
7715,True,15,70,5,19,15
7716,True,15,70,5,19,15
7717,True,15,70,5,19,15
7718,True,15,48,3,19,15
7719,True,15,70,5,19,15
7720,True,15,70,5,19,15
7721,True,15,48,3,19,15
7722,True,15,70,5,19,15
7723,True,15,48,3,19,15
7724,True,15,48,3,19,15
7725,True,15,70,5,19,15
7726,True,15,70,5,19,15
7727,True,15,70,5,19,15
7728,True,15,70,5,19,15
7729,True,15,70,5,19,15
7730,True,15,48,3,19,15
7731,True,15,48,3,19,15
7732,True,15,48,3,19,15
7733,True,15,48,3,19,15
7734,True,15,70,5,19,15
7735,True,15,48,3,19,15
7736,True,15,48,3,19,15
7737,True,15,48,3,19,15
7738,True,15,70,5,19,15
7739,True,15,48,3,19,15
7740,True,15,48,3,19,15
7741,True,15,48,3,19,15
7742,True,15,48,3,19,15
7743,True,15,48,3,19,15
7744,True,15,48,3,19,15
7745,True,15,70,5,19,15
7746,True,15,48,3,19,15
7747,True,15,48,3,19,15
7748,True,15,70,5,19,15
7749,True,15,70,5,19,15
7750,True,15,48,3,19,15
7751,True,15,70,5,19,15
7752,True,15,70,5,19,15
7753,True,15,48,3,19,15
7754,True,15,70,5,19,15
7755,True,15,48,3,19,15
7756,True,15,70,5,19,15
7757,True,15,48,3,19,15
7758,True,15,70,5,19,15
7759,True,15,70,5,19,15
7760,True,15,70,5,19,15
7761,True,15,48,3,19,15
7762,True,15,48,3,19,15
7763,True,15,48,3,19,15
7764,True,15,48,3,19,15
7765,True,15,48,3,19,15
7766,True,15,48,3,19,15
7767,True,15,70,5,19,15
7768,True,15,48,3,19,15
7769,True,15,48,3,19,15
7770,True,15,70,5,19,15
7771,True,15,48,3,19,15
7772,True,15,48,3,19,15
7773,True,15,48,3,19,15
7774,True,15,48,3,19,15
7775,True,15,70,5,19,15
7776,True,15,70,5,19,15
7777,True,15,48,3,19,15
7778,True,15,70,5,19,15
7779,True,15,70,5,19,15
7780,True,15,70,5,19,15
7781,True,15,70,5,19,15
7782,True,15,48,3,19,15
7783,True,15,48,3,19,15
7784,True,15,48,3,19,15
7785,True,15,70,5,19,15
7786,True,15,48,3,19,15
7787,True,15,70,5,19,15
7788,True,15,48,3,19,15
7789,True,15,70,5,19,15
7790,True,15,48,3,19,15
7791,True,15,48,3,19,15
7792,True,15,70,5,19,15
7793,True,15,70,5,19,15
7794,True,15,48,3,19,15
7795,True,15,48,3,19,15
7796,True,15,70,5,19,15
7797,True,15,48,3,19,15
7798,True,15,70,5,19,15
7799,True,15,48,3,19,15
7800,True,15,48,3,19,15
7801,True,15,48,3,19,15
7802,True,15,48,3,19,15
7803,True,15,70,5,19,15
7804,True,15,70,5,19,15
7805,True,15,70,5,19,15
7806,True,15,48,3,19,15
7807,True,15,48,3,19,15
7808,True,15,48,3,19,15
7809,True,15,70,5,19,15
7810,True,15,48,3,19,15
7811,True,15,70,5,19,15
7812,True,15,48,3,19,15
7813,True,15,48,3,19,15
7814,True,15,70,5,19,15
7815,True,15,48,3,19,15
7816,True,15,70,5,19,15
7817,True,15,48,3,19,15
7818,True,15,70,5,19,15
7819,True,15,70,5,19,15
7820,True,15,48,3,19,15
7821,True,15,70,5,19,15
7822,True,15,48,3,19,15
7823,True,15,48,3,19,15
7824,True,15,70,5,19,15
7825,True,15,70,5,19,15
7826,True,15,70,5,19,15
7827,True,15,48,3,19,15
7828,True,15,70,5,19,15
7829,True,15,70,5,19,15
7830,True,15,48,3,19,15
7831,True,15,48,3,19,15
7832,True,15,70,5,19,15
7833,True,15,70,5,19,15
7834,True,15,70,5,19,15
7835,True,15,70,5,19,15
7836,True,15,48,3,19,15
7837,True,15,70,5,19,15
7838,True,15,48,3,19,15
7839,True,15,48,3,19,15
7840,True,15,48,3,19,15
7841,True,15,70,5,19,15
7842,True,15,70,5,19,15
7843,True,15,70,5,19,15
7844,True,15,48,3,19,15
7845,True,15,48,3,19,15
7846,True,15,48,3,19,15
7847,True,15,48,3,19,15
7848,True,15,48,3,19,15
7849,True,15,70,5,19,15
7850,True,15,70,5,19,15
7851,True,15,48,3,19,15
7852,True,15,48,3,19,15
7853,True,15,70,5,19,15
7854,True,15,48,3,19,15
7855,True,15,48,3,19,15
7856,True,15,48,3,19,15
7857,True,15,70,5,19,15
7858,True,15,48,3,19,15
7859,True,15,70,5,19,15
7860,True,15,70,5,19,15
7861,True,15,70,5,19,15
7862,True,15,70,5,19,15
7863,True,15,70,5,19,15
7864,True,15,48,3,19,15
7865,True,15,48,3,19,15
7866,True,15,70,5,19,15
7867,True,15,70,5,19,15
7868,True,15,48,3,19,15
7869,True,15,70,5,19,15
7870,True,15,70,5,19,15
7871,True,15,48,3,19,15
7872,True,15,48,3,19,15
7873,True,15,70,5,19,15
7874,True,15,70,5,19,15
7875,True,15,48,3,19,15
7876,True,15,48,3,19,15
7877,True,15,48,3,19,15
7878,True,15,48,3,19,15
7879,True,15,70,5,19,15
7880,True,15,48,3,19,15
7881,True,15,48,3,19,15
7882,True,15,70,5,19,15
7883,True,15,70,5,19,15
7884,True,15,70,5,19,15
7885,True,15,48,3,19,15
7886,True,15,70,5,19,15
7887,True,15,70,5,19,15
7888,True,15,48,3,19,15
7889,True,15,48,3,19,15
7890,True,15,48,3,19,15
7891,True,15,48,3,19,15
7892,True,15,70,5,19,15
7893,True,15,48,3,19,15
7894,True,15,70,5,19,15
7895,True,15,70,5,19,15
7896,True,15,70,5,19,15
7897,True,15,70,5,19,15
7898,True,15,48,3,19,15
7899,True,15,48,3,19,15
7900,True,15,70,5,19,15
7901,True,15,48,3,19,15
7902,True,15,70,5,19,15
7903,True,15,70,5,19,15
7904,True,15,70,5,19,15
7905,True,15,70,5,19,15
7906,True,15,70,5,19,15
7907,True,15,48,3,19,15
7908,True,15,48,3,19,15
7909,True,15,70,5,19,15
7910,True,15,70,5,19,15
7911,True,15,48,3,19,15
7912,True,15,70,5,19,15
7913,True,15,70,5,19,15
7914,True,15,48,3,19,15
7915,True,15,70,5,19,15
7916,True,15,70,5,19,15
7917,True,15,48,3,19,15
7918,True,15,70,5,19,15
7919,True,15,48,3,19,15
7920,True,15,48,3,19,15
7921,True,15,48,3,19,15
7922,True,15,48,3,19,15
7923,True,15,70,5,19,15
7924,True,15,70,5,19,15
7925,True,15,70,5,19,15
7926,True,15,70,5,19,15
7927,True,15,48,3,19,15
7928,True,15,48,3,19,15
7929,True,15,70,5,19,15
7930,True,15,48,3,19,15
7931,True,15,48,3,19,15
7932,True,15,48,3,19,15
7933,True,15,70,5,19,15
7934,True,15,70,5,19,15
7935,True,15,48,3,19,15
7936,True,15,70,5,19,15
7937,True,15,48,3,19,15
7938,True,15,70,5,19,15
7939,True,15,48,3,19,15
7940,True,15,48,3,19,15
7941,True,15,70,5,19,15
7942,True,15,70,5,19,15
7943,True,15,48,3,19,15
7944,True,15,70,5,19,15
7945,True,15,70,5,19,15
7946,True,15,48,3,19,15
7947,True,15,70,5,19,15
7948,True,15,70,5,19,15
7949,True,15,48,3,19,15
7950,True,15,48,3,19,15
7951,True,15,70,5,19,15
7952,True,15,48,3,19,15
7953,True,15,48,3,19,15
7954,True,15,70,5,19,15
7955,True,15,48,3,19,15
7956,True,15,48,3,19,15
7957,True,15,70,5,19,15
7958,True,15,70,5,19,15
7959,True,15,70,5,19,15
7960,True,15,70,5,19,15
7961,True,15,70,5,19,15
7962,True,15,48,3,19,15
7963,True,15,48,3,19,15
7964,True,15,70,5,19,15
7965,True,15,48,3,19,15
7966,True,15,70,5,19,15
7967,True,15,48,3,19,15
7968,True,15,48,3,19,15
7969,True,15,48,3,19,15
7970,True,15,48,3,19,15
7971,True,15,48,3,19,15
7972,True,15,48,3,19,15
7973,True,15,48,3,19,15
7974,True,15,70,5,19,15
7975,True,15,70,5,19,15
7976,True,15,70,5,19,15
7977,True,15,48,3,19,15
7978,True,15,70,5,19,15
7979,True,15,48,3,19,15
7980,True,15,48,3,19,15
7981,True,15,70,5,19,15
7982,True,15,48,3,19,15
7983,True,15,70,5,19,15
7984,True,15,70,5,19,15
7985,True,15,48,3,19,15
7986,True,15,70,5,19,15
7987,True,15,48,3,19,15
7988,True,15,70,5,19,15
7989,True,15,70,5,19,15
7990,True,15,70,5,19,15
7991,True,15,70,5,19,15
7992,True,15,48,3,19,15
7993,True,15,70,5,19,15
7994,True,15,48,3,19,15
7995,True,15,48,3,19,15
7996,True,15,70,5,19,15
7997,True,15,70,5,19,15
7998,True,15,48,3,19,15
7999,True,15,48,3,19,15
8000,True,16,33,3,14,16
8001,True,16,33,3,14,16
8002,True,16,45,5,14,16
8003,True,16,45,5,14,16
8004,True,16,33,3,14,16
8005,True,16,33,3,14,16
8006,True,16,45,5,14,16
8007,True,16,33,3,14,16
8008,True,16,45,5,14,16
8009,True,16,45,5,14,16
8010,True,16,45,5,14,16
8011,True,16,45,5,14,16
8012,True,16,33,3,14,16
8013,True,16,33,3,14,16
8014,True,16,33,3,14,16
8015,True,16,45,5,14,16
8016,True,16,33,3,14,16
8017,True,16,45,5,14,16
8018,True,16,33,3,14,16
8019,True,16,33,3,14,16
8020,True,16,45,5,14,16
8021,True,16,33,3,14,16
8022,True,16,33,3,14,16
8023,True,16,45,5,14,16
8024,True,16,33,3,14,16
8025,True,16,45,5,14,16
8026,True,16,45,5,14,16
8027,True,16,45,5,14,16
8028,True,16,45,5,14,16
8029,True,16,45,5,14,16
8030,True,16,45,5,14,16
8031,True,16,33,3,14,16
8032,True,16,45,5,14,16
8033,True,16,33,3,14,16
8034,True,16,45,5,14,16
8035,True,16,33,3,14,16
8036,True,16,45,5,14,16
8037,True,16,45,5,14,16
8038,True,16,45,5,14,16
8039,True,16,45,5,14,16
8040,True,16,33,3,14,16
8041,True,16,45,5,14,16
8042,True,16,33,3,14,16
8043,True,16,45,5,14,16
8044,True,16,45,5,14,16
8045,True,16,33,3,14,16
8046,True,16,45,5,14,16
8047,True,16,45,5,14,16
8048,True,16,45,5,14,16
8049,True,16,33,3,14,16
8050,True,16,33,3,14,16
8051,True,16,45,5,14,16
8052,True,16,45,5,14,16
8053,True,16,45,5,14,16
8054,True,16,45,5,14,16
8055,True,16,33,3,14,16
8056,True,16,33,3,14,16
8057,True,16,45,5,14,16
8058,True,16,33,3,14,16
8059,True,16,45,5,14,16
8060,True,16,45,5,14,16
8061,True,16,33,3,14,16
8062,True,16,33,3,14,16
8063,True,16,45,5,14,16
8064,True,16,33,3,14,16
8065,True,16,45,5,14,16
8066,True,16,45,5,14,16
8067,True,16,33,3,14,16
8068,True,16,45,5,14,16
8069,True,16,33,3,14,16
8070,True,16,33,3,14,16
8071,True,16,45,5,14,16
8072,True,16,45,5,14,16
8073,True,16,45,5,14,16
8074,True,16,45,5,14,16
8075,True,16,45,5,14,16
8076,True,16,33,3,14,16
8077,True,16,33,3,14,16
8078,True,16,33,3,14,16
8079,True,16,45,5,14,16
8080,True,16,45,5,14,16
8081,True,16,33,3,14,16
8082,True,16,33,3,14,16
8083,True,16,33,3,14,16
8084,True,16,33,3,14,16
8085,True,16,33,3,14,16
8086,True,16,33,3,14,16
8087,True,16,45,5,14,16
8088,True,16,33,3,14,16
8089,True,16,33,3,14,16
8090,True,16,33,3,14,16
8091,True,16,45,5,14,16
8092,True,16,45,5,14,16
8093,True,16,45,5,14,16
8094,True,16,45,5,14,16
8095,True,16,33,3,14,16
8096,True,16,45,5,14,16
8097,True,16,33,3,14,16
8098,True,16,33,3,14,16
8099,True,16,45,5,14,16
8100,True,16,45,5,14,16
8101,True,16,33,3,14,16
8102,True,16,33,3,14,16
8103,True,16,45,5,14,16
8104,True,16,33,3,14,16
8105,True,16,45,5,14,16
8106,True,16,45,5,14,16
8107,True,16,45,5,14,16
8108,True,16,33,3,14,16
8109,True,16,45,5,14,16
8110,True,16,33,3,14,16
8111,True,16,45,5,14,16
8112,True,16,45,5,14,16
8113,True,16,33,3,14,16
8114,True,16,45,5,14,16
8115,True,16,45,5,14,16
8116,True,16,45,5,14,16
8117,True,16,45,5,14,16
8118,True,16,45,5,14,16
8119,True,16,33,3,14,16
8120,True,16,33,3,14,16
8121,True,16,45,5,14,16
8122,True,16,45,5,14,16
8123,True,16,33,3,14,16
8124,True,16,45,5,14,16
8125,True,16,33,3,14,16
8126,True,16,33,3,14,16
8127,True,16,45,5,14,16
8128,True,16,33,3,14,16
8129,True,16,45,5,14,16
8130,True,16,33,3,14,16
8131,True,16,33,3,14,16
8132,True,16,33,3,14,16
8133,True,16,33,3,14,16
8134,True,16,33,3,14,16
8135,True,16,33,3,14,16
8136,True,16,45,5,14,16
8137,True,16,45,5,14,16
8138,True,16,33,3,14,16
8139,True,16,45,5,14,16
8140,True,16,33,3,14,16
8141,True,16,33,3,14,16
8142,True,16,33,3,14,16
8143,True,16,33,3,14,16
8144,True,16,33,3,14,16
8145,True,16,45,5,14,16
8146,True,16,45,5,14,16
8147,True,16,45,5,14,16
8148,True,16,45,5,14,16
8149,True,16,45,5,14,16
8150,True,16,33,3,14,16
8151,True,16,33,3,14,16
8152,True,16,33,3,14,16
8153,True,16,33,3,14,16
8154,True,16,33,3,14,16
8155,True,16,33,3,14,16
8156,True,16,33,3,14,16
8157,True,16,45,5,14,16
8158,True,16,33,3,14,16
8159,True,16,33,3,14,16
8160,True,16,33,3,14,16
8161,True,16,45,5,14,16
8162,True,16,45,5,14,16
8163,True,16,33,3,14,16
8164,True,16,33,3,14,16
8165,True,16,33,3,14,16
8166,True,16,45,5,14,16
8167,True,16,45,5,14,16
8168,True,16,45,5,14,16
8169,True,16,33,3,14,16
8170,True,16,45,5,14,16
8171,True,16,33,3,14,16
8172,True,16,33,3,14,16
8173,True,16,33,3,14,16
8174,True,16,33,3,14,16
8175,True,16,33,3,14,16
8176,True,16,45,5,14,16
8177,True,16,45,5,14,16
8178,True,16,33,3,14,16
8179,True,16,33,3,14,16
8180,True,16,45,5,14,16
8181,True,16,45,5,14,16
8182,True,16,45,5,14,16
8183,True,16,45,5,14,16
8184,True,16,45,5,14,16
8185,True,16,45,5,14,16
8186,True,16,33,3,14,16
8187,True,16,33,3,14,16
8188,True,16,33,3,14,16
8189,True,16,45,5,14,16
8190,True,16,33,3,14,16
8191,True,16,45,5,14,16
8192,True,16,45,5,14,16
8193,True,16,33,3,14,16
8194,True,16,33,3,14,16
8195,True,16,33,3,14,16
8196,True,16,33,3,14,16
8197,True,16,45,5,14,16
8198,True,16,33,3,14,16
8199,True,16,33,3,14,16
8200,True,16,45,5,14,16
8201,True,16,33,3,14,16
8202,True,16,45,5,14,16
8203,True,16,45,5,14,16
8204,True,16,45,5,14,16
8205,True,16,45,5,14,16
8206,True,16,33,3,14,16
8207,True,16,45,5,14,16
8208,True,16,33,3,14,16
8209,True,16,33,3,14,16
8210,True,16,33,3,14,16
8211,True,16,33,3,14,16
8212,True,16,33,3,14,16
8213,True,16,45,5,14,16
8214,True,16,45,5,14,16
8215,True,16,33,3,14,16
8216,True,16,45,5,14,16
8217,True,16,33,3,14,16
8218,True,16,45,5,14,16
8219,True,16,33,3,14,16
8220,True,16,45,5,14,16
8221,True,16,45,5,14,16
8222,True,16,33,3,14,16
8223,True,16,45,5,14,16
8224,True,16,45,5,14,16
8225,True,16,33,3,14,16
8226,True,16,33,3,14,16
8227,True,16,33,3,14,16
8228,True,16,33,3,14,16
8229,True,16,33,3,14,16
8230,True,16,33,3,14,16
8231,True,16,33,3,14,16
8232,True,16,45,5,14,16
8233,True,16,45,5,14,16
8234,True,16,33,3,14,16
8235,True,16,45,5,14,16
8236,True,16,33,3,14,16
8237,True,16,45,5,14,16
8238,True,16,45,5,14,16
8239,True,16,45,5,14,16
8240,True,16,45,5,14,16
8241,True,16,33,3,14,16
8242,True,16,33,3,14,16
8243,True,16,45,5,14,16
8244,True,16,45,5,14,16
8245,True,16,33,3,14,16
8246,True,16,33,3,14,16
8247,True,16,33,3,14,16
8248,True,16,45,5,14,16
8249,True,16,45,5,14,16
8250,True,16,33,3,14,16
8251,True,16,45,5,14,16
8252,True,16,33,3,14,16
8253,True,16,45,5,14,16
8254,True,16,33,3,14,16
8255,True,16,33,3,14,16
8256,True,16,33,3,14,16
8257,True,16,33,3,14,16
8258,True,16,45,5,14,16
8259,True,16,45,5,14,16
8260,True,16,45,5,14,16
8261,True,16,33,3,14,16
8262,True,16,33,3,14,16
8263,True,16,45,5,14,16
8264,True,16,33,3,14,16
8265,True,16,45,5,14,16
8266,True,16,33,3,14,16
8267,True,16,45,5,14,16
8268,True,16,45,5,14,16
8269,True,16,45,5,14,16
8270,True,16,45,5,14,16
8271,True,16,45,5,14,16
8272,True,16,45,5,14,16
8273,True,16,45,5,14,16
8274,True,16,33,3,14,16
8275,True,16,33,3,14,16
8276,True,16,33,3,14,16
8277,True,16,33,3,14,16
8278,True,16,45,5,14,16
8279,True,16,45,5,14,16
8280,True,16,33,3,14,16
8281,True,16,45,5,14,16
8282,True,16,33,3,14,16
8283,True,16,45,5,14,16
8284,True,16,45,5,14,16
8285,True,16,45,5,14,16
8286,True,16,33,3,14,16
8287,True,16,45,5,14,16
8288,True,16,33,3,14,16
8289,True,16,33,3,14,16
8290,True,16,45,5,14,16
8291,True,16,45,5,14,16
8292,True,16,33,3,14,16
8293,True,16,33,3,14,16
8294,True,16,33,3,14,16
8295,True,16,33,3,14,16
8296,True,16,33,3,14,16
8297,True,16,45,5,14,16
8298,True,16,45,5,14,16
8299,True,16,45,5,14,16
8300,True,16,45,5,14,16
8301,True,16,33,3,14,16
8302,True,16,45,5,14,16
8303,True,16,33,3,14,16
8304,True,16,45,5,14,16
8305,True,16,33,3,14,16
8306,True,16,33,3,14,16
8307,True,16,45,5,14,16
8308,True,16,45,5,14,16
8309,True,16,33,3,14,16
8310,True,16,33,3,14,16
8311,True,16,45,5,14,16
8312,True,16,33,3,14,16
8313,True,16,33,3,14,16
8314,True,16,33,3,14,16
8315,True,16,45,5,14,16
8316,True,16,33,3,14,16
8317,True,16,45,5,14,16
8318,True,16,33,3,14,16
8319,True,16,33,3,14,16
8320,True,16,33,3,14,16
8321,True,16,45,5,14,16
8322,True,16,33,3,14,16
8323,True,16,45,5,14,16
8324,True,16,45,5,14,16
8325,True,16,33,3,14,16
8326,True,16,45,5,14,16
8327,True,16,33,3,14,16
8328,True,16,45,5,14,16
8329,True,16,45,5,14,16
8330,True,16,33,3,14,16
8331,True,16,45,5,14,16
8332,True,16,33,3,14,16
8333,True,16,45,5,14,16
8334,True,16,45,5,14,16
8335,True,16,45,5,14,16
8336,True,16,45,5,14,16
8337,True,16,33,3,14,16
8338,True,16,33,3,14,16
8339,True,16,33,3,14,16
8340,True,16,33,3,14,16
8341,True,16,33,3,14,16
8342,True,16,33,3,14,16
8343,True,16,45,5,14,16
8344,True,16,33,3,14,16
8345,True,16,45,5,14,16
8346,True,16,45,5,14,16
8347,True,16,33,3,14,16
8348,True,16,33,3,14,16
8349,True,16,33,3,14,16
8350,True,16,33,3,14,16
8351,True,16,33,3,14,16
8352,True,16,33,3,14,16
8353,True,16,33,3,14,16
8354,True,16,33,3,14,16
8355,True,16,45,5,14,16
8356,True,16,33,3,14,16
8357,True,16,33,3,14,16
8358,True,16,33,3,14,16
8359,True,16,33,3,14,16
8360,True,16,33,3,14,16
8361,True,16,45,5,14,16
8362,True,16,33,3,14,16
8363,True,16,45,5,14,16
8364,True,16,45,5,14,16
8365,True,16,33,3,14,16
8366,True,16,45,5,14,16
8367,True,16,45,5,14,16
8368,True,16,33,3,14,16
8369,True,16,45,5,14,16
8370,True,16,33,3,14,16
8371,True,16,45,5,14,16
8372,True,16,45,5,14,16
8373,True,16,45,5,14,16
8374,True,16,33,3,14,16
8375,True,16,45,5,14,16
8376,True,16,45,5,14,16
8377,True,16,45,5,14,16
8378,True,16,33,3,14,16
8379,True,16,45,5,14,16
8380,True,16,33,3,14,16
8381,True,16,33,3,14,16
8382,True,16,45,5,14,16
8383,True,16,33,3,14,16
8384,True,16,33,3,14,16
8385,True,16,45,5,14,16
8386,True,16,33,3,14,16
8387,True,16,45,5,14,16
8388,True,16,45,5,14,16
8389,True,16,33,3,14,16
8390,True,16,45,5,14,16
8391,True,16,33,3,14,16
8392,True,16,33,3,14,16
8393,True,16,33,3,14,16
8394,True,16,45,5,14,16
8395,True,16,45,5,14,16
8396,True,16,45,5,14,16
8397,True,16,45,5,14,16
8398,True,16,45,5,14,16
8399,True,16,45,5,14,16
8400,True,16,33,3,14,16
8401,True,16,45,5,14,16
8402,True,16,33,3,14,16
8403,True,16,33,3,14,16
8404,True,16,33,3,14,16
8405,True,16,33,3,14,16
8406,True,16,33,3,14,16
8407,True,16,45,5,14,16
8408,True,16,33,3,14,16
8409,True,16,45,5,14,16
8410,True,16,45,5,14,16
8411,True,16,45,5,14,16
8412,True,16,33,3,14,16
8413,True,16,45,5,14,16
8414,True,16,33,3,14,16
8415,True,16,33,3,14,16
8416,True,16,45,5,14,16
8417,True,16,45,5,14,16
8418,True,16,45,5,14,16
8419,True,16,33,3,14,16
8420,True,16,33,3,14,16
8421,True,16,45,5,14,16
8422,True,16,45,5,14,16
8423,True,16,33,3,14,16
8424,True,16,45,5,14,16
8425,True,16,45,5,14,16
8426,True,16,33,3,14,16
8427,True,16,45,5,14,16
8428,True,16,33,3,14,16
8429,True,16,45,5,14,16
8430,True,16,33,3,14,16
8431,True,16,45,5,14,16
8432,True,16,45,5,14,16
8433,True,16,45,5,14,16
8434,True,16,45,5,14,16
8435,True,16,45,5,14,16
8436,True,16,33,3,14,16
8437,True,16,33,3,14,16
8438,True,16,45,5,14,16
8439,True,16,45,5,14,16
8440,True,16,33,3,14,16
8441,True,16,33,3,14,16
8442,True,16,33,3,14,16
8443,True,16,45,5,14,16
8444,True,16,33,3,14,16
8445,True,16,45,5,14,16
8446,True,16,45,5,14,16
8447,True,16,45,5,14,16
8448,True,16,45,5,14,16
8449,True,16,45,5,14,16
8450,True,16,33,3,14,16
8451,True,16,33,3,14,16
8452,True,16,33,3,14,16
8453,True,16,45,5,14,16
8454,True,16,45,5,14,16
8455,True,16,45,5,14,16
8456,True,16,33,3,14,16
8457,True,16,33,3,14,16
8458,True,16,33,3,14,16
8459,True,16,45,5,14,16
8460,True,16,45,5,14,16
8461,True,16,45,5,14,16
8462,True,16,45,5,14,16
8463,True,16,33,3,14,16
8464,True,16,33,3,14,16
8465,True,16,45,5,14,16
8466,True,16,45,5,14,16
8467,True,16,45,5,14,16
8468,True,16,33,3,14,16
8469,True,16,33,3,14,16
8470,True,16,33,3,14,16
8471,True,16,33,3,14,16
8472,True,16,33,3,14,16
8473,True,16,33,3,14,16
8474,True,16,45,5,14,16
8475,True,16,33,3,14,16
8476,True,16,45,5,14,16
8477,True,16,45,5,14,16
8478,True,16,33,3,14,16
8479,True,16,45,5,14,16
8480,True,16,33,3,14,16
8481,True,16,45,5,14,16
8482,True,16,33,3,14,16
8483,True,16,45,5,14,16
8484,True,16,45,5,14,16
8485,True,16,45,5,14,16
8486,True,16,33,3,14,16
8487,True,16,45,5,14,16
8488,True,16,33,3,14,16
8489,True,16,45,5,14,16
8490,True,16,33,3,14,16
8491,True,16,45,5,14,16
8492,True,16,45,5,14,16
8493,True,16,45,5,14,16
8494,True,16,45,5,14,16
8495,True,16,45,5,14,16
8496,True,16,45,5,14,16
