,G,p,post,pre,x,y,z
22973,True,0.39,17,17,17,11,1
22974,True,0.39,17,17,17,11,1
22975,True,0.39,17,17,17,11,1
22976,False,0.39,6,6,6,11,0
22977,True,0.39,17,17,17,11,1
22978,True,0.39,17,17,17,11,1
22979,False,0.39,6,6,6,11,0
22980,False,0.39,6,6,6,11,0
22981,True,0.39,17,17,17,11,1
22982,False,0.39,6,6,6,11,0
22983,True,0.39,17,17,17,11,1
22984,False,0.39,6,6,6,11,0
22985,False,0.39,6,6,6,11,0
22986,False,0.39,6,6,6,11,0
22987,False,0.39,6,6,6,11,0
22988,False,0.39,6,6,6,11,0
22989,True,0.39,17,17,17,11,1
22990,True,0.39,17,17,17,11,1
22991,True,0.39,17,17,17,11,1
22992,True,0.39,17,17,17,11,1
22993,True,0.39,17,17,17,11,1
22994,True,0.39,17,17,17,11,1
22995,True,0.39,17,17,17,11,1
22996,False,0.39,6,6,6,11,0
22997,True,0.39,17,17,17,11,1
22998,True,0.39,17,17,17,11,1
22999,False,0.39,6,6,6,11,0
23000,True,0.63,31,31,31,16,1
23001,False,0.63,15,15,15,16,0
23002,False,0.63,15,15,15,16,0
23003,False,0.63,15,15,15,16,0
23004,False,0.63,15,15,15,16,0
23005,False,0.63,15,15,15,16,0
23006,True,0.63,31,31,31,16,1
23007,False,0.63,15,15,15,16,0
23008,False,0.63,15,15,15,16,0
23009,False,0.63,15,15,15,16,0
23010,True,0.63,31,31,31,16,1
23011,False,0.63,15,15,15,16,0
23012,False,0.63,15,15,15,16,0
23013,True,0.63,31,31,31,16,1
23014,False,0.63,15,15,15,16,0
23015,False,0.63,15,15,15,16,0
23016,False,0.63,15,15,15,16,0
23017,False,0.63,15,15,15,16,0
23018,False,0.63,15,15,15,16,0
23019,False,0.63,15,15,15,16,0
23020,True,0.63,31,31,31,16,1
23021,True,0.63,31,31,31,16,1
23022,False,0.63,15,15,15,16,0
23023,True,0.63,31,31,31,16,1
23024,False,0.63,15,15,15,16,0
23025,False,0.63,15,15,15,16,0
23026,False,0.63,15,15,15,16,0
23027,False,0.63,15,15,15,16,0
23028,False,0.63,15,15,15,16,0
23029,True,0.63,31,31,31,16,1
23030,False,0.63,15,15,15,16,0
23031,True,0.63,31,31,31,16,1
23032,False,0.63,15,15,15,16,0
23033,True,0.63,31,31,31,16,1
23034,False,0.63,15,15,15,16,0
23035,False,0.63,15,15,15,16,0
23036,True,0.63,31,31,31,16,1
23037,False,0.63,15,15,15,16,0
23038,False,0.63,15,15,15,16,0
23039,False,0.63,15,15,15,16,0
23040,True,0.63,31,31,31,16,1
23041,True,0.63,31,31,31,16,1
23042,True,0.63,31,31,31,16,1
23043,False,0.63,15,15,15,16,0
23044,False,0.63,15,15,15,16,0
23045,False,0.63,15,15,15,16,0
23046,False,0.63,15,15,15,16,0
23047,True,0.63,31,31,31,16,1
23048,False,0.63,15,15,15,16,0
23049,False,0.63,15,15,15,16,0
23050,True,0.63,31,31,31,16,1
23051,False,0.63,15,15,15,16,0
23052,True,0.63,31,31,31,16,1
23053,True,0.63,31,31,31,16,1
23054,True,0.63,31,31,31,16,1
23055,False,0.63,15,15,15,16,0
23056,False,0.63,15,15,15,16,0
23057,True,0.63,31,31,31,16,1
23058,True,0.63,31,31,31,16,1
23059,False,0.63,15,15,15,16,0
23060,False,0.63,15,15,15,16,0
23061,True,0.63,31,31,31,16,1
23062,False,0.63,15,15,15,16,0
23063,True,0.63,31,31,31,16,1
23064,True,0.63,31,31,31,16,1
23065,False,0.63,15,15,15,16,0
23066,False,0.63,15,15,15,16,0
23067,True,0.63,31,31,31,16,1
23068,False,0.63,15,15,15,16,0
23069,False,0.63,15,15,15,16,0
23070,False,0.63,15,15,15,16,0
23071,False,0.63,15,15,15,16,0
23072,False,0.63,15,15,15,16,0
23073,True,0.63,31,31,31,16,1
23074,False,0.63,15,15,15,16,0
23075,True,0.63,31,31,31,16,1
23076,False,0.63,15,15,15,16,0
23077,True,0.63,31,31,31,16,1
23078,False,0.63,15,15,15,16,0
23079,False,0.63,15,15,15,16,0
23080,False,0.63,15,15,15,16,0
23081,False,0.63,15,15,15,16,0
23082,True,0.63,31,31,31,16,1
23083,True,0.63,31,31,31,16,1
23084,True,0.63,31,31,31,16,1
23085,True,0.63,31,31,31,16,1
23086,True,0.63,31,31,31,16,1
23087,True,0.63,31,31,31,16,1
23088,True,0.63,31,31,31,16,1
23089,False,0.63,15,15,15,16,0
23090,False,0.63,15,15,15,16,0
23091,True,0.63,31,31,31,16,1
23092,False,0.63,15,15,15,16,0
23093,True,0.63,31,31,31,16,1
23094,True,0.63,31,31,31,16,1
23095,False,0.63,15,15,15,16,0
23096,False,0.63,15,15,15,16,0
23097,False,0.63,15,15,15,16,0
23098,True,0.63,31,31,31,16,1
23099,False,0.63,15,15,15,16,0
23100,False,0.63,15,15,15,16,0
23101,False,0.63,15,15,15,16,0
23102,True,0.63,31,31,31,16,1
23103,False,0.63,15,15,15,16,0
23104,False,0.63,15,15,15,16,0
23105,False,0.63,15,15,15,16,0
23106,True,0.63,31,31,31,16,1
23107,True,0.63,31,31,31,16,1
23108,True,0.63,31,31,31,16,1
23109,False,0.63,15,15,15,16,0
23110,False,0.63,15,15,15,16,0
23111,False,0.63,15,15,15,16,0
23112,False,0.63,15,15,15,16,0
23113,False,0.63,15,15,15,16,0
23114,True,0.63,31,31,31,16,1
23115,True,0.63,31,31,31,16,1
23116,False,0.63,15,15,15,16,0
23117,False,0.63,15,15,15,16,0
23118,False,0.63,15,15,15,16,0
23119,True,0.63,31,31,31,16,1
23120,False,0.63,15,15,15,16,0
23121,True,0.63,31,31,31,16,1
23122,False,0.63,15,15,15,16,0
23123,False,0.63,15,15,15,16,0
23124,True,0.63,31,31,31,16,1
23125,False,0.63,15,15,15,16,0
23126,False,0.63,15,15,15,16,0
23127,False,0.63,15,15,15,16,0
23128,True,0.63,31,31,31,16,1
23129,False,0.63,15,15,15,16,0
23130,False,0.63,15,15,15,16,0
23131,False,0.63,15,15,15,16,0
23132,False,0.63,15,15,15,16,0
23133,False,0.63,15,15,15,16,0
23134,False,0.63,15,15,15,16,0
23135,True,0.63,31,31,31,16,1
23136,False,0.63,15,15,15,16,0
23137,False,0.63,15,15,15,16,0
23138,True,0.63,31,31,31,16,1
23139,False,0.63,15,15,15,16,0
23140,False,0.63,15,15,15,16,0
23141,True,0.63,31,31,31,16,1
23142,False,0.63,15,15,15,16,0
23143,False,0.63,15,15,15,16,0
23144,True,0.63,31,31,31,16,1
23145,True,0.63,31,31,31,16,1
23146,False,0.63,15,15,15,16,0
23147,False,0.63,15,15,15,16,0
23148,False,0.63,15,15,15,16,0
23149,True,0.63,31,31,31,16,1
23150,False,0.63,15,15,15,16,0
23151,True,0.63,31,31,31,16,1
23152,False,0.63,15,15,15,16,0
23153,False,0.63,15,15,15,16,0
23154,False,0.63,15,15,15,16,0
23155,True,0.63,31,31,31,16,1
23156,False,0.63,15,15,15,16,0
23157,True,0.63,31,31,31,16,1
23158,False,0.63,15,15,15,16,0
23159,True,0.63,31,31,31,16,1
23160,False,0.63,15,15,15,16,0
23161,False,0.63,15,15,15,16,0
23162,False,0.63,15,15,15,16,0
23163,True,0.63,31,31,31,16,1
23164,False,0.63,15,15,15,16,0
23165,True,0.63,31,31,31,16,1
23166,False,0.63,15,15,15,16,0
23167,True,0.63,31,31,31,16,1
23168,False,0.63,15,15,15,16,0
23169,False,0.63,15,15,15,16,0
23170,False,0.63,15,15,15,16,0
23171,False,0.63,15,15,15,16,0
23172,True,0.63,31,31,31,16,1
23173,False,0.63,15,15,15,16,0
23174,False,0.63,15,15,15,16,0
23175,True,0.63,31,31,31,16,1
23176,False,0.63,15,15,15,16,0
23177,False,0.63,15,15,15,16,0
23178,True,0.63,31,31,31,16,1
23179,True,0.63,31,31,31,16,1
23180,False,0.63,15,15,15,16,0
23181,True,0.63,31,31,31,16,1
23182,False,0.63,15,15,15,16,0
23183,False,0.63,15,15,15,16,0
23184,False,0.63,15,15,15,16,0
23185,False,0.63,15,15,15,16,0
23186,False,0.63,15,15,15,16,0
23187,False,0.63,15,15,15,16,0
23188,True,0.63,31,31,31,16,1
23189,False,0.63,15,15,15,16,0
23190,False,0.63,15,15,15,16,0
23191,False,0.63,15,15,15,16,0
23192,True,0.63,31,31,31,16,1
23193,False,0.63,15,15,15,16,0
23194,False,0.63,15,15,15,16,0
23195,False,0.63,15,15,15,16,0
23196,True,0.63,31,31,31,16,1
23197,False,0.63,15,15,15,16,0
23198,False,0.63,15,15,15,16,0
23199,False,0.63,15,15,15,16,0
23200,True,0.63,31,31,31,16,1
23201,True,0.63,31,31,31,16,1
23202,False,0.63,15,15,15,16,0
23203,True,0.63,31,31,31,16,1
23204,False,0.63,15,15,15,16,0
23205,False,0.63,15,15,15,16,0
23206,True,0.63,31,31,31,16,1
23207,False,0.63,15,15,15,16,0
23208,False,0.63,15,15,15,16,0
23209,True,0.63,31,31,31,16,1
23210,False,0.63,15,15,15,16,0
23211,False,0.63,15,15,15,16,0
23212,True,0.63,31,31,31,16,1
23213,False,0.63,15,15,15,16,0
23214,False,0.63,15,15,15,16,0
23215,True,0.63,31,31,31,16,1
23216,True,0.63,31,31,31,16,1
23217,False,0.63,15,15,15,16,0
23218,False,0.63,15,15,15,16,0
23219,True,0.63,31,31,31,16,1
23220,True,0.63,31,31,31,16,1
23221,True,0.63,31,31,31,16,1
23222,False,0.63,15,15,15,16,0
23223,True,0.63,31,31,31,16,1
23224,False,0.63,15,15,15,16,0
23225,True,0.63,31,31,31,16,1
23226,True,0.63,31,31,31,16,1
23227,False,0.63,15,15,15,16,0
23228,False,0.63,15,15,15,16,0
23229,False,0.63,15,15,15,16,0
23230,True,0.63,31,31,31,16,1
23231,True,0.63,31,31,31,16,1
23232,False,0.63,15,15,15,16,0
23233,False,0.63,15,15,15,16,0
23234,False,0.63,15,15,15,16,0
23235,False,0.63,15,15,15,16,0
23236,True,0.63,31,31,31,16,1
23237,False,0.63,15,15,15,16,0
23238,True,0.63,31,31,31,16,1
23239,False,0.63,15,15,15,16,0
23240,False,0.63,15,15,15,16,0
23241,True,0.63,31,31,31,16,1
23242,False,0.63,15,15,15,16,0
23243,False,0.63,15,15,15,16,0
23244,False,0.63,15,15,15,16,0
23245,False,0.63,15,15,15,16,0
23246,False,0.63,15,15,15,16,0
23247,False,0.63,15,15,15,16,0
23248,False,0.63,15,15,15,16,0
23249,False,0.63,15,15,15,16,0
23250,True,0.63,31,31,31,16,1
23251,False,0.63,15,15,15,16,0
23252,True,0.63,31,31,31,16,1
23253,True,0.63,31,31,31,16,1
23254,True,0.63,31,31,31,16,1
23255,False,0.63,15,15,15,16,0
23256,False,0.63,15,15,15,16,0
23257,True,0.63,31,31,31,16,1
23258,False,0.63,15,15,15,16,0
23259,False,0.63,15,15,15,16,0
23260,False,0.63,15,15,15,16,0
23261,False,0.63,15,15,15,16,0
23262,True,0.63,31,31,31,16,1
23263,True,0.63,31,31,31,16,1
23264,False,0.63,15,15,15,16,0
23265,False,0.63,15,15,15,16,0
23266,False,0.63,15,15,15,16,0
23267,True,0.63,31,31,31,16,1
23268,False,0.63,15,15,15,16,0
23269,False,0.63,15,15,15,16,0
23270,False,0.63,15,15,15,16,0
23271,False,0.63,15,15,15,16,0
23272,True,0.63,31,31,31,16,1
23273,False,0.63,15,15,15,16,0
23274,False,0.63,15,15,15,16,0
23275,False,0.63,15,15,15,16,0
23276,True,0.63,31,31,31,16,1
23277,True,0.63,31,31,31,16,1
23278,False,0.63,15,15,15,16,0
23279,False,0.63,15,15,15,16,0
23280,True,0.63,31,31,31,16,1
23281,False,0.63,15,15,15,16,0
23282,False,0.63,15,15,15,16,0
23283,False,0.63,15,15,15,16,0
23284,True,0.63,31,31,31,16,1
23285,True,0.63,31,31,31,16,1
23286,False,0.63,15,15,15,16,0
23287,False,0.63,15,15,15,16,0
23288,True,0.63,31,31,31,16,1
23289,False,0.63,15,15,15,16,0
23290,False,0.63,15,15,15,16,0
23291,False,0.63,15,15,15,16,0
23292,False,0.63,15,15,15,16,0
23293,True,0.63,31,31,31,16,1
23294,True,0.63,31,31,31,16,1
23295,False,0.63,15,15,15,16,0
23296,True,0.63,31,31,31,16,1
23297,False,0.63,15,15,15,16,0
23298,False,0.63,15,15,15,16,0
23299,True,0.63,31,31,31,16,1
23300,False,0.63,15,15,15,16,0
23301,True,0.63,31,31,31,16,1
23302,False,0.63,15,15,15,16,0
23303,False,0.63,15,15,15,16,0
23304,False,0.63,15,15,15,16,0
23305,True,0.63,31,31,31,16,1
23306,False,0.63,15,15,15,16,0
23307,True,0.63,31,31,31,16,1
23308,False,0.63,15,15,15,16,0
23309,False,0.63,15,15,15,16,0
23310,False,0.63,15,15,15,16,0
23311,False,0.63,15,15,15,16,0
23312,False,0.63,15,15,15,16,0
23313,False,0.63,15,15,15,16,0
23314,False,0.63,15,15,15,16,0
23315,True,0.63,31,31,31,16,1
23316,False,0.63,15,15,15,16,0
23317,False,0.63,15,15,15,16,0
23318,True,0.63,31,31,31,16,1
23319,False,0.63,15,15,15,16,0
23320,True,0.63,31,31,31,16,1
23321,False,0.63,15,15,15,16,0
23322,False,0.63,15,15,15,16,0
23323,False,0.63,15,15,15,16,0
23324,True,0.63,31,31,31,16,1
23325,True,0.63,31,31,31,16,1
23326,True,0.63,31,31,31,16,1
23327,False,0.63,15,15,15,16,0
23328,True,0.63,31,31,31,16,1
23329,True,0.63,31,31,31,16,1
23330,False,0.63,15,15,15,16,0
23331,False,0.63,15,15,15,16,0
23332,False,0.63,15,15,15,16,0
23333,True,0.63,31,31,31,16,1
23334,False,0.63,15,15,15,16,0
23335,False,0.63,15,15,15,16,0
23336,True,0.63,31,31,31,16,1
23337,True,0.63,31,31,31,16,1
23338,True,0.63,31,31,31,16,1
23339,False,0.63,15,15,15,16,0
23340,False,0.63,15,15,15,16,0
23341,False,0.63,15,15,15,16,0
23342,False,0.63,15,15,15,16,0
23343,False,0.63,15,15,15,16,0
23344,False,0.63,15,15,15,16,0
23345,False,0.63,15,15,15,16,0
23346,False,0.63,15,15,15,16,0
23347,True,0.63,31,31,31,16,1
23348,True,0.63,31,31,31,16,1
23349,True,0.63,31,31,31,16,1
23350,False,0.63,15,15,15,16,0
23351,True,0.63,31,31,31,16,1
23352,False,0.63,15,15,15,16,0
23353,True,0.63,31,31,31,16,1
23354,False,0.63,15,15,15,16,0
23355,False,0.63,15,15,15,16,0
23356,False,0.63,15,15,15,16,0
23357,False,0.63,15,15,15,16,0
23358,False,0.63,15,15,15,16,0
23359,False,0.63,15,15,15,16,0
23360,False,0.63,15,15,15,16,0
23361,True,0.63,31,31,31,16,1
23362,True,0.63,31,31,31,16,1
23363,True,0.63,31,31,31,16,1
23364,False,0.63,15,15,15,16,0
23365,False,0.63,15,15,15,16,0
23366,False,0.63,15,15,15,16,0
23367,False,0.63,15,15,15,16,0
23368,True,0.63,31,31,31,16,1
23369,False,0.63,15,15,15,16,0
23370,True,0.63,31,31,31,16,1
23371,False,0.63,15,15,15,16,0
23372,True,0.63,31,31,31,16,1
23373,True,0.63,31,31,31,16,1
23374,True,0.63,31,31,31,16,1
23375,False,0.63,15,15,15,16,0
23376,True,0.63,31,31,31,16,1
23377,False,0.63,15,15,15,16,0
23378,False,0.63,15,15,15,16,0
23379,False,0.63,15,15,15,16,0
23380,True,0.63,31,31,31,16,1
23381,False,0.63,15,15,15,16,0
23382,False,0.63,15,15,15,16,0
23383,True,0.63,31,31,31,16,1
23384,True,0.63,31,31,31,16,1
23385,False,0.63,15,15,15,16,0
23386,False,0.63,15,15,15,16,0
23387,False,0.63,15,15,15,16,0
23388,False,0.63,15,15,15,16,0
23389,False,0.63,15,15,15,16,0
23390,False,0.63,15,15,15,16,0
23391,False,0.63,15,15,15,16,0
23392,True,0.63,31,31,31,16,1
23393,True,0.63,31,31,31,16,1
23394,True,0.63,31,31,31,16,1
23395,False,0.63,15,15,15,16,0
23396,False,0.63,15,15,15,16,0
23397,False,0.63,15,15,15,16,0
23398,True,0.63,31,31,31,16,1
23399,True,0.63,31,31,31,16,1
23400,True,0.63,31,31,31,16,1
23401,False,0.63,15,15,15,16,0
23402,False,0.63,15,15,15,16,0
23403,True,0.63,31,31,31,16,1
23404,False,0.63,15,15,15,16,0
23405,False,0.63,15,15,15,16,0
23406,False,0.63,15,15,15,16,0
23407,False,0.63,15,15,15,16,0
23408,False,0.63,15,15,15,16,0
23409,True,0.63,31,31,31,16,1
23410,False,0.63,15,15,15,16,0
23411,False,0.63,15,15,15,16,0
23412,False,0.63,15,15,15,16,0
23413,False,0.63,15,15,15,16,0
23414,True,0.63,31,31,31,16,1
23415,False,0.63,15,15,15,16,0
23416,False,0.63,15,15,15,16,0
23417,True,0.63,31,31,31,16,1
23418,False,0.63,15,15,15,16,0
23419,True,0.63,31,31,31,16,1
23420,False,0.63,15,15,15,16,0
23421,False,0.63,15,15,15,16,0
23422,False,0.63,15,15,15,16,0
23423,False,0.63,15,15,15,16,0
23424,False,0.63,15,15,15,16,0
23425,True,0.63,31,31,31,16,1
23426,False,0.63,15,15,15,16,0
23427,False,0.63,15,15,15,16,0
23428,False,0.63,15,15,15,16,0
23429,False,0.63,15,15,15,16,0
23430,True,0.63,31,31,31,16,1
23431,False,0.63,15,15,15,16,0
23432,False,0.63,15,15,15,16,0
23433,False,0.63,15,15,15,16,0
23434,False,0.63,15,15,15,16,0
23435,True,0.63,31,31,31,16,1
23436,False,0.63,15,15,15,16,0
23437,False,0.63,15,15,15,16,0
23438,False,0.63,15,15,15,16,0
23439,True,0.63,31,31,31,16,1
23440,True,0.63,31,31,31,16,1
23441,False,0.63,15,15,15,16,0
23442,False,0.63,15,15,15,16,0
23443,False,0.63,15,15,15,16,0
23444,False,0.63,15,15,15,16,0
23445,False,0.63,15,15,15,16,0
23446,False,0.63,15,15,15,16,0
23447,False,0.63,15,15,15,16,0
23448,False,0.63,15,15,15,16,0
23449,False,0.63,15,15,15,16,0
23450,True,0.63,31,31,31,16,1
23451,True,0.63,31,31,31,16,1
23452,False,0.63,15,15,15,16,0
23453,True,0.63,31,31,31,16,1
23454,False,0.63,15,15,15,16,0
23455,True,0.63,31,31,31,16,1
23456,False,0.63,15,15,15,16,0
23457,False,0.63,15,15,15,16,0
23458,False,0.63,15,15,15,16,0
23459,False,0.63,15,15,15,16,0
23460,True,0.63,31,31,31,16,1
23461,True,0.63,31,31,31,16,1
23462,False,0.63,15,15,15,16,0
23463,True,0.63,31,31,31,16,1
23464,False,0.63,15,15,15,16,0
23465,True,0.63,31,31,31,16,1
23466,False,0.63,15,15,15,16,0
23467,False,0.63,15,15,15,16,0
23468,False,0.63,15,15,15,16,0
23469,False,0.63,15,15,15,16,0
23470,False,0.63,15,15,15,16,0
23471,False,0.63,15,15,15,16,0
23472,False,0.63,15,15,15,16,0
23473,False,0.63,15,15,15,16,0
23474,True,0.63,31,31,31,16,1
23475,False,0.63,15,15,15,16,0
23476,False,0.63,15,15,15,16,0
23477,False,0.63,15,15,15,16,0
23478,True,0.63,31,31,31,16,1
23479,False,0.63,15,15,15,16,0
23480,False,0.63,15,15,15,16,0
23481,True,0.63,31,31,31,16,1
23482,False,0.63,15,15,15,16,0
23483,False,0.63,15,15,15,16,0
23484,False,0.63,15,15,15,16,0
23485,False,0.63,15,15,15,16,0
23486,False,0.63,15,15,15,16,0
23487,False,0.63,15,15,15,16,0
23488,True,0.63,31,31,31,16,1
23489,True,0.63,31,31,31,16,1
23490,False,0.63,15,15,15,16,0
23491,True,0.63,31,31,31,16,1
23492,False,0.63,15,15,15,16,0
23493,True,0.63,31,31,31,16,1
23494,False,0.63,15,15,15,16,0
23495,False,0.63,15,15,15,16,0
23496,False,0.63,15,15,15,16,0
23497,False,0.63,15,15,15,16,0
23498,False,0.63,15,15,15,16,0
23499,False,0.63,15,15,15,16,0
23500,True,0.66,14,14,14,11,1
23501,False,0.66,3,3,3,11,0
23502,True,0.66,14,14,14,11,1
23503,False,0.66,3,3,3,11,0
23504,True,0.66,14,14,14,11,1
23505,False,0.66,3,3,3,11,0
23506,True,0.66,14,14,14,11,1
23507,True,0.66,14,14,14,11,1
23508,False,0.66,3,3,3,11,0
23509,False,0.66,3,3,3,11,0
23510,False,0.66,3,3,3,11,0
23511,True,0.66,14,14,14,11,1
23512,False,0.66,3,3,3,11,0
23513,False,0.66,3,3,3,11,0
23514,False,0.66,3,3,3,11,0
23515,False,0.66,3,3,3,11,0
23516,False,0.66,3,3,3,11,0
23517,False,0.66,3,3,3,11,0
23518,False,0.66,3,3,3,11,0
23519,False,0.66,3,3,3,11,0
23520,True,0.66,14,14,14,11,1
23521,False,0.66,3,3,3,11,0
23522,True,0.66,14,14,14,11,1
23523,False,0.66,3,3,3,11,0
23524,False,0.66,3,3,3,11,0
23525,False,0.66,3,3,3,11,0
23526,False,0.66,3,3,3,11,0
23527,True,0.66,14,14,14,11,1
23528,True,0.66,14,14,14,11,1
23529,False,0.66,3,3,3,11,0
23530,True,0.66,14,14,14,11,1
23531,False,0.66,3,3,3,11,0
23532,False,0.66,3,3,3,11,0
23533,False,0.66,3,3,3,11,0
23534,False,0.66,3,3,3,11,0
23535,True,0.66,14,14,14,11,1
23536,False,0.66,3,3,3,11,0
23537,False,0.66,3,3,3,11,0
23538,False,0.66,3,3,3,11,0
23539,False,0.66,3,3,3,11,0
23540,False,0.66,3,3,3,11,0
23541,True,0.66,14,14,14,11,1
23542,True,0.66,14,14,14,11,1
23543,False,0.66,3,3,3,11,0
23544,True,0.66,14,14,14,11,1
23545,False,0.66,3,3,3,11,0
23546,False,0.66,3,3,3,11,0
23547,False,0.66,3,3,3,11,0
23548,False,0.66,3,3,3,11,0
23549,False,0.66,3,3,3,11,0
23550,False,0.66,3,3,3,11,0
23551,False,0.66,3,3,3,11,0
23552,False,0.66,3,3,3,11,0
23553,True,0.66,14,14,14,11,1
23554,False,0.66,3,3,3,11,0
23555,True,0.66,14,14,14,11,1
23556,True,0.66,14,14,14,11,1
23557,True,0.66,14,14,14,11,1
23558,True,0.66,14,14,14,11,1
23559,True,0.66,14,14,14,11,1
23560,False,0.66,3,3,3,11,0
23561,False,0.66,3,3,3,11,0
23562,False,0.66,3,3,3,11,0
23563,True,0.66,14,14,14,11,1
23564,False,0.66,3,3,3,11,0
23565,False,0.66,3,3,3,11,0
23566,False,0.66,3,3,3,11,0
23567,False,0.66,3,3,3,11,0
23568,True,0.66,14,14,14,11,1
23569,False,0.66,3,3,3,11,0
23570,False,0.66,3,3,3,11,0
23571,False,0.66,3,3,3,11,0
23572,False,0.66,3,3,3,11,0
23573,False,0.66,3,3,3,11,0
23574,False,0.66,3,3,3,11,0
23575,False,0.66,3,3,3,11,0
23576,False,0.66,3,3,3,11,0
23577,True,0.66,14,14,14,11,1
23578,True,0.66,14,14,14,11,1
23579,False,0.66,3,3,3,11,0
23580,False,0.66,3,3,3,11,0
23581,False,0.66,3,3,3,11,0
23582,True,0.66,14,14,14,11,1
23583,False,0.66,3,3,3,11,0
23584,False,0.66,3,3,3,11,0
23585,False,0.66,3,3,3,11,0
23586,True,0.66,14,14,14,11,1
23587,False,0.66,3,3,3,11,0
23588,True,0.66,14,14,14,11,1
23589,False,0.66,3,3,3,11,0
23590,False,0.66,3,3,3,11,0
23591,True,0.66,14,14,14,11,1
23592,False,0.66,3,3,3,11,0
23593,True,0.66,14,14,14,11,1
23594,True,0.66,14,14,14,11,1
23595,False,0.66,3,3,3,11,0
23596,True,0.66,14,14,14,11,1
23597,True,0.66,14,14,14,11,1
23598,True,0.66,14,14,14,11,1
23599,False,0.66,3,3,3,11,0
23600,False,0.66,3,3,3,11,0
23601,False,0.66,3,3,3,11,0
23602,False,0.66,3,3,3,11,0
23603,False,0.66,3,3,3,11,0
23604,False,0.66,3,3,3,11,0
23605,True,0.66,14,14,14,11,1
23606,False,0.66,3,3,3,11,0
23607,True,0.66,14,14,14,11,1
23608,True,0.66,14,14,14,11,1
23609,False,0.66,3,3,3,11,0
23610,False,0.66,3,3,3,11,0
23611,False,0.66,3,3,3,11,0
23612,False,0.66,3,3,3,11,0
23613,True,0.66,14,14,14,11,1
23614,False,0.66,3,3,3,11,0
23615,False,0.66,3,3,3,11,0
23616,False,0.66,3,3,3,11,0
23617,True,0.66,14,14,14,11,1
23618,True,0.66,14,14,14,11,1
23619,True,0.66,14,14,14,11,1
23620,True,0.66,14,14,14,11,1
23621,True,0.66,14,14,14,11,1
23622,False,0.66,3,3,3,11,0
23623,False,0.66,3,3,3,11,0
23624,False,0.66,3,3,3,11,0
23625,True,0.66,14,14,14,11,1
23626,True,0.66,14,14,14,11,1
23627,False,0.66,3,3,3,11,0
23628,False,0.66,3,3,3,11,0
23629,False,0.66,3,3,3,11,0
23630,False,0.66,3,3,3,11,0
23631,False,0.66,3,3,3,11,0
23632,False,0.66,3,3,3,11,0
23633,True,0.66,14,14,14,11,1
23634,False,0.66,3,3,3,11,0
23635,False,0.66,3,3,3,11,0
23636,False,0.66,3,3,3,11,0
23637,False,0.66,3,3,3,11,0
23638,False,0.66,3,3,3,11,0
23639,True,0.66,14,14,14,11,1
23640,False,0.66,3,3,3,11,0
23641,False,0.66,3,3,3,11,0
23642,False,0.66,3,3,3,11,0
23643,False,0.66,3,3,3,11,0
23644,False,0.66,3,3,3,11,0
23645,False,0.66,3,3,3,11,0
23646,False,0.66,3,3,3,11,0
23647,True,0.66,14,14,14,11,1
23648,False,0.66,3,3,3,11,0
23649,False,0.66,3,3,3,11,0
23650,True,0.66,14,14,14,11,1
23651,False,0.66,3,3,3,11,0
23652,False,0.66,3,3,3,11,0
23653,False,0.66,3,3,3,11,0
23654,False,0.66,3,3,3,11,0
23655,False,0.66,3,3,3,11,0
23656,False,0.66,3,3,3,11,0
23657,False,0.66,3,3,3,11,0
23658,True,0.66,14,14,14,11,1
23659,False,0.66,3,3,3,11,0
23660,False,0.66,3,3,3,11,0
23661,True,0.66,14,14,14,11,1
23662,True,0.66,14,14,14,11,1
23663,True,0.66,14,14,14,11,1
23664,False,0.66,3,3,3,11,0
23665,False,0.66,3,3,3,11,0
23666,True,0.66,14,14,14,11,1
23667,False,0.66,3,3,3,11,0
23668,True,0.66,14,14,14,11,1
23669,False,0.66,3,3,3,11,0
23670,True,0.66,14,14,14,11,1
23671,True,0.66,14,14,14,11,1
23672,False,0.66,3,3,3,11,0
23673,False,0.66,3,3,3,11,0
23674,False,0.66,3,3,3,11,0
23675,True,0.66,14,14,14,11,1
23676,False,0.66,3,3,3,11,0
23677,False,0.66,3,3,3,11,0
23678,False,0.66,3,3,3,11,0
23679,False,0.66,3,3,3,11,0
23680,True,0.66,14,14,14,11,1
23681,False,0.66,3,3,3,11,0
23682,False,0.66,3,3,3,11,0
23683,False,0.66,3,3,3,11,0
23684,True,0.66,14,14,14,11,1
23685,False,0.66,3,3,3,11,0
23686,False,0.66,3,3,3,11,0
23687,False,0.66,3,3,3,11,0
23688,True,0.66,14,14,14,11,1
23689,False,0.66,3,3,3,11,0
23690,False,0.66,3,3,3,11,0
23691,True,0.66,14,14,14,11,1
23692,False,0.66,3,3,3,11,0
23693,False,0.66,3,3,3,11,0
23694,True,0.66,14,14,14,11,1
23695,True,0.66,14,14,14,11,1
23696,False,0.66,3,3,3,11,0
23697,True,0.66,14,14,14,11,1
23698,False,0.66,3,3,3,11,0
23699,False,0.66,3,3,3,11,0
23700,True,0.66,14,14,14,11,1
23701,False,0.66,3,3,3,11,0
23702,False,0.66,3,3,3,11,0
23703,True,0.66,14,14,14,11,1
23704,False,0.66,3,3,3,11,0
23705,False,0.66,3,3,3,11,0
23706,False,0.66,3,3,3,11,0
23707,True,0.66,14,14,14,11,1
23708,True,0.66,14,14,14,11,1
