,G,p,post,pre,x,y,z
0,False,0.89,20,20,20,4,0
1,False,0.89,20,20,20,4,0
2,False,0.89,20,20,20,4,0
3,False,0.89,20,20,20,4,0
4,False,0.89,20,20,20,4,0
5,False,0.89,20,20,20,4,0
6,False,0.89,20,20,20,4,0
7,False,0.89,20,20,20,4,0
8,False,0.89,20,20,20,4,0
9,False,0.89,20,20,20,4,0
10,False,0.89,20,20,20,4,0
11,False,0.89,20,20,20,4,0
12,False,0.89,20,20,20,4,0
13,False,0.89,20,20,20,4,0
14,True,0.89,24,24,24,4,1
15,False,0.89,20,20,20,4,0
16,False,0.89,20,20,20,4,0
17,False,0.89,20,20,20,4,0
18,True,0.89,24,24,24,4,1
19,False,0.89,20,20,20,4,0
20,False,0.89,20,20,20,4,0
21,False,0.89,20,20,20,4,0
22,False,0.89,20,20,20,4,0
23,False,0.89,20,20,20,4,0
24,False,0.89,20,20,20,4,0
25,False,0.89,20,20,20,4,0
26,False,0.89,20,20,20,4,0
27,False,0.89,20,20,20,4,0
28,False,0.89,20,20,20,4,0
29,False,0.89,20,20,20,4,0
30,False,0.89,20,20,20,4,0
31,False,0.89,20,20,20,4,0
32,False,0.89,20,20,20,4,0
33,False,0.89,20,20,20,4,0
34,False,0.89,20,20,20,4,0
35,True,0.89,24,24,24,4,1
36,False,0.89,20,20,20,4,0
37,False,0.89,20,20,20,4,0
38,False,0.89,20,20,20,4,0
39,False,0.89,20,20,20,4,0
40,True,0.89,24,24,24,4,1
41,False,0.89,20,20,20,4,0
42,False,0.89,20,20,20,4,0
43,False,0.89,20,20,20,4,0
44,False,0.89,20,20,20,4,0
45,True,0.89,24,24,24,4,1
46,False,0.89,20,20,20,4,0
47,False,0.89,20,20,20,4,0
48,True,0.89,24,24,24,4,1
49,False,0.89,20,20,20,4,0
50,False,0.89,20,20,20,4,0
51,False,0.89,20,20,20,4,0
52,False,0.89,20,20,20,4,0
53,False,0.89,20,20,20,4,0
54,True,0.89,24,24,24,4,1
55,False,0.89,20,20,20,4,0
56,False,0.89,20,20,20,4,0
57,False,0.89,20,20,20,4,0
58,True,0.89,24,24,24,4,1
59,False,0.89,20,20,20,4,0
60,False,0.89,20,20,20,4,0
61,False,0.89,20,20,20,4,0
62,False,0.89,20,20,20,4,0
63,False,0.89,20,20,20,4,0
64,False,0.89,20,20,20,4,0
65,False,0.89,20,20,20,4,0
66,False,0.89,20,20,20,4,0
67,False,0.89,20,20,20,4,0
68,False,0.89,20,20,20,4,0
69,False,0.89,20,20,20,4,0
70,False,0.89,20,20,20,4,0
71,False,0.89,20,20,20,4,0
72,False,0.89,20,20,20,4,0
73,False,0.89,20,20,20,4,0
74,False,0.89,20,20,20,4,0
75,False,0.89,20,20,20,4,0
76,False,0.89,20,20,20,4,0
77,False,0.89,20,20,20,4,0
78,False,0.89,20,20,20,4,0
79,False,0.89,20,20,20,4,0
80,False,0.89,20,20,20,4,0
81,False,0.89,20,20,20,4,0
82,False,0.89,20,20,20,4,0
83,False,0.89,20,20,20,4,0
84,False,0.89,20,20,20,4,0
85,True,0.89,24,24,24,4,1
86,False,0.89,20,20,20,4,0
87,False,0.89,20,20,20,4,0
88,False,0.89,20,20,20,4,0
89,False,0.89,20,20,20,4,0
90,False,0.89,20,20,20,4,0
91,False,0.89,20,20,20,4,0
92,True,0.89,24,24,24,4,1
93,False,0.89,20,20,20,4,0
94,False,0.89,20,20,20,4,0
95,False,0.89,20,20,20,4,0
96,False,0.89,20,20,20,4,0
97,False,0.89,20,20,20,4,0
98,False,0.89,20,20,20,4,0
99,False,0.89,20,20,20,4,0
100,True,0.89,24,24,24,4,1
101,False,0.89,20,20,20,4,0
102,False,0.89,20,20,20,4,0
103,False,0.89,20,20,20,4,0
104,False,0.89,20,20,20,4,0
105,False,0.89,20,20,20,4,0
106,False,0.89,20,20,20,4,0
107,False,0.89,20,20,20,4,0
108,False,0.89,20,20,20,4,0
109,False,0.89,20,20,20,4,0
110,False,0.89,20,20,20,4,0
111,False,0.89,20,20,20,4,0
112,False,0.89,20,20,20,4,0
113,False,0.89,20,20,20,4,0
114,False,0.89,20,20,20,4,0
115,True,0.89,24,24,24,4,1
116,False,0.89,20,20,20,4,0
117,False,0.89,20,20,20,4,0
118,False,0.89,20,20,20,4,0
119,False,0.89,20,20,20,4,0
120,False,0.89,20,20,20,4,0
121,False,0.89,20,20,20,4,0
122,False,0.89,20,20,20,4,0
123,True,0.89,24,24,24,4,1
124,False,0.89,20,20,20,4,0
125,True,0.89,24,24,24,4,1
126,False,0.89,20,20,20,4,0
127,False,0.89,20,20,20,4,0
128,False,0.89,20,20,20,4,0
129,False,0.89,20,20,20,4,0
130,False,0.89,20,20,20,4,0
131,True,0.89,24,24,24,4,1
132,False,0.89,20,20,20,4,0
133,False,0.89,20,20,20,4,0
134,False,0.89,20,20,20,4,0
135,False,0.89,20,20,20,4,0
136,False,0.89,20,20,20,4,0
137,False,0.89,20,20,20,4,0
138,False,0.89,20,20,20,4,0
139,False,0.89,20,20,20,4,0
140,False,0.89,20,20,20,4,0
141,False,0.89,20,20,20,4,0
142,False,0.89,20,20,20,4,0
143,False,0.89,20,20,20,4,0
144,True,0.89,24,24,24,4,1
145,False,0.89,20,20,20,4,0
146,True,0.89,24,24,24,4,1
147,False,0.89,20,20,20,4,0
148,False,0.89,20,20,20,4,0
149,False,0.89,20,20,20,4,0
150,False,0.89,20,20,20,4,0
151,False,0.89,20,20,20,4,0
152,False,0.89,20,20,20,4,0
153,False,0.89,20,20,20,4,0
154,False,0.89,20,20,20,4,0
155,False,0.89,20,20,20,4,0
156,False,0.89,20,20,20,4,0
157,True,0.89,24,24,24,4,1
158,False,0.89,20,20,20,4,0
159,False,0.89,20,20,20,4,0
160,False,0.89,20,20,20,4,0
161,False,0.89,20,20,20,4,0
162,False,0.89,20,20,20,4,0
163,False,0.89,20,20,20,4,0
164,False,0.89,20,20,20,4,0
165,True,0.89,24,24,24,4,1
166,False,0.89,20,20,20,4,0
167,False,0.89,20,20,20,4,0
168,False,0.89,20,20,20,4,0
169,False,0.89,20,20,20,4,0
170,True,0.89,24,24,24,4,1
171,False,0.89,20,20,20,4,0
172,False,0.89,20,20,20,4,0
173,False,0.89,20,20,20,4,0
174,False,0.89,20,20,20,4,0
175,False,0.89,20,20,20,4,0
176,False,0.89,20,20,20,4,0
177,False,0.89,20,20,20,4,0
178,False,0.89,20,20,20,4,0
179,False,0.89,20,20,20,4,0
180,False,0.89,20,20,20,4,0
181,False,0.89,20,20,20,4,0
182,False,0.89,20,20,20,4,0
183,False,0.89,20,20,20,4,0
184,False,0.89,20,20,20,4,0
185,False,0.89,20,20,20,4,0
186,False,0.89,20,20,20,4,0
187,False,0.89,20,20,20,4,0
188,False,0.89,20,20,20,4,0
189,False,0.89,20,20,20,4,0
190,False,0.89,20,20,20,4,0
191,False,0.89,20,20,20,4,0
192,False,0.89,20,20,20,4,0
193,False,0.89,20,20,20,4,0
194,False,0.89,20,20,20,4,0
195,False,0.89,20,20,20,4,0
196,False,0.89,20,20,20,4,0
197,False,0.89,20,20,20,4,0
198,False,0.89,20,20,20,4,0
199,True,0.89,24,24,24,4,1
200,False,0.89,20,20,20,4,0
201,False,0.89,20,20,20,4,0
202,True,0.89,24,24,24,4,1
203,False,0.89,20,20,20,4,0
204,False,0.89,20,20,20,4,0
205,False,0.89,20,20,20,4,0
206,False,0.89,20,20,20,4,0
207,False,0.89,20,20,20,4,0
208,False,0.89,20,20,20,4,0
209,False,0.89,20,20,20,4,0
210,True,0.89,24,24,24,4,1
211,True,0.89,24,24,24,4,1
212,False,0.89,20,20,20,4,0
213,False,0.89,20,20,20,4,0
214,False,0.89,20,20,20,4,0
215,False,0.89,20,20,20,4,0
216,False,0.89,20,20,20,4,0
217,True,0.89,24,24,24,4,1
218,False,0.89,20,20,20,4,0
219,False,0.89,20,20,20,4,0
220,False,0.89,20,20,20,4,0
221,False,0.89,20,20,20,4,0
222,False,0.89,20,20,20,4,0
223,False,0.89,20,20,20,4,0
224,False,0.89,20,20,20,4,0
225,False,0.89,20,20,20,4,0
226,False,0.89,20,20,20,4,0
227,False,0.89,20,20,20,4,0
228,False,0.89,20,20,20,4,0
229,False,0.89,20,20,20,4,0
230,False,0.89,20,20,20,4,0
231,False,0.89,20,20,20,4,0
232,False,0.89,20,20,20,4,0
233,False,0.89,20,20,20,4,0
234,False,0.89,20,20,20,4,0
235,False,0.89,20,20,20,4,0
236,False,0.89,20,20,20,4,0
237,False,0.89,20,20,20,4,0
238,False,0.89,20,20,20,4,0
239,False,0.89,20,20,20,4,0
240,False,0.89,20,20,20,4,0
241,False,0.89,20,20,20,4,0
242,True,0.89,24,24,24,4,1
243,False,0.89,20,20,20,4,0
244,False,0.89,20,20,20,4,0
245,False,0.89,20,20,20,4,0
246,False,0.89,20,20,20,4,0
247,False,0.89,20,20,20,4,0
248,False,0.89,20,20,20,4,0
249,True,0.89,24,24,24,4,1
250,False,0.89,20,20,20,4,0
251,False,0.89,20,20,20,4,0
252,False,0.89,20,20,20,4,0
253,False,0.89,20,20,20,4,0
254,False,0.89,20,20,20,4,0
255,False,0.89,20,20,20,4,0
256,False,0.89,20,20,20,4,0
257,False,0.89,20,20,20,4,0
258,False,0.89,20,20,20,4,0
259,False,0.89,20,20,20,4,0
260,False,0.89,20,20,20,4,0
261,False,0.89,20,20,20,4,0
262,False,0.89,20,20,20,4,0
263,False,0.89,20,20,20,4,0
264,True,0.89,24,24,24,4,1
265,False,0.89,20,20,20,4,0
266,False,0.89,20,20,20,4,0
267,False,0.89,20,20,20,4,0
268,False,0.89,20,20,20,4,0
269,False,0.89,20,20,20,4,0
270,False,0.89,20,20,20,4,0
271,False,0.89,20,20,20,4,0
272,False,0.89,20,20,20,4,0
273,False,0.89,20,20,20,4,0
274,False,0.89,20,20,20,4,0
275,False,0.89,20,20,20,4,0
276,False,0.89,20,20,20,4,0
277,False,0.89,20,20,20,4,0
278,False,0.89,20,20,20,4,0
279,True,0.89,24,24,24,4,1
280,False,0.89,20,20,20,4,0
281,True,0.89,24,24,24,4,1
282,False,0.89,20,20,20,4,0
283,False,0.89,20,20,20,4,0
284,False,0.89,20,20,20,4,0
285,False,0.89,20,20,20,4,0
286,False,0.89,20,20,20,4,0
287,False,0.89,20,20,20,4,0
288,False,0.89,20,20,20,4,0
289,True,0.89,24,24,24,4,1
290,False,0.89,20,20,20,4,0
291,False,0.89,20,20,20,4,0
292,True,0.89,24,24,24,4,1
293,False,0.89,20,20,20,4,0
294,False,0.89,20,20,20,4,0
295,False,0.89,20,20,20,4,0
296,False,0.89,20,20,20,4,0
297,False,0.89,20,20,20,4,0
298,False,0.89,20,20,20,4,0
299,False,0.89,20,20,20,4,0
300,False,0.89,20,20,20,4,0
301,False,0.89,20,20,20,4,0
302,True,0.89,24,24,24,4,1
303,False,0.89,20,20,20,4,0
304,False,0.89,20,20,20,4,0
305,False,0.89,20,20,20,4,0
306,False,0.89,20,20,20,4,0
307,False,0.89,20,20,20,4,0
308,False,0.89,20,20,20,4,0
309,False,0.89,20,20,20,4,0
310,False,0.89,20,20,20,4,0
311,False,0.89,20,20,20,4,0
312,False,0.89,20,20,20,4,0
313,False,0.89,20,20,20,4,0
314,False,0.89,20,20,20,4,0
315,False,0.89,20,20,20,4,0
316,False,0.89,20,20,20,4,0
317,False,0.89,20,20,20,4,0
318,False,0.89,20,20,20,4,0
319,True,0.89,24,24,24,4,1
320,False,0.89,20,20,20,4,0
321,False,0.89,20,20,20,4,0
322,False,0.89,20,20,20,4,0
323,False,0.89,20,20,20,4,0
324,False,0.89,20,20,20,4,0
325,False,0.89,20,20,20,4,0
326,False,0.89,20,20,20,4,0
327,True,0.89,24,24,24,4,1
328,False,0.89,20,20,20,4,0
329,False,0.89,20,20,20,4,0
330,False,0.89,20,20,20,4,0
331,False,0.89,20,20,20,4,0
332,True,0.89,24,24,24,4,1
333,True,0.89,24,24,24,4,1
334,False,0.89,20,20,20,4,0
335,False,0.89,20,20,20,4,0
336,False,0.89,20,20,20,4,0
337,False,0.89,20,20,20,4,0
338,False,0.89,20,20,20,4,0
339,False,0.89,20,20,20,4,0
340,False,0.89,20,20,20,4,0
341,True,0.89,24,24,24,4,1
342,False,0.89,20,20,20,4,0
343,False,0.89,20,20,20,4,0
344,False,0.89,20,20,20,4,0
345,True,0.89,24,24,24,4,1
346,False,0.89,20,20,20,4,0
347,False,0.89,20,20,20,4,0
348,False,0.89,20,20,20,4,0
349,False,0.89,20,20,20,4,0
350,True,0.89,24,24,24,4,1
351,True,0.89,24,24,24,4,1
352,False,0.89,20,20,20,4,0
353,False,0.89,20,20,20,4,0
354,False,0.89,20,20,20,4,0
355,False,0.89,20,20,20,4,0
356,False,0.89,20,20,20,4,0
357,False,0.89,20,20,20,4,0
358,False,0.89,20,20,20,4,0
359,False,0.89,20,20,20,4,0
360,False,0.89,20,20,20,4,0
361,False,0.89,20,20,20,4,0
362,False,0.89,20,20,20,4,0
363,True,0.89,24,24,24,4,1
364,False,0.89,20,20,20,4,0
365,False,0.89,20,20,20,4,0
366,False,0.89,20,20,20,4,0
367,False,0.89,20,20,20,4,0
368,False,0.89,20,20,20,4,0
369,False,0.89,20,20,20,4,0
370,False,0.89,20,20,20,4,0
371,False,0.89,20,20,20,4,0
372,False,0.89,20,20,20,4,0
373,False,0.89,20,20,20,4,0
374,False,0.89,20,20,20,4,0
375,False,0.89,20,20,20,4,0
376,False,0.89,20,20,20,4,0
377,False,0.89,20,20,20,4,0
378,False,0.89,20,20,20,4,0
379,False,0.89,20,20,20,4,0
380,True,0.89,24,24,24,4,1
381,True,0.89,24,24,24,4,1
382,False,0.89,20,20,20,4,0
383,True,0.89,24,24,24,4,1
384,False,0.89,20,20,20,4,0
385,True,0.89,24,24,24,4,1
386,False,0.89,20,20,20,4,0
387,False,0.89,20,20,20,4,0
388,False,0.89,20,20,20,4,0
389,False,0.89,20,20,20,4,0
390,False,0.89,20,20,20,4,0
391,True,0.89,24,24,24,4,1
392,False,0.89,20,20,20,4,0
393,False,0.89,20,20,20,4,0
394,False,0.89,20,20,20,4,0
395,False,0.89,20,20,20,4,0
396,False,0.89,20,20,20,4,0
397,False,0.89,20,20,20,4,0
398,False,0.89,20,20,20,4,0
399,False,0.89,20,20,20,4,0
400,False,0.89,20,20,20,4,0
401,False,0.89,20,20,20,4,0
402,False,0.89,20,20,20,4,0
403,False,0.89,20,20,20,4,0
404,False,0.89,20,20,20,4,0
405,False,0.89,20,20,20,4,0
406,True,0.89,24,24,24,4,1
407,False,0.89,20,20,20,4,0
408,False,0.89,20,20,20,4,0
409,False,0.89,20,20,20,4,0
410,False,0.89,20,20,20,4,0
411,False,0.89,20,20,20,4,0
412,True,0.89,24,24,24,4,1
413,False,0.89,20,20,20,4,0
414,False,0.89,20,20,20,4,0
415,False,0.89,20,20,20,4,0
416,False,0.89,20,20,20,4,0
417,False,0.89,20,20,20,4,0
418,False,0.89,20,20,20,4,0
419,False,0.89,20,20,20,4,0
420,False,0.89,20,20,20,4,0
421,False,0.89,20,20,20,4,0
422,False,0.89,20,20,20,4,0
423,False,0.89,20,20,20,4,0
424,False,0.89,20,20,20,4,0
425,False,0.89,20,20,20,4,0
426,False,0.89,20,20,20,4,0
427,False,0.89,20,20,20,4,0
428,False,0.89,20,20,20,4,0
429,False,0.89,20,20,20,4,0
430,True,0.89,24,24,24,4,1
431,False,0.89,20,20,20,4,0
432,False,0.89,20,20,20,4,0
433,False,0.89,20,20,20,4,0
434,False,0.89,20,20,20,4,0
435,False,0.89,20,20,20,4,0
436,False,0.89,20,20,20,4,0
437,True,0.89,24,24,24,4,1
438,True,0.89,24,24,24,4,1
439,False,0.89,20,20,20,4,0
440,False,0.89,20,20,20,4,0
441,True,0.89,24,24,24,4,1
442,False,0.89,20,20,20,4,0
443,False,0.89,20,20,20,4,0
444,False,0.89,20,20,20,4,0
445,False,0.89,20,20,20,4,0
446,False,0.89,20,20,20,4,0
447,False,0.89,20,20,20,4,0
448,False,0.89,20,20,20,4,0
449,False,0.89,20,20,20,4,0
450,False,0.89,20,20,20,4,0
451,False,0.89,20,20,20,4,0
452,False,0.89,20,20,20,4,0
453,False,0.89,20,20,20,4,0
454,False,0.89,20,20,20,4,0
455,False,0.89,20,20,20,4,0
456,True,0.89,24,24,24,4,1
457,False,0.89,20,20,20,4,0
458,False,0.89,20,20,20,4,0
459,False,0.89,20,20,20,4,0
460,False,0.89,20,20,20,4,0
461,False,0.89,20,20,20,4,0
462,False,0.89,20,20,20,4,0
463,False,0.89,20,20,20,4,0
464,True,0.89,24,24,24,4,1
465,False,0.89,20,20,20,4,0
466,True,0.89,24,24,24,4,1
467,False,0.89,20,20,20,4,0
468,False,0.89,20,20,20,4,0
469,False,0.89,20,20,20,4,0
470,False,0.89,20,20,20,4,0
471,False,0.89,20,20,20,4,0
472,False,0.89,20,20,20,4,0
473,False,0.89,20,20,20,4,0
474,False,0.89,20,20,20,4,0
475,False,0.89,20,20,20,4,0
476,False,0.89,20,20,20,4,0
477,False,0.89,20,20,20,4,0
478,False,0.89,20,20,20,4,0
479,False,0.89,20,20,20,4,0
480,True,0.89,24,24,24,4,1
481,False,0.89,20,20,20,4,0
482,False,0.89,20,20,20,4,0
483,False,0.89,20,20,20,4,0
484,False,0.89,20,20,20,4,0
485,False,0.89,20,20,20,4,0
486,False,0.89,20,20,20,4,0
487,False,0.89,20,20,20,4,0
488,False,0.89,20,20,20,4,0
489,True,0.89,24,24,24,4,1
490,False,0.89,20,20,20,4,0
491,False,0.89,20,20,20,4,0
492,False,0.89,20,20,20,4,0
493,False,0.89,20,20,20,4,0
494,False,0.89,20,20,20,4,0
495,False,0.89,20,20,20,4,0
496,False,0.89,20,20,20,4,0
497,False,0.89,20,20,20,4,0
498,False,0.89,20,20,20,4,0
499,False,0.89,20,20,20,4,0
500,False,0.79,9,9,9,17,0
501,False,0.79,9,9,9,17,0
502,False,0.79,9,9,9,17,0
503,False,0.79,9,9,9,17,0
504,True,0.79,26,26,26,17,1
505,False,0.79,9,9,9,17,0
506,True,0.79,26,26,26,17,1
507,False,0.79,9,9,9,17,0
508,False,0.79,9,9,9,17,0
509,False,0.79,9,9,9,17,0
510,False,0.79,9,9,9,17,0
511,False,0.79,9,9,9,17,0
512,False,0.79,9,9,9,17,0
513,False,0.79,9,9,9,17,0
514,False,0.79,9,9,9,17,0
515,False,0.79,9,9,9,17,0
516,False,0.79,9,9,9,17,0
517,False,0.79,9,9,9,17,0
518,False,0.79,9,9,9,17,0
519,False,0.79,9,9,9,17,0
520,True,0.79,26,26,26,17,1
521,False,0.79,9,9,9,17,0
522,False,0.79,9,9,9,17,0
523,False,0.79,9,9,9,17,0
524,False,0.79,9,9,9,17,0
525,False,0.79,9,9,9,17,0
526,False,0.79,9,9,9,17,0
527,False,0.79,9,9,9,17,0
528,False,0.79,9,9,9,17,0
529,False,0.79,9,9,9,17,0
530,False,0.79,9,9,9,17,0
531,True,0.79,26,26,26,17,1
532,False,0.79,9,9,9,17,0
533,False,0.79,9,9,9,17,0
534,False,0.79,9,9,9,17,0
535,False,0.79,9,9,9,17,0
536,False,0.79,9,9,9,17,0
537,False,0.79,9,9,9,17,0
538,True,0.79,26,26,26,17,1
539,False,0.79,9,9,9,17,0
540,True,0.79,26,26,26,17,1
541,False,0.79,9,9,9,17,0
542,False,0.79,9,9,9,17,0
543,True,0.79,26,26,26,17,1
544,False,0.79,9,9,9,17,0
545,False,0.79,9,9,9,17,0
546,False,0.79,9,9,9,17,0
547,False,0.79,9,9,9,17,0
548,False,0.79,9,9,9,17,0
549,True,0.79,26,26,26,17,1
550,True,0.79,26,26,26,17,1
551,False,0.79,9,9,9,17,0
552,False,0.79,9,9,9,17,0
553,False,0.79,9,9,9,17,0
554,False,0.79,9,9,9,17,0
555,False,0.79,9,9,9,17,0
556,True,0.79,26,26,26,17,1
557,True,0.79,26,26,26,17,1
558,False,0.79,9,9,9,17,0
559,True,0.79,26,26,26,17,1
560,False,0.79,9,9,9,17,0
561,False,0.79,9,9,9,17,0
562,False,0.79,9,9,9,17,0
563,False,0.79,9,9,9,17,0
564,False,0.79,9,9,9,17,0
565,False,0.79,9,9,9,17,0
566,False,0.79,9,9,9,17,0
567,False,0.79,9,9,9,17,0
568,True,0.79,26,26,26,17,1
569,False,0.79,9,9,9,17,0
570,False,0.79,9,9,9,17,0
571,False,0.79,9,9,9,17,0
572,False,0.79,9,9,9,17,0
573,False,0.79,9,9,9,17,0
574,False,0.79,9,9,9,17,0
575,False,0.79,9,9,9,17,0
576,False,0.79,9,9,9,17,0
577,False,0.79,9,9,9,17,0
578,False,0.79,9,9,9,17,0
579,False,0.79,9,9,9,17,0
580,False,0.79,9,9,9,17,0
581,False,0.79,9,9,9,17,0
582,False,0.79,9,9,9,17,0
583,True,0.79,26,26,26,17,1
584,False,0.79,9,9,9,17,0
585,False,0.79,9,9,9,17,0
586,False,0.79,9,9,9,17,0
587,True,0.79,26,26,26,17,1
588,True,0.79,26,26,26,17,1
589,False,0.79,9,9,9,17,0
590,False,0.79,9,9,9,17,0
591,False,0.79,9,9,9,17,0
592,False,0.79,9,9,9,17,0
593,False,0.79,9,9,9,17,0
594,False,0.79,9,9,9,17,0
595,True,0.79,26,26,26,17,1
596,True,0.79,26,26,26,17,1
597,False,0.79,9,9,9,17,0
598,False,0.79,9,9,9,17,0
599,False,0.79,9,9,9,17,0
600,False,0.79,9,9,9,17,0
601,False,0.79,9,9,9,17,0
602,False,0.79,9,9,9,17,0
603,False,0.79,9,9,9,17,0
604,False,0.79,9,9,9,17,0
605,False,0.79,9,9,9,17,0
606,False,0.79,9,9,9,17,0
607,False,0.79,9,9,9,17,0
608,False,0.79,9,9,9,17,0
609,False,0.79,9,9,9,17,0
610,False,0.79,9,9,9,17,0
611,False,0.79,9,9,9,17,0
612,False,0.79,9,9,9,17,0
613,False,0.79,9,9,9,17,0
614,True,0.79,26,26,26,17,1
615,False,0.79,9,9,9,17,0
616,False,0.79,9,9,9,17,0
617,False,0.79,9,9,9,17,0
618,True,0.79,26,26,26,17,1
619,False,0.79,9,9,9,17,0
620,False,0.79,9,9,9,17,0
621,True,0.79,26,26,26,17,1
622,True,0.79,26,26,26,17,1
623,False,0.79,9,9,9,17,0
624,True,0.79,26,26,26,17,1
625,False,0.79,9,9,9,17,0
626,False,0.79,9,9,9,17,0
627,True,0.79,26,26,26,17,1
628,False,0.79,9,9,9,17,0
629,False,0.79,9,9,9,17,0
630,False,0.79,9,9,9,17,0
631,False,0.79,9,9,9,17,0
632,True,0.79,26,26,26,17,1
633,False,0.79,9,9,9,17,0
634,False,0.79,9,9,9,17,0
635,False,0.79,9,9,9,17,0
636,True,0.79,26,26,26,17,1
637,True,0.79,26,26,26,17,1
638,False,0.79,9,9,9,17,0
639,False,0.79,9,9,9,17,0
640,False,0.79,9,9,9,17,0
641,False,0.79,9,9,9,17,0
642,False,0.79,9,9,9,17,0
643,False,0.79,9,9,9,17,0
644,False,0.79,9,9,9,17,0
645,False,0.79,9,9,9,17,0
646,True,0.79,26,26,26,17,1
647,False,0.79,9,9,9,17,0
648,False,0.79,9,9,9,17,0
649,False,0.79,9,9,9,17,0
650,False,0.79,9,9,9,17,0
651,False,0.79,9,9,9,17,0
652,False,0.79,9,9,9,17,0
653,False,0.79,9,9,9,17,0
654,False,0.79,9,9,9,17,0
655,False,0.79,9,9,9,17,0
656,False,0.79,9,9,9,17,0
657,False,0.79,9,9,9,17,0
658,False,0.79,9,9,9,17,0
659,False,0.79,9,9,9,17,0
660,True,0.79,26,26,26,17,1
661,False,0.79,9,9,9,17,0
662,True,0.79,26,26,26,17,1
663,True,0.79,26,26,26,17,1
664,False,0.79,9,9,9,17,0
665,False,0.79,9,9,9,17,0
666,False,0.79,9,9,9,17,0
667,False,0.79,9,9,9,17,0
668,False,0.79,9,9,9,17,0
669,False,0.79,9,9,9,17,0
670,False,0.79,9,9,9,17,0
671,False,0.79,9,9,9,17,0
672,True,0.79,26,26,26,17,1
673,True,0.79,26,26,26,17,1
674,False,0.79,9,9,9,17,0
675,False,0.79,9,9,9,17,0
676,True,0.79,26,26,26,17,1
677,False,0.79,9,9,9,17,0
678,False,0.79,9,9,9,17,0
679,True,0.79,26,26,26,17,1
680,False,0.79,9,9,9,17,0
681,False,0.79,9,9,9,17,0
682,False,0.79,9,9,9,17,0
683,False,0.79,9,9,9,17,0
684,False,0.79,9,9,9,17,0
685,False,0.79,9,9,9,17,0
686,False,0.79,9,9,9,17,0
687,False,0.79,9,9,9,17,0
688,False,0.79,9,9,9,17,0
689,False,0.79,9,9,9,17,0
690,False,0.79,9,9,9,17,0
691,False,0.79,9,9,9,17,0
692,False,0.79,9,9,9,17,0
693,False,0.79,9,9,9,17,0
694,False,0.79,9,9,9,17,0
695,False,0.79,9,9,9,17,0
696,True,0.79,26,26,26,17,1
697,True,0.79,26,26,26,17,1
698,True,0.79,26,26,26,17,1
699,False,0.79,9,9,9,17,0
700,True,0.79,26,26,26,17,1
701,False,0.79,9,9,9,17,0
702,True,0.79,26,26,26,17,1
703,False,0.79,9,9,9,17,0
704,False,0.79,9,9,9,17,0
705,False,0.79,9,9,9,17,0
706,False,0.79,9,9,9,17,0
707,False,0.79,9,9,9,17,0
708,True,0.79,26,26,26,17,1
709,False,0.79,9,9,9,17,0
710,False,0.79,9,9,9,17,0
711,False,0.79,9,9,9,17,0
712,False,0.79,9,9,9,17,0
713,False,0.79,9,9,9,17,0
714,True,0.79,26,26,26,17,1
715,True,0.79,26,26,26,17,1
716,False,0.79,9,9,9,17,0
717,False,0.79,9,9,9,17,0
718,False,0.79,9,9,9,17,0
719,True,0.79,26,26,26,17,1
720,False,0.79,9,9,9,17,0
721,False,0.79,9,9,9,17,0
722,False,0.79,9,9,9,17,0
723,True,0.79,26,26,26,17,1
724,False,0.79,9,9,9,17,0
725,True,0.79,26,26,26,17,1
726,False,0.79,9,9,9,17,0
727,False,0.79,9,9,9,17,0
728,True,0.79,26,26,26,17,1
729,True,0.79,26,26,26,17,1
730,False,0.79,9,9,9,17,0
731,False,0.79,9,9,9,17,0
732,False,0.79,9,9,9,17,0
733,False,0.79,9,9,9,17,0
734,False,0.79,9,9,9,17,0
735,True,0.79,26,26,26,17,1
736,True,0.79,26,26,26,17,1
737,False,0.79,9,9,9,17,0
738,False,0.79,9,9,9,17,0
739,False,0.79,9,9,9,17,0
740,False,0.79,9,9,9,17,0
741,False,0.79,9,9,9,17,0
742,True,0.79,26,26,26,17,1
743,True,0.79,26,26,26,17,1
744,True,0.79,26,26,26,17,1
745,True,0.79,26,26,26,17,1
746,False,0.79,9,9,9,17,0
747,False,0.79,9,9,9,17,0
748,False,0.79,9,9,9,17,0
749,False,0.79,9,9,9,17,0
750,False,0.79,9,9,9,17,0
751,False,0.79,9,9,9,17,0
752,False,0.79,9,9,9,17,0
753,False,0.79,9,9,9,17,0
754,False,0.79,9,9,9,17,0
755,False,0.79,9,9,9,17,0
756,False,0.79,9,9,9,17,0
757,True,0.79,26,26,26,17,1
758,True,0.79,26,26,26,17,1
759,False,0.79,9,9,9,17,0
760,False,0.79,9,9,9,17,0
761,True,0.79,26,26,26,17,1
762,True,0.79,26,26,26,17,1
763,False,0.79,9,9,9,17,0
764,False,0.79,9,9,9,17,0
765,True,0.79,26,26,26,17,1
766,False,0.79,9,9,9,17,0
767,False,0.79,9,9,9,17,0
768,True,0.79,26,26,26,17,1
769,False,0.79,9,9,9,17,0
770,False,0.79,9,9,9,17,0
771,False,0.79,9,9,9,17,0
772,False,0.79,9,9,9,17,0
773,False,0.79,9,9,9,17,0
774,False,0.79,9,9,9,17,0
775,False,0.79,9,9,9,17,0
