,G,flip,p1,post,pre,z
52545,False,1,0.35,9,9.0,9
52546,True,0,0.35,10,10.65,10
52547,False,1,0.35,9,9.0,9
52548,True,0,0.35,10,10.65,10
52549,True,0,0.35,10,10.65,10
52550,False,1,0.35,9,9.0,9
52551,True,0,0.35,10,10.65,10
52552,True,0,0.35,10,10.65,10
52553,False,1,0.35,9,9.0,9
52554,False,1,0.35,9,9.0,9
52555,True,0,0.35,10,10.65,10
52556,False,1,0.35,9,9.0,9
52557,True,0,0.35,10,10.65,10
52558,True,0,0.35,10,10.65,10
52559,True,0,0.35,10,10.65,10
52560,False,1,0.35,9,9.0,9
52561,True,0,0.35,10,10.65,10
52562,True,0,0.35,10,10.65,10
52563,False,1,0.35,9,9.0,9
52564,True,0,0.35,10,10.65,10
52565,True,0,0.35,10,10.65,10
52566,True,0,0.35,10,10.65,10
52567,True,0,0.35,10,10.65,10
52568,True,0,0.35,10,10.65,10
52569,True,0,0.35,10,10.65,10
52570,False,1,0.35,9,9.0,9
52571,True,0,0.35,10,10.65,10
52572,True,0,0.35,10,10.65,10
52573,True,0,0.35,10,10.65,10
52574,True,0,0.35,10,10.65,10
52575,False,1,0.35,9,9.0,9
52576,True,0,0.35,10,10.65,10
52577,False,1,0.35,9,9.0,9
52578,True,0,0.35,10,10.65,10
52579,True,0,0.35,10,10.65,10
52580,False,1,0.35,9,9.0,9
52581,False,1,0.35,9,9.0,9
52582,False,1,0.35,9,9.0,9
52583,False,1,0.35,9,9.0,9
52584,False,1,0.35,9,9.0,9
52585,False,1,0.35,9,9.0,9
52586,True,0,0.35,10,10.65,10
52587,False,1,0.35,9,9.0,9
52588,True,0,0.35,10,10.65,10
52589,False,1,0.35,9,9.0,9
52590,True,0,0.35,10,10.65,10
52591,True,0,0.35,10,10.65,10
52592,True,0,0.35,10,10.65,10
52593,True,0,0.35,10,10.65,10
52594,True,0,0.35,10,10.65,10
52595,True,0,0.35,10,10.65,10
52596,False,1,0.35,9,9.0,9
52597,False,1,0.35,9,9.0,9
52598,True,0,0.35,10,10.65,10
52599,False,1,0.35,9,9.0,9
52600,True,0,0.35,10,10.65,10
52601,False,1,0.35,9,9.0,9
52602,False,1,0.35,9,9.0,9
52603,True,0,0.35,10,10.65,10
52604,True,0,0.35,10,10.65,10
52605,True,0,0.35,10,10.65,10
52606,True,0,0.35,10,10.65,10
52607,False,1,0.35,9,9.0,9
52608,False,1,0.35,9,9.0,9
52609,True,0,0.35,10,10.65,10
52610,True,0,0.35,10,10.65,10
52611,True,0,0.35,10,10.65,10
52612,False,1,0.35,9,9.0,9
52613,False,1,0.35,9,9.0,9
52614,True,0,0.35,10,10.65,10
52615,True,0,0.35,10,10.65,10
52616,True,0,0.35,10,10.65,10
52617,True,0,0.35,10,10.65,10
52618,False,1,0.35,9,9.0,9
52619,True,0,0.35,10,10.65,10
52620,False,1,0.35,9,9.0,9
52621,True,0,0.35,10,10.65,10
52622,True,0,0.35,10,10.65,10
52623,True,0,0.35,10,10.65,10
52624,False,1,0.35,9,9.0,9
52625,True,0,0.35,10,10.65,10
52626,True,0,0.35,10,10.65,10
52627,True,0,0.35,10,10.65,10
52628,False,1,0.35,9,9.0,9
52629,False,1,0.35,9,9.0,9
52630,True,0,0.35,10,10.65,10
52631,True,0,0.35,10,10.65,10
52632,True,0,0.35,10,10.65,10
52633,False,1,0.35,9,9.0,9
52634,True,0,0.35,10,10.65,10
52635,False,1,0.35,9,9.0,9
52636,False,1,0.35,9,9.0,9
52637,True,0,0.35,10,10.65,10
52638,False,1,0.35,9,9.0,9
52639,False,1,0.35,9,9.0,9
52640,False,1,0.35,9,9.0,9
52641,True,0,0.35,10,10.65,10
52642,False,1,0.35,9,9.0,9
52643,True,0,0.35,10,10.65,10
52644,True,0,0.35,10,10.65,10
52645,True,0,0.35,10,10.65,10
52646,False,1,0.35,9,9.0,9
52647,False,1,0.35,9,9.0,9
52648,True,0,0.35,10,10.65,10
52649,True,0,0.35,10,10.65,10
52650,True,0,0.35,10,10.65,10
52651,True,0,0.35,10,10.65,10
52652,True,0,0.35,10,10.65,10
52653,False,1,0.35,9,9.0,9
52654,True,0,0.35,10,10.65,10
52655,True,0,0.35,10,10.65,10
52656,True,0,0.35,10,10.65,10
52657,True,0,0.35,10,10.65,10
52658,True,0,0.35,10,10.65,10
52659,True,0,0.35,10,10.65,10
52660,False,1,0.35,9,9.0,9
52661,True,0,0.35,10,10.65,10
52662,False,1,0.35,9,9.0,9
52663,True,0,0.35,10,10.65,10
52664,True,0,0.35,10,10.65,10
52665,False,1,0.35,9,9.0,9
52666,True,0,0.35,10,10.65,10
52667,False,1,0.35,9,9.0,9
52668,False,1,0.35,9,9.0,9
52669,False,1,0.35,9,9.0,9
52670,True,0,0.35,10,10.65,10
52671,True,0,0.35,10,10.65,10
52672,True,0,0.35,10,10.65,10
52673,False,1,0.35,9,9.0,9
52674,False,1,0.35,9,9.0,9
52675,False,1,0.35,9,9.0,9
52676,True,0,0.35,10,10.65,10
52677,False,1,0.35,9,9.0,9
52678,True,0,0.35,10,10.65,10
52679,False,1,0.35,9,9.0,9
52680,True,0,0.35,10,10.65,10
52681,True,0,0.35,10,10.65,10
52682,False,1,0.35,9,9.0,9
52683,True,0,0.35,10,10.65,10
52684,True,0,0.35,10,10.65,10
52685,True,0,0.35,10,10.65,10
52686,False,1,0.35,9,9.0,9
52687,True,0,0.35,10,10.65,10
52688,True,0,0.35,10,10.65,10
52689,False,1,0.35,9,9.0,9
52690,False,1,0.35,9,9.0,9
52691,True,0,0.35,10,10.65,10
52692,False,1,0.35,9,9.0,9
52693,True,0,0.35,10,10.65,10
52694,False,1,0.35,9,9.0,9
52695,True,0,0.35,10,10.65,10
52696,True,0,0.35,10,10.65,10
52697,False,1,0.35,9,9.0,9
52698,True,0,0.35,10,10.65,10
52699,True,0,0.35,10,10.65,10
52700,True,0,0.35,10,10.65,10
52701,True,0,0.35,10,10.65,10
52702,False,1,0.35,9,9.0,9
52703,True,0,0.35,10,10.65,10
52704,True,0,0.35,10,10.65,10
52705,False,1,0.35,9,9.0,9
52706,True,0,0.35,10,10.65,10
52707,True,0,0.35,10,10.65,10
52708,True,0,0.35,10,10.65,10
52709,True,0,0.35,10,10.65,10
52710,False,1,0.35,9,9.0,9
52711,True,0,0.35,10,10.65,10
52712,False,1,0.35,9,9.0,9
52713,False,1,0.35,9,9.0,9
52714,True,0,0.35,10,10.65,10
52715,False,1,0.35,9,9.0,9
52716,False,1,0.35,9,9.0,9
52717,True,0,0.35,10,10.65,10
52718,False,1,0.35,9,9.0,9
52719,False,1,0.35,9,9.0,9
52720,True,0,0.35,10,10.65,10
52721,False,1,0.35,9,9.0,9
52722,False,1,0.35,9,9.0,9
52723,True,0,0.35,10,10.65,10
52724,True,0,0.35,10,10.65,10
52725,True,0,0.35,10,10.65,10
52726,True,0,0.35,10,10.65,10
52727,True,0,0.35,10,10.65,10
52728,False,1,0.35,9,9.0,9
52729,False,1,0.35,9,9.0,9
52730,True,0,0.35,10,10.65,10
52731,False,1,0.35,9,9.0,9
52732,True,0,0.35,10,10.65,10
52733,True,0,0.35,10,10.65,10
52734,True,0,0.35,10,10.65,10
52735,False,1,0.35,9,9.0,9
52736,False,1,0.35,9,9.0,9
52737,False,1,0.35,9,9.0,9
52738,True,0,0.35,10,10.65,10
52739,True,0,0.35,10,10.65,10
52740,False,1,0.35,9,9.0,9
52741,False,1,0.35,9,9.0,9
52742,False,1,0.35,9,9.0,9
52743,True,0,0.35,10,10.65,10
52744,True,0,0.35,10,10.65,10
52745,False,1,0.35,9,9.0,9
52746,False,1,0.35,9,9.0,9
52747,False,1,0.35,9,9.0,9
52748,True,0,0.35,10,10.65,10
52749,True,0,0.35,10,10.65,10
52750,True,0,0.35,10,10.65,10
52751,True,0,0.35,10,10.65,10
52752,True,0,0.35,10,10.65,10
52753,True,0,0.35,10,10.65,10
52754,True,0,0.35,10,10.65,10
52755,False,1,0.35,9,9.0,9
52756,True,0,0.35,10,10.65,10
52757,True,0,0.35,10,10.65,10
52758,True,0,0.35,10,10.65,10
52759,True,0,0.35,10,10.65,10
52760,False,1,0.35,9,9.0,9
52761,False,1,0.35,9,9.0,9
52762,False,1,0.35,9,9.0,9
52763,True,0,0.35,10,10.65,10
52764,True,0,0.35,10,10.65,10
52765,True,0,0.35,10,10.65,10
52766,True,0,0.35,10,10.65,10
52767,True,0,0.35,10,10.65,10
52768,False,1,0.35,9,9.0,9
52769,False,1,0.35,9,9.0,9
52770,False,1,0.35,9,9.0,9
52771,True,0,0.35,10,10.65,10
52772,True,0,0.35,10,10.65,10
52773,False,1,0.35,9,9.0,9
52774,False,1,0.35,9,9.0,9
52775,False,1,0.35,9,9.0,9
52776,False,1,0.35,9,9.0,9
52777,False,1,0.35,9,9.0,9
52778,True,0,0.35,10,10.65,10
52779,False,1,0.35,9,9.0,9
52780,False,1,0.35,9,9.0,9
52781,False,1,0.35,9,9.0,9
52782,True,0,0.35,10,10.65,10
52783,True,0,0.35,10,10.65,10
52784,True,0,0.35,10,10.65,10
52785,False,1,0.35,9,9.0,9
52786,True,0,0.35,10,10.65,10
52787,True,0,0.35,10,10.65,10
52788,True,0,0.35,10,10.65,10
52789,True,0,0.35,10,10.65,10
52790,True,0,0.35,10,10.65,10
52791,True,0,0.35,10,10.65,10
52792,True,0,0.35,10,10.65,10
52793,True,0,0.35,10,10.65,10
52794,True,0,0.35,10,10.65,10
52795,True,0,0.35,10,10.65,10
52796,True,0,0.35,10,10.65,10
52797,False,1,0.35,9,9.0,9
52798,True,0,0.35,10,10.65,10
52799,True,0,0.35,10,10.65,10
52800,False,1,0.35,9,9.0,9
52801,True,0,0.35,10,10.65,10
52802,True,0,0.35,10,10.65,10
52803,True,0,0.35,10,10.65,10
52804,True,0,0.35,10,10.65,10
52805,False,1,0.35,9,9.0,9
52806,False,1,0.35,9,9.0,9
52807,True,0,0.35,10,10.65,10
52808,False,1,0.35,9,9.0,9
52809,True,0,0.35,10,10.65,10
52810,True,0,0.35,10,10.65,10
52811,True,0,0.35,10,10.65,10
52812,False,1,0.35,9,9.0,9
52813,True,0,0.35,10,10.65,10
52814,True,0,0.35,10,10.65,10
52815,True,0,0.35,10,10.65,10
52816,True,0,0.35,10,10.65,10
52817,True,0,0.35,10,10.65,10
52818,False,1,0.35,9,9.0,9
52819,True,0,0.35,10,10.65,10
52820,True,0,0.35,10,10.65,10
52821,True,0,0.35,10,10.65,10
52822,False,1,0.35,9,9.0,9
52823,True,0,0.35,10,10.65,10
52824,True,0,0.35,10,10.65,10
52825,False,1,0.35,9,9.0,9
52826,True,0,0.35,10,10.65,10
52827,False,1,0.35,9,9.0,9
52828,True,0,0.35,10,10.65,10
52829,True,0,0.35,10,10.65,10
52830,False,1,0.35,9,9.0,9
52831,True,0,0.35,10,10.65,10
52832,False,1,0.35,9,9.0,9
52833,True,0,0.35,10,10.65,10
52834,False,1,0.35,9,9.0,9
52835,True,0,0.35,10,10.65,10
52836,True,0,0.35,10,10.65,10
52837,False,1,0.35,9,9.0,9
52838,True,0,0.35,10,10.65,10
52839,True,0,0.35,10,10.65,10
52840,False,1,0.35,9,9.0,9
52841,False,1,0.35,9,9.0,9
52842,True,0,0.35,10,10.65,10
52843,True,0,0.35,10,10.65,10
52844,True,0,0.35,10,10.65,10
52845,True,0,0.35,10,10.65,10
52846,False,1,0.35,9,9.0,9
52847,False,1,0.35,9,9.0,9
52848,True,0,0.35,10,10.65,10
52849,False,1,0.35,9,9.0,9
52850,True,0,0.35,10,10.65,10
52851,True,0,0.35,10,10.65,10
52852,False,1,0.35,9,9.0,9
52853,False,1,0.35,9,9.0,9
52854,False,1,0.35,9,9.0,9
52855,True,0,0.35,10,10.65,10
52856,True,0,0.35,10,10.65,10
52857,False,1,0.35,9,9.0,9
52858,False,1,0.35,9,9.0,9
52859,True,0,0.35,10,10.65,10
52860,False,1,0.35,9,9.0,9
52861,True,0,0.35,10,10.65,10
52862,True,0,0.35,10,10.65,10
52863,True,0,0.35,10,10.65,10
52864,False,1,0.35,9,9.0,9
52865,True,0,0.35,10,10.65,10
52866,False,1,0.35,9,9.0,9
52867,True,0,0.35,10,10.65,10
52868,False,1,0.35,9,9.0,9
52869,True,0,0.35,10,10.65,10
52870,True,0,0.35,10,10.65,10
52871,True,0,0.35,10,10.65,10
52872,True,0,0.35,10,10.65,10
52873,True,0,0.35,10,10.65,10
52874,True,0,0.35,10,10.65,10
52875,True,0,0.35,10,10.65,10
52876,False,1,0.35,9,9.0,9
52877,True,0,0.35,10,10.65,10
52878,False,1,0.35,9,9.0,9
52879,False,1,0.35,9,9.0,9
52880,False,1,0.35,9,9.0,9
52881,True,0,0.35,10,10.65,10
52882,True,0,0.35,10,10.65,10
52883,True,0,0.35,10,10.65,10
52884,True,0,0.35,10,10.65,10
52885,False,1,0.35,9,9.0,9
52886,True,0,0.35,10,10.65,10
52887,True,0,0.35,10,10.65,10
52888,True,0,0.35,10,10.65,10
52889,False,1,0.35,9,9.0,9
52890,False,1,0.35,9,9.0,9
52891,True,0,0.35,10,10.65,10
52892,False,1,0.35,9,9.0,9
52893,False,1,0.35,9,9.0,9
52894,False,1,0.35,9,9.0,9
52895,True,0,0.35,10,10.65,10
52896,True,0,0.35,10,10.65,10
52897,True,0,0.35,10,10.65,10
52898,False,1,0.35,9,9.0,9
52899,True,0,0.35,10,10.65,10
52900,True,0,0.35,10,10.65,10
52901,True,0,0.35,10,10.65,10
52902,True,0,0.35,10,10.65,10
52903,False,1,0.35,9,9.0,9
52904,False,1,0.35,9,9.0,9
52905,True,0,0.35,10,10.65,10
52906,True,0,0.35,10,10.65,10
52907,False,1,0.35,9,9.0,9
52908,True,0,0.35,10,10.65,10
52909,True,0,0.35,10,10.65,10
52910,False,1,0.35,9,9.0,9
52911,False,1,0.35,9,9.0,9
52912,False,1,0.35,9,9.0,9
52913,False,1,0.35,9,9.0,9
52914,False,1,0.35,9,9.0,9
52915,True,0,0.35,10,10.65,10
52916,True,0,0.35,10,10.65,10
52917,True,0,0.35,10,10.65,10
52918,True,0,0.35,10,10.65,10
52919,True,0,0.35,10,10.65,10
52920,False,1,0.35,9,9.0,9
52921,True,0,0.35,10,10.65,10
52922,False,1,0.35,9,9.0,9
52923,False,1,0.35,9,9.0,9
52924,False,1,0.35,9,9.0,9
52925,True,0,0.35,10,10.65,10
52926,True,0,0.35,10,10.65,10
52927,False,1,0.35,9,9.0,9
52928,False,1,0.35,9,9.0,9
52929,False,1,0.35,9,9.0,9
52930,False,1,0.35,9,9.0,9
52931,True,0,0.35,10,10.65,10
52932,True,0,0.35,10,10.65,10
52933,False,1,0.35,9,9.0,9
52934,False,1,0.35,9,9.0,9
52935,False,1,0.35,9,9.0,9
52936,True,0,0.35,10,10.65,10
52937,True,0,0.35,10,10.65,10
52938,True,0,0.35,10,10.65,10
52939,False,1,0.35,9,9.0,9
52940,False,1,0.35,9,9.0,9
52941,True,0,0.35,10,10.65,10
52942,True,0,0.35,10,10.65,10
52943,False,1,0.35,9,9.0,9
52944,True,0,0.35,10,10.65,10
52945,True,0,0.35,10,10.65,10
52946,True,0,0.35,10,10.65,10
52947,False,1,0.35,9,9.0,9
52948,False,1,0.35,9,9.0,9
52949,True,0,0.35,10,10.65,10
52950,True,0,0.35,10,10.65,10
52951,True,0,0.35,10,10.65,10
52952,False,1,0.35,9,9.0,9
52953,True,0,0.35,10,10.65,10
52954,True,0,0.35,10,10.65,10
52955,True,0,0.35,10,10.65,10
52956,True,0,0.35,10,10.65,10
52957,True,0,0.35,10,10.65,10
52958,False,1,0.35,9,9.0,9
52959,False,1,0.35,9,9.0,9
52960,True,0,0.35,10,10.65,10
52961,True,0,0.35,10,10.65,10
52962,False,1,0.35,9,9.0,9
52963,False,1,0.35,9,9.0,9
52964,False,1,0.35,9,9.0,9
52965,True,0,0.35,10,10.65,10
52966,True,0,0.35,10,10.65,10
52967,True,0,0.35,10,10.65,10
52968,False,1,0.35,9,9.0,9
52969,True,0,0.35,10,10.65,10
52970,False,1,0.35,9,9.0,9
52971,True,0,0.35,10,10.65,10
52972,False,1,0.35,9,9.0,9
52973,False,1,0.35,9,9.0,9
52974,False,1,0.35,9,9.0,9
52975,False,1,0.35,9,9.0,9
52976,False,1,0.35,9,9.0,9
52977,True,0,0.35,10,10.65,10
52978,False,1,0.35,9,9.0,9
52979,False,1,0.35,9,9.0,9
52980,False,1,0.35,9,9.0,9
52981,False,1,0.35,9,9.0,9
52982,False,1,0.35,9,9.0,9
52983,True,0,0.35,10,10.65,10
52984,True,0,0.35,10,10.65,10
52985,True,0,0.35,10,10.65,10
52986,False,1,0.35,9,9.0,9
52987,True,0,0.35,10,10.65,10
52988,False,1,0.35,9,9.0,9
52989,False,1,0.35,9,9.0,9
52990,True,0,0.35,10,10.65,10
52991,False,1,0.35,9,9.0,9
52992,False,1,0.35,9,9.0,9
52993,True,0,0.35,10,10.65,10
52994,True,0,0.35,10,10.65,10
52995,False,1,0.35,9,9.0,9
52996,False,1,0.35,9,9.0,9
52997,True,0,0.35,10,10.65,10
52998,False,1,0.35,9,9.0,9
52999,True,0,0.35,10,10.65,10
53000,False,1,0.26,8,8.0,8
53001,True,0,0.26,9,9.74,9
53002,True,0,0.26,9,9.74,9
53003,True,0,0.26,9,9.74,9
53004,True,0,0.26,9,9.74,9
53005,False,1,0.26,8,8.0,8
53006,True,0,0.26,9,9.74,9
53007,True,0,0.26,9,9.74,9
53008,True,0,0.26,9,9.74,9
53009,False,1,0.26,8,8.0,8
53010,False,1,0.26,8,8.0,8
53011,False,1,0.26,8,8.0,8
53012,False,1,0.26,8,8.0,8
53013,True,0,0.26,9,9.74,9
53014,True,0,0.26,9,9.74,9
53015,True,0,0.26,9,9.74,9
53016,True,0,0.26,9,9.74,9
53017,False,1,0.26,8,8.0,8
53018,False,1,0.26,8,8.0,8
53019,True,0,0.26,9,9.74,9
53020,True,0,0.26,9,9.74,9
53021,True,0,0.26,9,9.74,9
53022,True,0,0.26,9,9.74,9
53023,True,0,0.26,9,9.74,9
53024,True,0,0.26,9,9.74,9
53025,False,1,0.26,8,8.0,8
53026,True,0,0.26,9,9.74,9
53027,False,1,0.26,8,8.0,8
53028,True,0,0.26,9,9.74,9
53029,False,1,0.26,8,8.0,8
53030,True,0,0.26,9,9.74,9
53031,True,0,0.26,9,9.74,9
53032,False,1,0.26,8,8.0,8
53033,True,0,0.26,9,9.74,9
53034,False,1,0.26,8,8.0,8
53035,True,0,0.26,9,9.74,9
53036,True,0,0.26,9,9.74,9
53037,True,0,0.26,9,9.74,9
53038,True,0,0.26,9,9.74,9
53039,True,0,0.26,9,9.74,9
53040,False,1,0.26,8,8.0,8
53041,True,0,0.26,9,9.74,9
53042,False,1,0.26,8,8.0,8
53043,True,0,0.26,9,9.74,9
53044,True,0,0.26,9,9.74,9
53045,True,0,0.26,9,9.74,9
53046,True,0,0.26,9,9.74,9
53047,True,0,0.26,9,9.74,9
53048,True,0,0.26,9,9.74,9
53049,True,0,0.26,9,9.74,9
53050,True,0,0.26,9,9.74,9
53051,True,0,0.26,9,9.74,9
53052,False,1,0.26,8,8.0,8
53053,True,0,0.26,9,9.74,9
53054,True,0,0.26,9,9.74,9
53055,True,0,0.26,9,9.74,9
53056,True,0,0.26,9,9.74,9
53057,True,0,0.26,9,9.74,9
53058,True,0,0.26,9,9.74,9
53059,True,0,0.26,9,9.74,9
53060,True,0,0.26,9,9.74,9
53061,True,0,0.26,9,9.74,9
53062,True,0,0.26,9,9.74,9
53063,False,1,0.26,8,8.0,8
53064,True,0,0.26,9,9.74,9
53065,True,0,0.26,9,9.74,9
53066,True,0,0.26,9,9.74,9
53067,True,0,0.26,9,9.74,9
53068,True,0,0.26,9,9.74,9
53069,True,0,0.26,9,9.74,9
53070,True,0,0.26,9,9.74,9
53071,False,1,0.26,8,8.0,8
53072,True,0,0.26,9,9.74,9
53073,False,1,0.26,8,8.0,8
53074,True,0,0.26,9,9.74,9
53075,True,0,0.26,9,9.74,9
53076,True,0,0.26,9,9.74,9
53077,True,0,0.26,9,9.74,9
53078,True,0,0.26,9,9.74,9
53079,True,0,0.26,9,9.74,9
53080,True,0,0.26,9,9.74,9
53081,True,0,0.26,9,9.74,9
53082,True,0,0.26,9,9.74,9
53083,True,0,0.26,9,9.74,9
53084,True,0,0.26,9,9.74,9
53085,True,0,0.26,9,9.74,9
53086,False,1,0.26,8,8.0,8
53087,False,1,0.26,8,8.0,8
53088,True,0,0.26,9,9.74,9
53089,True,0,0.26,9,9.74,9
53090,True,0,0.26,9,9.74,9
53091,True,0,0.26,9,9.74,9
53092,True,0,0.26,9,9.74,9
53093,True,0,0.26,9,9.74,9
53094,True,0,0.26,9,9.74,9
53095,True,0,0.26,9,9.74,9
53096,True,0,0.26,9,9.74,9
53097,False,1,0.26,8,8.0,8
53098,True,0,0.26,9,9.74,9
53099,False,1,0.26,8,8.0,8
53100,True,0,0.26,9,9.74,9
53101,True,0,0.26,9,9.74,9
53102,False,1,0.26,8,8.0,8
53103,False,1,0.26,8,8.0,8
53104,False,1,0.26,8,8.0,8
53105,True,0,0.26,9,9.74,9
53106,False,1,0.26,8,8.0,8
53107,True,0,0.26,9,9.74,9
53108,True,0,0.26,9,9.74,9
53109,True,0,0.26,9,9.74,9
53110,False,1,0.26,8,8.0,8
53111,True,0,0.26,9,9.74,9
53112,False,1,0.26,8,8.0,8
53113,True,0,0.26,9,9.74,9
53114,True,0,0.26,9,9.74,9
53115,False,1,0.26,8,8.0,8
53116,True,0,0.26,9,9.74,9
53117,True,0,0.26,9,9.74,9
53118,True,0,0.26,9,9.74,9
53119,False,1,0.26,8,8.0,8
53120,True,0,0.26,9,9.74,9
53121,False,1,0.26,8,8.0,8
53122,True,0,0.26,9,9.74,9
53123,False,1,0.26,8,8.0,8
53124,False,1,0.26,8,8.0,8
53125,True,0,0.26,9,9.74,9
53126,True,0,0.26,9,9.74,9
53127,True,0,0.26,9,9.74,9
53128,False,1,0.26,8,8.0,8
53129,False,1,0.26,8,8.0,8
53130,False,1,0.26,8,8.0,8
53131,True,0,0.26,9,9.74,9
53132,False,1,0.26,8,8.0,8
53133,True,0,0.26,9,9.74,9
53134,False,1,0.26,8,8.0,8
53135,True,0,0.26,9,9.74,9
53136,True,0,0.26,9,9.74,9
53137,True,0,0.26,9,9.74,9
53138,True,0,0.26,9,9.74,9
53139,True,0,0.26,9,9.74,9
53140,False,1,0.26,8,8.0,8
53141,True,0,0.26,9,9.74,9
53142,True,0,0.26,9,9.74,9
53143,True,0,0.26,9,9.74,9
53144,True,0,0.26,9,9.74,9
53145,True,0,0.26,9,9.74,9
53146,True,0,0.26,9,9.74,9
53147,True,0,0.26,9,9.74,9
53148,True,0,0.26,9,9.74,9
53149,True,0,0.26,9,9.74,9
53150,False,1,0.26,8,8.0,8
53151,False,1,0.26,8,8.0,8
53152,True,0,0.26,9,9.74,9
53153,True,0,0.26,9,9.74,9
53154,True,0,0.26,9,9.74,9
53155,False,1,0.26,8,8.0,8
53156,True,0,0.26,9,9.74,9
53157,True,0,0.26,9,9.74,9
53158,False,1,0.26,8,8.0,8
53159,True,0,0.26,9,9.74,9
53160,True,0,0.26,9,9.74,9
53161,False,1,0.26,8,8.0,8
53162,False,1,0.26,8,8.0,8
53163,False,1,0.26,8,8.0,8
53164,True,0,0.26,9,9.74,9
53165,False,1,0.26,8,8.0,8
53166,True,0,0.26,9,9.74,9
53167,True,0,0.26,9,9.74,9
53168,True,0,0.26,9,9.74,9
53169,True,0,0.26,9,9.74,9
53170,True,0,0.26,9,9.74,9
53171,True,0,0.26,9,9.74,9
53172,True,0,0.26,9,9.74,9
53173,False,1,0.26,8,8.0,8
53174,True,0,0.26,9,9.74,9
53175,False,1,0.26,8,8.0,8
53176,True,0,0.26,9,9.74,9
53177,True,0,0.26,9,9.74,9
53178,True,0,0.26,9,9.74,9
53179,True,0,0.26,9,9.74,9
53180,True,0,0.26,9,9.74,9
53181,True,0,0.26,9,9.74,9
53182,False,1,0.26,8,8.0,8
53183,True,0,0.26,9,9.74,9
53184,True,0,0.26,9,9.74,9
53185,False,1,0.26,8,8.0,8
53186,True,0,0.26,9,9.74,9
53187,True,0,0.26,9,9.74,9
53188,True,0,0.26,9,9.74,9
53189,True,0,0.26,9,9.74,9
53190,True,0,0.26,9,9.74,9
53191,False,1,0.26,8,8.0,8
53192,False,1,0.26,8,8.0,8
53193,True,0,0.26,9,9.74,9
53194,True,0,0.26,9,9.74,9
53195,True,0,0.26,9,9.74,9
53196,True,0,0.26,9,9.74,9
53197,True,0,0.26,9,9.74,9
53198,True,0,0.26,9,9.74,9
53199,False,1,0.26,8,8.0,8
53200,True,0,0.26,9,9.74,9
53201,True,0,0.26,9,9.74,9
53202,True,0,0.26,9,9.74,9
53203,True,0,0.26,9,9.74,9
53204,True,0,0.26,9,9.74,9
53205,False,1,0.26,8,8.0,8
53206,True,0,0.26,9,9.74,9
53207,True,0,0.26,9,9.74,9
53208,True,0,0.26,9,9.74,9
53209,True,0,0.26,9,9.74,9
53210,True,0,0.26,9,9.74,9
53211,True,0,0.26,9,9.74,9
53212,True,0,0.26,9,9.74,9
53213,True,0,0.26,9,9.74,9
53214,True,0,0.26,9,9.74,9
53215,False,1,0.26,8,8.0,8
53216,True,0,0.26,9,9.74,9
53217,True,0,0.26,9,9.74,9
53218,False,1,0.26,8,8.0,8
53219,True,0,0.26,9,9.74,9
53220,False,1,0.26,8,8.0,8
53221,True,0,0.26,9,9.74,9
53222,True,0,0.26,9,9.74,9
53223,True,0,0.26,9,9.74,9
53224,True,0,0.26,9,9.74,9
53225,True,0,0.26,9,9.74,9
53226,True,0,0.26,9,9.74,9
53227,True,0,0.26,9,9.74,9
53228,True,0,0.26,9,9.74,9
53229,True,0,0.26,9,9.74,9
53230,False,1,0.26,8,8.0,8
53231,True,0,0.26,9,9.74,9
53232,True,0,0.26,9,9.74,9
53233,False,1,0.26,8,8.0,8
53234,True,0,0.26,9,9.74,9
53235,True,0,0.26,9,9.74,9
53236,True,0,0.26,9,9.74,9
53237,False,1,0.26,8,8.0,8
53238,True,0,0.26,9,9.74,9
53239,False,1,0.26,8,8.0,8
53240,True,0,0.26,9,9.74,9
53241,False,1,0.26,8,8.0,8
53242,True,0,0.26,9,9.74,9
53243,True,0,0.26,9,9.74,9
53244,True,0,0.26,9,9.74,9
53245,True,0,0.26,9,9.74,9
53246,False,1,0.26,8,8.0,8
53247,True,0,0.26,9,9.74,9
53248,True,0,0.26,9,9.74,9
53249,True,0,0.26,9,9.74,9
53250,True,0,0.26,9,9.74,9
53251,False,1,0.26,8,8.0,8
53252,True,0,0.26,9,9.74,9
53253,True,0,0.26,9,9.74,9
53254,True,0,0.26,9,9.74,9
53255,True,0,0.26,9,9.74,9
53256,False,1,0.26,8,8.0,8
53257,False,1,0.26,8,8.0,8
53258,True,0,0.26,9,9.74,9
53259,True,0,0.26,9,9.74,9
53260,False,1,0.26,8,8.0,8
53261,True,0,0.26,9,9.74,9
53262,True,0,0.26,9,9.74,9
53263,False,1,0.26,8,8.0,8
53264,True,0,0.26,9,9.74,9
53265,True,0,0.26,9,9.74,9
53266,True,0,0.26,9,9.74,9
53267,False,1,0.26,8,8.0,8
53268,True,0,0.26,9,9.74,9
53269,True,0,0.26,9,9.74,9
53270,True,0,0.26,9,9.74,9
53271,True,0,0.26,9,9.74,9
53272,True,0,0.26,9,9.74,9
53273,False,1,0.26,8,8.0,8
53274,False,1,0.26,8,8.0,8
53275,True,0,0.26,9,9.74,9
53276,True,0,0.26,9,9.74,9
53277,True,0,0.26,9,9.74,9
53278,True,0,0.26,9,9.74,9
53279,True,0,0.26,9,9.74,9
53280,True,0,0.26,9,9.74,9
