,G,flip,p1,post,pre,z
17581,False,1,0.27,9,9.0,9
17582,True,0,0.27,10,10.73,10
17583,True,0,0.27,10,10.73,10
17584,True,0,0.27,10,10.73,10
17585,True,0,0.27,10,10.73,10
17586,False,1,0.27,9,9.0,9
17587,True,0,0.27,10,10.73,10
17588,True,0,0.27,10,10.73,10
17589,True,0,0.27,10,10.73,10
17590,True,0,0.27,10,10.73,10
17591,False,1,0.27,9,9.0,9
17592,True,0,0.27,10,10.73,10
17593,True,0,0.27,10,10.73,10
17594,False,1,0.27,9,9.0,9
17595,False,1,0.27,9,9.0,9
17596,False,1,0.27,9,9.0,9
17597,True,0,0.27,10,10.73,10
17598,False,1,0.27,9,9.0,9
17599,True,0,0.27,10,10.73,10
17600,False,1,0.27,9,9.0,9
17601,True,0,0.27,10,10.73,10
17602,False,1,0.27,9,9.0,9
17603,True,0,0.27,10,10.73,10
17604,True,0,0.27,10,10.73,10
17605,False,1,0.27,9,9.0,9
17606,True,0,0.27,10,10.73,10
17607,True,0,0.27,10,10.73,10
17608,True,0,0.27,10,10.73,10
17609,False,1,0.27,9,9.0,9
17610,False,1,0.27,9,9.0,9
17611,True,0,0.27,10,10.73,10
17612,False,1,0.27,9,9.0,9
17613,True,0,0.27,10,10.73,10
17614,False,1,0.27,9,9.0,9
17615,False,1,0.27,9,9.0,9
17616,True,0,0.27,10,10.73,10
17617,True,0,0.27,10,10.73,10
17618,False,1,0.27,9,9.0,9
17619,True,0,0.27,10,10.73,10
17620,False,1,0.27,9,9.0,9
17621,False,1,0.27,9,9.0,9
17622,False,1,0.27,9,9.0,9
17623,True,0,0.27,10,10.73,10
17624,True,0,0.27,10,10.73,10
17625,True,0,0.27,10,10.73,10
17626,True,0,0.27,10,10.73,10
17627,False,1,0.27,9,9.0,9
17628,True,0,0.27,10,10.73,10
17629,True,0,0.27,10,10.73,10
17630,False,1,0.27,9,9.0,9
17631,True,0,0.27,10,10.73,10
17632,True,0,0.27,10,10.73,10
17633,False,1,0.27,9,9.0,9
17634,True,0,0.27,10,10.73,10
17635,True,0,0.27,10,10.73,10
17636,True,0,0.27,10,10.73,10
17637,True,0,0.27,10,10.73,10
17638,True,0,0.27,10,10.73,10
17639,True,0,0.27,10,10.73,10
17640,True,0,0.27,10,10.73,10
17641,False,1,0.27,9,9.0,9
17642,True,0,0.27,10,10.73,10
17643,False,1,0.27,9,9.0,9
17644,False,1,0.27,9,9.0,9
17645,True,0,0.27,10,10.73,10
17646,True,0,0.27,10,10.73,10
17647,True,0,0.27,10,10.73,10
17648,True,0,0.27,10,10.73,10
17649,True,0,0.27,10,10.73,10
17650,True,0,0.27,10,10.73,10
17651,True,0,0.27,10,10.73,10
17652,False,1,0.27,9,9.0,9
17653,True,0,0.27,10,10.73,10
17654,True,0,0.27,10,10.73,10
17655,True,0,0.27,10,10.73,10
17656,True,0,0.27,10,10.73,10
17657,True,0,0.27,10,10.73,10
17658,False,1,0.27,9,9.0,9
17659,True,0,0.27,10,10.73,10
17660,False,1,0.27,9,9.0,9
17661,True,0,0.27,10,10.73,10
17662,True,0,0.27,10,10.73,10
17663,True,0,0.27,10,10.73,10
17664,True,0,0.27,10,10.73,10
17665,True,0,0.27,10,10.73,10
17666,True,0,0.27,10,10.73,10
17667,True,0,0.27,10,10.73,10
17668,True,0,0.27,10,10.73,10
17669,True,0,0.27,10,10.73,10
17670,True,0,0.27,10,10.73,10
17671,False,1,0.27,9,9.0,9
17672,True,0,0.27,10,10.73,10
17673,True,0,0.27,10,10.73,10
17674,True,0,0.27,10,10.73,10
17675,True,0,0.27,10,10.73,10
17676,True,0,0.27,10,10.73,10
17677,False,1,0.27,9,9.0,9
17678,False,1,0.27,9,9.0,9
17679,True,0,0.27,10,10.73,10
17680,True,0,0.27,10,10.73,10
17681,True,0,0.27,10,10.73,10
17682,True,0,0.27,10,10.73,10
17683,True,0,0.27,10,10.73,10
17684,False,1,0.27,9,9.0,9
17685,True,0,0.27,10,10.73,10
17686,False,1,0.27,9,9.0,9
17687,True,0,0.27,10,10.73,10
17688,True,0,0.27,10,10.73,10
17689,True,0,0.27,10,10.73,10
17690,True,0,0.27,10,10.73,10
17691,True,0,0.27,10,10.73,10
17692,False,1,0.27,9,9.0,9
17693,True,0,0.27,10,10.73,10
17694,True,0,0.27,10,10.73,10
17695,True,0,0.27,10,10.73,10
17696,True,0,0.27,10,10.73,10
17697,False,1,0.27,9,9.0,9
17698,True,0,0.27,10,10.73,10
17699,True,0,0.27,10,10.73,10
17700,False,1,0.27,9,9.0,9
17701,True,0,0.27,10,10.73,10
17702,True,0,0.27,10,10.73,10
17703,False,1,0.27,9,9.0,9
17704,True,0,0.27,10,10.73,10
17705,True,0,0.27,10,10.73,10
17706,True,0,0.27,10,10.73,10
17707,False,1,0.27,9,9.0,9
17708,True,0,0.27,10,10.73,10
17709,True,0,0.27,10,10.73,10
17710,False,1,0.27,9,9.0,9
17711,True,0,0.27,10,10.73,10
17712,True,0,0.27,10,10.73,10
17713,True,0,0.27,10,10.73,10
17714,True,0,0.27,10,10.73,10
17715,True,0,0.27,10,10.73,10
17716,True,0,0.27,10,10.73,10
17717,True,0,0.27,10,10.73,10
17718,True,0,0.27,10,10.73,10
17719,False,1,0.27,9,9.0,9
17720,True,0,0.27,10,10.73,10
17721,True,0,0.27,10,10.73,10
17722,False,1,0.27,9,9.0,9
17723,True,0,0.27,10,10.73,10
17724,True,0,0.27,10,10.73,10
17725,True,0,0.27,10,10.73,10
17726,True,0,0.27,10,10.73,10
17727,True,0,0.27,10,10.73,10
17728,True,0,0.27,10,10.73,10
17729,True,0,0.27,10,10.73,10
17730,True,0,0.27,10,10.73,10
17731,False,1,0.27,9,9.0,9
17732,True,0,0.27,10,10.73,10
17733,True,0,0.27,10,10.73,10
17734,False,1,0.27,9,9.0,9
17735,True,0,0.27,10,10.73,10
17736,True,0,0.27,10,10.73,10
17737,True,0,0.27,10,10.73,10
17738,False,1,0.27,9,9.0,9
17739,True,0,0.27,10,10.73,10
17740,False,1,0.27,9,9.0,9
17741,True,0,0.27,10,10.73,10
17742,False,1,0.27,9,9.0,9
17743,False,1,0.27,9,9.0,9
17744,False,1,0.27,9,9.0,9
17745,True,0,0.27,10,10.73,10
17746,True,0,0.27,10,10.73,10
17747,True,0,0.27,10,10.73,10
17748,True,0,0.27,10,10.73,10
17749,True,0,0.27,10,10.73,10
17750,True,0,0.27,10,10.73,10
17751,True,0,0.27,10,10.73,10
17752,False,1,0.27,9,9.0,9
17753,False,1,0.27,9,9.0,9
17754,True,0,0.27,10,10.73,10
17755,True,0,0.27,10,10.73,10
17756,False,1,0.27,9,9.0,9
17757,True,0,0.27,10,10.73,10
17758,True,0,0.27,10,10.73,10
17759,True,0,0.27,10,10.73,10
17760,True,0,0.27,10,10.73,10
17761,False,1,0.27,9,9.0,9
17762,True,0,0.27,10,10.73,10
17763,False,1,0.27,9,9.0,9
17764,True,0,0.27,10,10.73,10
17765,True,0,0.27,10,10.73,10
17766,True,0,0.27,10,10.73,10
17767,True,0,0.27,10,10.73,10
17768,True,0,0.27,10,10.73,10
17769,True,0,0.27,10,10.73,10
17770,True,0,0.27,10,10.73,10
17771,True,0,0.27,10,10.73,10
17772,True,0,0.27,10,10.73,10
17773,True,0,0.27,10,10.73,10
17774,True,0,0.27,10,10.73,10
17775,True,0,0.27,10,10.73,10
17776,True,0,0.27,10,10.73,10
17777,True,0,0.27,10,10.73,10
17778,True,0,0.27,10,10.73,10
17779,True,0,0.27,10,10.73,10
17780,True,0,0.27,10,10.73,10
17781,False,1,0.27,9,9.0,9
17782,True,0,0.27,10,10.73,10
17783,True,0,0.27,10,10.73,10
17784,True,0,0.27,10,10.73,10
17785,True,0,0.27,10,10.73,10
17786,True,0,0.27,10,10.73,10
17787,True,0,0.27,10,10.73,10
17788,True,0,0.27,10,10.73,10
17789,True,0,0.27,10,10.73,10
17790,True,0,0.27,10,10.73,10
17791,True,0,0.27,10,10.73,10
17792,False,1,0.27,9,9.0,9
17793,True,0,0.27,10,10.73,10
17794,False,1,0.27,9,9.0,9
17795,True,0,0.27,10,10.73,10
17796,False,1,0.27,9,9.0,9
17797,True,0,0.27,10,10.73,10
17798,True,0,0.27,10,10.73,10
17799,False,1,0.27,9,9.0,9
17800,False,1,0.27,9,9.0,9
17801,True,0,0.27,10,10.73,10
17802,False,1,0.27,9,9.0,9
17803,True,0,0.27,10,10.73,10
17804,True,0,0.27,10,10.73,10
17805,False,1,0.27,9,9.0,9
17806,True,0,0.27,10,10.73,10
17807,False,1,0.27,9,9.0,9
17808,True,0,0.27,10,10.73,10
17809,True,0,0.27,10,10.73,10
17810,True,0,0.27,10,10.73,10
17811,True,0,0.27,10,10.73,10
17812,True,0,0.27,10,10.73,10
17813,True,0,0.27,10,10.73,10
17814,True,0,0.27,10,10.73,10
17815,False,1,0.27,9,9.0,9
17816,True,0,0.27,10,10.73,10
17817,False,1,0.27,9,9.0,9
17818,True,0,0.27,10,10.73,10
17819,False,1,0.27,9,9.0,9
17820,True,0,0.27,10,10.73,10
17821,True,0,0.27,10,10.73,10
17822,True,0,0.27,10,10.73,10
17823,False,1,0.27,9,9.0,9
17824,True,0,0.27,10,10.73,10
17825,True,0,0.27,10,10.73,10
17826,True,0,0.27,10,10.73,10
17827,False,1,0.27,9,9.0,9
17828,False,1,0.27,9,9.0,9
17829,True,0,0.27,10,10.73,10
17830,False,1,0.27,9,9.0,9
17831,False,1,0.27,9,9.0,9
17832,True,0,0.27,10,10.73,10
17833,True,0,0.27,10,10.73,10
17834,True,0,0.27,10,10.73,10
17835,False,1,0.27,9,9.0,9
17836,False,1,0.27,9,9.0,9
17837,True,0,0.27,10,10.73,10
17838,True,0,0.27,10,10.73,10
17839,False,1,0.27,9,9.0,9
17840,False,1,0.27,9,9.0,9
17841,False,1,0.27,9,9.0,9
17842,True,0,0.27,10,10.73,10
17843,True,0,0.27,10,10.73,10
17844,True,0,0.27,10,10.73,10
17845,False,1,0.27,9,9.0,9
17846,True,0,0.27,10,10.73,10
17847,False,1,0.27,9,9.0,9
17848,False,1,0.27,9,9.0,9
17849,False,1,0.27,9,9.0,9
17850,False,1,0.27,9,9.0,9
17851,True,0,0.27,10,10.73,10
17852,False,1,0.27,9,9.0,9
17853,True,0,0.27,10,10.73,10
17854,False,1,0.27,9,9.0,9
17855,True,0,0.27,10,10.73,10
17856,False,1,0.27,9,9.0,9
17857,True,0,0.27,10,10.73,10
17858,True,0,0.27,10,10.73,10
17859,True,0,0.27,10,10.73,10
17860,False,1,0.27,9,9.0,9
17861,False,1,0.27,9,9.0,9
17862,True,0,0.27,10,10.73,10
17863,True,0,0.27,10,10.73,10
17864,True,0,0.27,10,10.73,10
17865,False,1,0.27,9,9.0,9
17866,True,0,0.27,10,10.73,10
17867,True,0,0.27,10,10.73,10
17868,True,0,0.27,10,10.73,10
17869,False,1,0.27,9,9.0,9
17870,True,0,0.27,10,10.73,10
17871,True,0,0.27,10,10.73,10
17872,True,0,0.27,10,10.73,10
17873,False,1,0.27,9,9.0,9
17874,False,1,0.27,9,9.0,9
17875,True,0,0.27,10,10.73,10
17876,True,0,0.27,10,10.73,10
17877,True,0,0.27,10,10.73,10
17878,True,0,0.27,10,10.73,10
17879,True,0,0.27,10,10.73,10
17880,True,0,0.27,10,10.73,10
17881,True,0,0.27,10,10.73,10
17882,False,1,0.27,9,9.0,9
17883,True,0,0.27,10,10.73,10
17884,False,1,0.27,9,9.0,9
17885,True,0,0.27,10,10.73,10
17886,True,0,0.27,10,10.73,10
17887,True,0,0.27,10,10.73,10
17888,True,0,0.27,10,10.73,10
17889,True,0,0.27,10,10.73,10
17890,True,0,0.27,10,10.73,10
17891,True,0,0.27,10,10.73,10
17892,True,0,0.27,10,10.73,10
17893,True,0,0.27,10,10.73,10
17894,True,0,0.27,10,10.73,10
17895,True,0,0.27,10,10.73,10
17896,True,0,0.27,10,10.73,10
17897,True,0,0.27,10,10.73,10
17898,True,0,0.27,10,10.73,10
17899,False,1,0.27,9,9.0,9
17900,True,0,0.27,10,10.73,10
17901,True,0,0.27,10,10.73,10
17902,False,1,0.27,9,9.0,9
17903,True,0,0.27,10,10.73,10
17904,True,0,0.27,10,10.73,10
17905,True,0,0.27,10,10.73,10
17906,True,0,0.27,10,10.73,10
17907,False,1,0.27,9,9.0,9
17908,True,0,0.27,10,10.73,10
17909,True,0,0.27,10,10.73,10
17910,True,0,0.27,10,10.73,10
17911,True,0,0.27,10,10.73,10
17912,True,0,0.27,10,10.73,10
17913,True,0,0.27,10,10.73,10
17914,True,0,0.27,10,10.73,10
17915,True,0,0.27,10,10.73,10
17916,False,1,0.27,9,9.0,9
17917,True,0,0.27,10,10.73,10
17918,True,0,0.27,10,10.73,10
17919,False,1,0.27,9,9.0,9
17920,True,0,0.27,10,10.73,10
17921,True,0,0.27,10,10.73,10
17922,False,1,0.27,9,9.0,9
17923,True,0,0.27,10,10.73,10
17924,True,0,0.27,10,10.73,10
17925,True,0,0.27,10,10.73,10
17926,False,1,0.27,9,9.0,9
17927,True,0,0.27,10,10.73,10
17928,False,1,0.27,9,9.0,9
17929,True,0,0.27,10,10.73,10
17930,True,0,0.27,10,10.73,10
17931,True,0,0.27,10,10.73,10
17932,False,1,0.27,9,9.0,9
17933,False,1,0.27,9,9.0,9
17934,True,0,0.27,10,10.73,10
17935,False,1,0.27,9,9.0,9
17936,False,1,0.27,9,9.0,9
17937,True,0,0.27,10,10.73,10
17938,True,0,0.27,10,10.73,10
17939,True,0,0.27,10,10.73,10
17940,True,0,0.27,10,10.73,10
17941,True,0,0.27,10,10.73,10
17942,True,0,0.27,10,10.73,10
17943,True,0,0.27,10,10.73,10
17944,True,0,0.27,10,10.73,10
17945,True,0,0.27,10,10.73,10
17946,True,0,0.27,10,10.73,10
17947,True,0,0.27,10,10.73,10
17948,True,0,0.27,10,10.73,10
17949,True,0,0.27,10,10.73,10
17950,True,0,0.27,10,10.73,10
17951,True,0,0.27,10,10.73,10
17952,False,1,0.27,9,9.0,9
17953,False,1,0.27,9,9.0,9
17954,True,0,0.27,10,10.73,10
17955,True,0,0.27,10,10.73,10
17956,True,0,0.27,10,10.73,10
17957,True,0,0.27,10,10.73,10
17958,True,0,0.27,10,10.73,10
17959,True,0,0.27,10,10.73,10
17960,False,1,0.27,9,9.0,9
17961,False,1,0.27,9,9.0,9
17962,False,1,0.27,9,9.0,9
17963,True,0,0.27,10,10.73,10
17964,True,0,0.27,10,10.73,10
17965,False,1,0.27,9,9.0,9
17966,True,0,0.27,10,10.73,10
17967,True,0,0.27,10,10.73,10
17968,True,0,0.27,10,10.73,10
17969,True,0,0.27,10,10.73,10
17970,False,1,0.27,9,9.0,9
17971,False,1,0.27,9,9.0,9
17972,False,1,0.27,9,9.0,9
17973,True,0,0.27,10,10.73,10
17974,True,0,0.27,10,10.73,10
17975,True,0,0.27,10,10.73,10
17976,False,1,0.27,9,9.0,9
17977,True,0,0.27,10,10.73,10
17978,True,0,0.27,10,10.73,10
17979,True,0,0.27,10,10.73,10
17980,True,0,0.27,10,10.73,10
17981,True,0,0.27,10,10.73,10
17982,True,0,0.27,10,10.73,10
17983,True,0,0.27,10,10.73,10
17984,True,0,0.27,10,10.73,10
17985,True,0,0.27,10,10.73,10
17986,True,0,0.27,10,10.73,10
17987,False,1,0.27,9,9.0,9
17988,True,0,0.27,10,10.73,10
17989,True,0,0.27,10,10.73,10
17990,True,0,0.27,10,10.73,10
17991,True,0,0.27,10,10.73,10
17992,True,0,0.27,10,10.73,10
17993,True,0,0.27,10,10.73,10
17994,True,0,0.27,10,10.73,10
17995,True,0,0.27,10,10.73,10
17996,True,0,0.27,10,10.73,10
17997,False,1,0.27,9,9.0,9
17998,True,0,0.27,10,10.73,10
17999,True,0,0.27,10,10.73,10
18000,True,0,0.57,13,13.43,13
18001,False,1,0.57,12,12.0,12
18002,False,1,0.57,12,12.0,12
18003,False,1,0.57,12,12.0,12
18004,True,0,0.57,13,13.43,13
18005,False,1,0.57,12,12.0,12
18006,True,0,0.57,13,13.43,13
18007,False,1,0.57,12,12.0,12
18008,True,0,0.57,13,13.43,13
18009,False,1,0.57,12,12.0,12
18010,True,0,0.57,13,13.43,13
18011,True,0,0.57,13,13.43,13
18012,False,1,0.57,12,12.0,12
18013,False,1,0.57,12,12.0,12
18014,True,0,0.57,13,13.43,13
18015,True,0,0.57,13,13.43,13
18016,True,0,0.57,13,13.43,13
18017,False,1,0.57,12,12.0,12
18018,False,1,0.57,12,12.0,12
18019,False,1,0.57,12,12.0,12
18020,False,1,0.57,12,12.0,12
18021,False,1,0.57,12,12.0,12
18022,False,1,0.57,12,12.0,12
18023,True,0,0.57,13,13.43,13
18024,False,1,0.57,12,12.0,12
18025,False,1,0.57,12,12.0,12
18026,False,1,0.57,12,12.0,12
18027,False,1,0.57,12,12.0,12
18028,True,0,0.57,13,13.43,13
18029,False,1,0.57,12,12.0,12
18030,True,0,0.57,13,13.43,13
18031,True,0,0.57,13,13.43,13
18032,False,1,0.57,12,12.0,12
18033,True,0,0.57,13,13.43,13
18034,False,1,0.57,12,12.0,12
18035,False,1,0.57,12,12.0,12
18036,False,1,0.57,12,12.0,12
18037,False,1,0.57,12,12.0,12
18038,False,1,0.57,12,12.0,12
18039,True,0,0.57,13,13.43,13
18040,False,1,0.57,12,12.0,12
18041,False,1,0.57,12,12.0,12
18042,True,0,0.57,13,13.43,13
18043,False,1,0.57,12,12.0,12
18044,False,1,0.57,12,12.0,12
18045,False,1,0.57,12,12.0,12
18046,True,0,0.57,13,13.43,13
18047,False,1,0.57,12,12.0,12
18048,False,1,0.57,12,12.0,12
18049,False,1,0.57,12,12.0,12
18050,True,0,0.57,13,13.43,13
18051,False,1,0.57,12,12.0,12
18052,False,1,0.57,12,12.0,12
18053,False,1,0.57,12,12.0,12
18054,True,0,0.57,13,13.43,13
18055,False,1,0.57,12,12.0,12
18056,False,1,0.57,12,12.0,12
18057,False,1,0.57,12,12.0,12
18058,False,1,0.57,12,12.0,12
18059,True,0,0.57,13,13.43,13
18060,True,0,0.57,13,13.43,13
18061,False,1,0.57,12,12.0,12
18062,False,1,0.57,12,12.0,12
18063,True,0,0.57,13,13.43,13
18064,False,1,0.57,12,12.0,12
18065,False,1,0.57,12,12.0,12
18066,False,1,0.57,12,12.0,12
18067,True,0,0.57,13,13.43,13
18068,False,1,0.57,12,12.0,12
18069,False,1,0.57,12,12.0,12
18070,True,0,0.57,13,13.43,13
18071,False,1,0.57,12,12.0,12
18072,False,1,0.57,12,12.0,12
18073,False,1,0.57,12,12.0,12
18074,False,1,0.57,12,12.0,12
18075,True,0,0.57,13,13.43,13
18076,False,1,0.57,12,12.0,12
18077,False,1,0.57,12,12.0,12
18078,False,1,0.57,12,12.0,12
18079,True,0,0.57,13,13.43,13
18080,False,1,0.57,12,12.0,12
18081,True,0,0.57,13,13.43,13
18082,False,1,0.57,12,12.0,12
18083,False,1,0.57,12,12.0,12
18084,False,1,0.57,12,12.0,12
18085,False,1,0.57,12,12.0,12
18086,True,0,0.57,13,13.43,13
18087,True,0,0.57,13,13.43,13
18088,True,0,0.57,13,13.43,13
18089,True,0,0.57,13,13.43,13
18090,False,1,0.57,12,12.0,12
18091,True,0,0.57,13,13.43,13
18092,True,0,0.57,13,13.43,13
18093,True,0,0.57,13,13.43,13
18094,True,0,0.57,13,13.43,13
18095,False,1,0.57,12,12.0,12
18096,True,0,0.57,13,13.43,13
18097,False,1,0.57,12,12.0,12
18098,False,1,0.57,12,12.0,12
18099,True,0,0.57,13,13.43,13
18100,False,1,0.57,12,12.0,12
18101,True,0,0.57,13,13.43,13
18102,False,1,0.57,12,12.0,12
18103,True,0,0.57,13,13.43,13
18104,False,1,0.57,12,12.0,12
18105,False,1,0.57,12,12.0,12
18106,False,1,0.57,12,12.0,12
18107,False,1,0.57,12,12.0,12
18108,True,0,0.57,13,13.43,13
18109,False,1,0.57,12,12.0,12
18110,True,0,0.57,13,13.43,13
18111,True,0,0.57,13,13.43,13
18112,False,1,0.57,12,12.0,12
18113,False,1,0.57,12,12.0,12
18114,True,0,0.57,13,13.43,13
18115,False,1,0.57,12,12.0,12
18116,True,0,0.57,13,13.43,13
18117,True,0,0.57,13,13.43,13
18118,True,0,0.57,13,13.43,13
18119,False,1,0.57,12,12.0,12
18120,False,1,0.57,12,12.0,12
18121,True,0,0.57,13,13.43,13
18122,False,1,0.57,12,12.0,12
18123,False,1,0.57,12,12.0,12
18124,False,1,0.57,12,12.0,12
18125,False,1,0.57,12,12.0,12
18126,False,1,0.57,12,12.0,12
18127,True,0,0.57,13,13.43,13
18128,False,1,0.57,12,12.0,12
18129,False,1,0.57,12,12.0,12
18130,False,1,0.57,12,12.0,12
18131,False,1,0.57,12,12.0,12
18132,False,1,0.57,12,12.0,12
18133,True,0,0.57,13,13.43,13
18134,True,0,0.57,13,13.43,13
18135,True,0,0.57,13,13.43,13
18136,False,1,0.57,12,12.0,12
18137,False,1,0.57,12,12.0,12
18138,True,0,0.57,13,13.43,13
18139,True,0,0.57,13,13.43,13
18140,False,1,0.57,12,12.0,12
18141,False,1,0.57,12,12.0,12
18142,False,1,0.57,12,12.0,12
18143,True,0,0.57,13,13.43,13
18144,False,1,0.57,12,12.0,12
18145,True,0,0.57,13,13.43,13
18146,True,0,0.57,13,13.43,13
18147,False,1,0.57,12,12.0,12
18148,False,1,0.57,12,12.0,12
18149,False,1,0.57,12,12.0,12
18150,False,1,0.57,12,12.0,12
18151,True,0,0.57,13,13.43,13
18152,True,0,0.57,13,13.43,13
18153,True,0,0.57,13,13.43,13
18154,False,1,0.57,12,12.0,12
18155,False,1,0.57,12,12.0,12
18156,True,0,0.57,13,13.43,13
18157,False,1,0.57,12,12.0,12
18158,True,0,0.57,13,13.43,13
18159,False,1,0.57,12,12.0,12
18160,False,1,0.57,12,12.0,12
18161,True,0,0.57,13,13.43,13
18162,False,1,0.57,12,12.0,12
18163,True,0,0.57,13,13.43,13
18164,False,1,0.57,12,12.0,12
18165,True,0,0.57,13,13.43,13
18166,True,0,0.57,13,13.43,13
18167,False,1,0.57,12,12.0,12
18168,False,1,0.57,12,12.0,12
18169,True,0,0.57,13,13.43,13
18170,True,0,0.57,13,13.43,13
18171,True,0,0.57,13,13.43,13
18172,True,0,0.57,13,13.43,13
18173,False,1,0.57,12,12.0,12
18174,True,0,0.57,13,13.43,13
18175,False,1,0.57,12,12.0,12
18176,True,0,0.57,13,13.43,13
18177,True,0,0.57,13,13.43,13
18178,False,1,0.57,12,12.0,12
18179,False,1,0.57,12,12.0,12
18180,True,0,0.57,13,13.43,13
18181,True,0,0.57,13,13.43,13
18182,False,1,0.57,12,12.0,12
18183,False,1,0.57,12,12.0,12
18184,True,0,0.57,13,13.43,13
18185,False,1,0.57,12,12.0,12
18186,False,1,0.57,12,12.0,12
18187,True,0,0.57,13,13.43,13
18188,False,1,0.57,12,12.0,12
18189,False,1,0.57,12,12.0,12
18190,False,1,0.57,12,12.0,12
18191,False,1,0.57,12,12.0,12
18192,True,0,0.57,13,13.43,13
18193,False,1,0.57,12,12.0,12
18194,False,1,0.57,12,12.0,12
18195,True,0,0.57,13,13.43,13
18196,True,0,0.57,13,13.43,13
18197,False,1,0.57,12,12.0,12
18198,True,0,0.57,13,13.43,13
18199,False,1,0.57,12,12.0,12
18200,False,1,0.57,12,12.0,12
18201,False,1,0.57,12,12.0,12
18202,True,0,0.57,13,13.43,13
18203,True,0,0.57,13,13.43,13
18204,True,0,0.57,13,13.43,13
18205,False,1,0.57,12,12.0,12
18206,True,0,0.57,13,13.43,13
18207,False,1,0.57,12,12.0,12
18208,False,1,0.57,12,12.0,12
18209,True,0,0.57,13,13.43,13
18210,False,1,0.57,12,12.0,12
18211,False,1,0.57,12,12.0,12
18212,True,0,0.57,13,13.43,13
18213,True,0,0.57,13,13.43,13
18214,True,0,0.57,13,13.43,13
18215,False,1,0.57,12,12.0,12
18216,True,0,0.57,13,13.43,13
18217,False,1,0.57,12,12.0,12
18218,False,1,0.57,12,12.0,12
18219,False,1,0.57,12,12.0,12
18220,False,1,0.57,12,12.0,12
18221,False,1,0.57,12,12.0,12
18222,False,1,0.57,12,12.0,12
18223,False,1,0.57,12,12.0,12
18224,False,1,0.57,12,12.0,12
18225,False,1,0.57,12,12.0,12
18226,False,1,0.57,12,12.0,12
18227,False,1,0.57,12,12.0,12
18228,False,1,0.57,12,12.0,12
18229,True,0,0.57,13,13.43,13
18230,False,1,0.57,12,12.0,12
18231,False,1,0.57,12,12.0,12
18232,False,1,0.57,12,12.0,12
18233,False,1,0.57,12,12.0,12
18234,False,1,0.57,12,12.0,12
18235,False,1,0.57,12,12.0,12
18236,False,1,0.57,12,12.0,12
18237,False,1,0.57,12,12.0,12
18238,True,0,0.57,13,13.43,13
18239,True,0,0.57,13,13.43,13
18240,True,0,0.57,13,13.43,13
18241,False,1,0.57,12,12.0,12
18242,False,1,0.57,12,12.0,12
18243,False,1,0.57,12,12.0,12
18244,False,1,0.57,12,12.0,12
18245,False,1,0.57,12,12.0,12
18246,False,1,0.57,12,12.0,12
18247,False,1,0.57,12,12.0,12
18248,False,1,0.57,12,12.0,12
18249,False,1,0.57,12,12.0,12
18250,True,0,0.57,13,13.43,13
18251,True,0,0.57,13,13.43,13
18252,False,1,0.57,12,12.0,12
18253,True,0,0.57,13,13.43,13
18254,False,1,0.57,12,12.0,12
18255,True,0,0.57,13,13.43,13
18256,False,1,0.57,12,12.0,12
18257,False,1,0.57,12,12.0,12
18258,False,1,0.57,12,12.0,12
18259,False,1,0.57,12,12.0,12
18260,False,1,0.57,12,12.0,12
18261,True,0,0.57,13,13.43,13
18262,True,0,0.57,13,13.43,13
18263,False,1,0.57,12,12.0,12
18264,False,1,0.57,12,12.0,12
18265,False,1,0.57,12,12.0,12
18266,True,0,0.57,13,13.43,13
18267,True,0,0.57,13,13.43,13
18268,True,0,0.57,13,13.43,13
18269,False,1,0.57,12,12.0,12
18270,False,1,0.57,12,12.0,12
18271,False,1,0.57,12,12.0,12
18272,True,0,0.57,13,13.43,13
18273,False,1,0.57,12,12.0,12
18274,True,0,0.57,13,13.43,13
18275,False,1,0.57,12,12.0,12
18276,True,0,0.57,13,13.43,13
18277,False,1,0.57,12,12.0,12
18278,True,0,0.57,13,13.43,13
18279,False,1,0.57,12,12.0,12
18280,False,1,0.57,12,12.0,12
18281,False,1,0.57,12,12.0,12
18282,True,0,0.57,13,13.43,13
18283,False,1,0.57,12,12.0,12
18284,True,0,0.57,13,13.43,13
18285,True,0,0.57,13,13.43,13
18286,False,1,0.57,12,12.0,12
18287,False,1,0.57,12,12.0,12
18288,False,1,0.57,12,12.0,12
18289,False,1,0.57,12,12.0,12
18290,False,1,0.57,12,12.0,12
18291,False,1,0.57,12,12.0,12
18292,True,0,0.57,13,13.43,13
18293,True,0,0.57,13,13.43,13
18294,False,1,0.57,12,12.0,12
18295,False,1,0.57,12,12.0,12
18296,True,0,0.57,13,13.43,13
18297,False,1,0.57,12,12.0,12
18298,True,0,0.57,13,13.43,13
18299,False,1,0.57,12,12.0,12
18300,False,1,0.57,12,12.0,12
18301,False,1,0.57,12,12.0,12
18302,True,0,0.57,13,13.43,13
18303,True,0,0.57,13,13.43,13
18304,True,0,0.57,13,13.43,13
18305,False,1,0.57,12,12.0,12
18306,True,0,0.57,13,13.43,13
18307,True,0,0.57,13,13.43,13
18308,False,1,0.57,12,12.0,12
18309,False,1,0.57,12,12.0,12
18310,True,0,0.57,13,13.43,13
18311,False,1,0.57,12,12.0,12
18312,True,0,0.57,13,13.43,13
18313,True,0,0.57,13,13.43,13
18314,False,1,0.57,12,12.0,12
18315,True,0,0.57,13,13.43,13
18316,True,0,0.57,13,13.43,13
