,(1+p),(1-p),(n*n),(n*p*n),(n*p*n*p),(n*p*x),(n*p*y),(n*p+n),(n*p+x),(n*p+y),(n*p-n),(n*p-x),(n*p-y),(n*x),(n*y),(n+x),(n+y),(n-n*p),(n-x),(n-y),(x*x),(x*y),(x+y),(x-n),(x-n*p),(x-y),(y*y),(y-n),(y-n*p),(y-x),expected_post,n,n*p,p,post-init,x,y
430,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
431,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
432,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
433,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
434,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
435,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,327.888,25,24.75,0.99,327.888,0,25
436,1.01,0.99,169,1.69,0.02,3.25,3.25,13.13,25.13,25.13,-12.87,-24.87,-24.87,325,325,38,38,12.87,-12,-12,625,625,50,12,24.87,0,625,12,24.87,0,348.01,13,0.13,0.01000000168537027,323.01,25,25
437,1.99,0.01,625,618.75,612.56,618.75,321.75,49.75,49.75,37.75,-0.25,-0.25,11.75,625,325,50,38,0.25,0,12,625,325,38,0,0.25,12,169,-12,-11.75,-12,349.998,25,24.75,0.99,324.998,25,13
438,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.40666666666667,13,12.87,0.99,93.40666666666667,0,25
439,1.99,0.01,225,222.75,220.52,0.0,371.25,29.85,14.85,39.85,-0.15,14.85,-10.15,0,375,15,40,0.15,15,-10,0,0,25,-15,-14.85,-25,625,10,10.15,25,122.576,15,14.85,0.99,122.576,0,25
440,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
441,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,346.75733333333335,25,24.75,0.99,321.75733333333335,25,0
442,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.992,1,0.99,0.99,0.992,0,0
443,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.89866666666666,25,24.75,0.99,321.89866666666666,0,0
444,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
445,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
446,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
447,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
448,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
449,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
450,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
451,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
452,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
453,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
454,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
455,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
456,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
457,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
458,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
459,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
460,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
461,1.09,0.91,625,57.4,5.27,0.0,57.4,27.3,2.3,27.3,-22.7,2.3,-22.7,0,625,25,50,22.7,25,0,0,0,25,-25,-2.3,-25,625,0,22.7,25,597.2773333333333,25,2.3,0.09183458033420318,597.2773333333333,0,25
462,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9906666666666667,1,0.99,0.99,0.9906666666666667,0,0
463,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.50733333333335,25,24.75,0.99,321.50733333333335,0,0
464,1.99,0.01,1,0.99,0.98,24.75,24.75,1.99,25.99,25.99,-0.01,-24.01,-24.01,25,25,26,26,0.01,-24,-24,625,625,50,24,24.01,0,625,24,24.01,0,26.176,1,0.99,0.99,1.1759999999999984,25,25
465,1.01,0.99,4,0.04,0.0,0.5,0.0,2.02,25.02,0.02,-1.98,-24.98,0.02,50,0,27,2,1.98,-23,2,625,0,25,23,24.98,25,0,-2,-0.02,-25,25.032666666666668,2,0.02,0.01,0.03266666666666751,25,0
466,1.99,0.01,1,0.99,0.98,24.75,0.0,1.99,25.99,0.99,-0.01,-24.01,0.99,25,0,26,1,0.01,-24,1,625,0,25,24,24.01,25,0,-1,-0.99,-25,25.994666666666667,1,0.99,0.99,0.9946666666666673,25,0
467,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.138,25,0.25,0.01,3.138,0,0
468,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.728,1,0.01,0.01,24.728,24,25
469,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966,2,1.98,0.99,2.966,0,0
470,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
471,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
472,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
473,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
474,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
475,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,327.888,25,24.75,0.99,327.888,0,25
476,1.01,0.99,169,1.69,0.02,3.25,3.25,13.13,25.13,25.13,-12.87,-24.87,-24.87,325,325,38,38,12.87,-12,-12,625,625,50,12,24.87,0,625,12,24.87,0,348.01,13,0.13,0.01000000168537027,323.01,25,25
477,1.99,0.01,625,618.75,612.56,618.75,321.75,49.75,49.75,37.75,-0.25,-0.25,11.75,625,325,50,38,0.25,0,12,625,325,38,0,0.25,12,169,-12,-11.75,-12,349.998,25,24.75,0.99,324.998,25,13
478,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.40666666666667,13,12.87,0.99,93.40666666666667,0,25
479,1.99,0.01,225,222.75,220.52,0.0,371.25,29.85,14.85,39.85,-0.15,14.85,-10.15,0,375,15,40,0.15,15,-10,0,0,25,-15,-14.85,-25,625,10,10.15,25,122.576,15,14.85,0.99,122.576,0,25
480,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
481,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,346.75733333333335,25,24.75,0.99,321.75733333333335,25,0
482,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.992,1,0.99,0.99,0.992,0,0
483,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.89866666666666,25,24.75,0.99,321.89866666666666,0,0
484,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
485,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
486,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
487,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
488,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
489,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
490,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
491,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
492,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
493,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
494,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
495,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
496,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
497,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
498,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
499,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
500,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
501,1.09,0.91,625,57.4,5.27,0.0,57.4,27.3,2.3,27.3,-22.7,2.3,-22.7,0,625,25,50,22.7,25,0,0,0,25,-25,-2.3,-25,625,0,22.7,25,597.2773333333333,25,2.3,0.09183458033420318,597.2773333333333,0,25
502,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9906666666666667,1,0.99,0.99,0.9906666666666667,0,0
503,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.50733333333335,25,24.75,0.99,321.50733333333335,0,0
504,1.99,0.01,1,0.99,0.98,24.75,24.75,1.99,25.99,25.99,-0.01,-24.01,-24.01,25,25,26,26,0.01,-24,-24,625,625,50,24,24.01,0,625,24,24.01,0,26.176,1,0.99,0.99,1.1759999999999984,25,25
505,1.01,0.99,4,0.04,0.0,0.5,0.0,2.02,25.02,0.02,-1.98,-24.98,0.02,50,0,27,2,1.98,-23,2,625,0,25,23,24.98,25,0,-2,-0.02,-25,25.032666666666668,2,0.02,0.01,0.03266666666666751,25,0
506,1.99,0.01,1,0.99,0.98,24.75,0.0,1.99,25.99,0.99,-0.01,-24.01,0.99,25,0,26,1,0.01,-24,1,625,0,25,24,24.01,25,0,-1,-0.99,-25,25.994666666666667,1,0.99,0.99,0.9946666666666673,25,0
507,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.138,25,0.25,0.01,3.138,0,0
508,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.728,1,0.01,0.01,24.728,24,25
509,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966,2,1.98,0.99,2.966,0,0
510,1.83,0.17,625,517.5,428.49,517.5,248.4,45.7,45.7,32.7,-4.3,-4.3,8.7,625,300,50,37,4.3,0,13,625,300,37,0,4.3,13,144,-13,-8.7,-13,346.1206666666667,25,20.7,0.827999775353927,321.1206666666667,25,12
511,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.07533333333333,25,24.75,0.99,328.07533333333333,0,25
512,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9846666666666667,1,0.99,0.99,0.9846666666666667,0,0
513,1.01,0.99,625,6.25,0.06,0.0,0.0,25.25,0.25,0.25,-24.75,0.25,0.25,0,0,25,25,24.75,25,25,0,0,0,-25,-0.25,0,0,-25,-0.25,0,3.3893333333333335,25,0.25,0.01,3.3893333333333335,0,0
514,1.99,0.01,625,618.75,612.56,0.0,321.75,49.75,24.75,37.75,-0.25,24.75,11.75,0,325,25,38,0.25,25,12,0,0,13,-25,-24.75,-13,169,-12,-11.75,13,325.0013333333333,25,24.75,0.99,325.0013333333333,0,13
515,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,327.888,25,24.75,0.99,327.888,0,25
516,1.01,0.99,169,1.69,0.02,3.25,3.25,13.13,25.13,25.13,-12.87,-24.87,-24.87,325,325,38,38,12.87,-12,-12,625,625,50,12,24.87,0,625,12,24.87,0,348.01,13,0.13,0.01000000168537027,323.01,25,25
517,1.99,0.01,625,618.75,612.56,618.75,321.75,49.75,49.75,37.75,-0.25,-0.25,11.75,625,325,50,38,0.25,0,12,625,325,38,0,0.25,12,169,-12,-11.75,-12,349.998,25,24.75,0.99,324.998,25,13
518,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.40666666666667,13,12.87,0.99,93.40666666666667,0,25
519,1.99,0.01,225,222.75,220.52,0.0,371.25,29.85,14.85,39.85,-0.15,14.85,-10.15,0,375,15,40,0.15,15,-10,0,0,25,-15,-14.85,-25,625,10,10.15,25,122.576,15,14.85,0.99,122.576,0,25
520,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
521,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,346.75733333333335,25,24.75,0.99,321.75733333333335,25,0
522,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.992,1,0.99,0.99,0.992,0,0
523,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.89866666666666,25,24.75,0.99,321.89866666666666,0,0
524,1.01,0.99,1,0.01,0.0,0.0,0.25,1.01,0.01,25.01,-0.99,0.01,-24.99,0,25,1,26,0.99,1,-24,0,0,25,-1,-0.01,-25,625,24,24.99,25,24.744,1,0.01,0.01,24.744,0,25
525,1.99,0.01,1,0.99,0.98,0.0,0.99,1.99,0.99,1.99,-0.01,0.99,-0.01,0,1,1,2,0.01,1,0,0,0,1,-1,-0.99,-1,1,0,0.01,1,1.0,1,0.99,0.99,1.0,0,1
526,1.99,0.01,625,618.75,612.56,618.75,0.0,49.75,49.75,24.75,-0.25,-0.25,24.75,625,0,50,25,0.25,0,25,625,0,25,0,0.25,25,0,-25,-24.75,-25,347.122,25,24.75,0.99,322.122,25,0
527,1.01,0.99,144,1.44,0.01,3.0,3.0,12.12,25.12,25.12,-11.88,-24.88,-24.88,300,300,37,37,11.88,-13,-13,625,625,50,13,24.88,0,625,13,24.88,0,322.718,12,0.12,0.01,297.718,25,25
528,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.9913333333333333,1,0.99,0.99,0.9913333333333333,0,0
529,1.99,0.01,625,618.75,612.56,0.0,0.0,49.75,24.75,24.75,-0.25,24.75,24.75,0,0,25,25,0.25,25,25,0,0,0,-25,-24.75,0,0,-25,-24.75,0,321.768,25,24.75,0.99,321.768,0,0
530,1.99,0.01,169,167.31,165.64,321.75,321.75,25.87,37.87,37.87,-0.13,-12.13,-12.13,325,325,38,38,0.13,-12,-12,625,625,50,12,12.13,0,625,12,12.13,0,118.42333333333333,13,12.87,0.99,93.42333333333333,25,25
531,1.99,0.01,625,618.75,612.56,0.0,297.0,49.75,24.75,36.75,-0.25,24.75,12.75,0,300,25,37,0.25,25,13,0,0,12,-25,-24.75,-12,144,-13,-12.75,12,324.81333333333333,25,24.75,0.99,324.81333333333333,0,12
532,1.01,0.99,625,6.25,0.06,6.25,6.25,25.25,25.25,25.25,-24.75,-24.75,-24.75,625,625,50,50,24.75,0,0,625,625,50,0,24.75,0,625,0,24.75,0,647.2113333333333,25,0.25,0.01,622.2113333333333,25,25
533,1.99,0.01,169,167.31,165.64,0.0,321.75,25.87,12.87,37.87,-0.13,12.87,-12.13,0,325,13,38,0.13,13,-12,0,0,25,-13,-12.87,-25,625,12,12.13,25,93.29933333333334,13,12.87,0.99,93.29933333333334,0,25
534,1.99,0.01,625,618.75,612.56,0.0,618.75,49.75,24.75,49.75,-0.25,24.75,-0.25,0,625,25,50,0.25,25,0,0,0,25,-25,-24.75,-25,625,0,0.25,25,328.0106666666667,25,24.75,0.99,328.0106666666667,0,25
535,1.01,0.99,1,0.01,0.0,0.24,0.25,1.01,24.01,25.01,-0.99,-23.99,-24.99,24,25,25,26,0.99,-23,-24,576,600,49,23,23.99,-1,625,24,24.99,1,48.792,1,0.01,0.01,24.792,24,25
536,1.99,0.01,4,3.96,3.92,0.0,0.0,3.98,1.98,1.98,-0.02,1.98,1.98,0,0,2,2,0.02,2,2,0,0,0,-2,-1.98,0,0,-2,-1.98,0,2.966666666666667,2,1.98,0.99,2.966666666666667,0,0
537,1.99,0.01,1,0.99,0.98,0.0,0.0,1.99,0.99,0.99,-0.01,0.99,0.99,0,0,1,1,0.01,1,1,0,0,0,-1,-0.99,0,0,-1,-0.99,0,0.988,1,0.99,0.99,0.988,0,0
538,1.01,0.99,169,1.69,0.02,0.0,0.0,13.13,0.13,0.13,-12.87,0.13,0.13,0,0,13,13,12.87,13,13,0,0,0,-13,-0.13,0,0,-13,-0.13,0,0.878,13,0.13,0.01,0.878,0,0
539,1.99,0.01,1,0.99,0.98,0.0,24.75,1.99,0.99,25.99,-0.01,0.99,-24.01,0,25,1,26,0.01,1,-24,0,0,25,-1,-0.99,-25,625,24,24.01,25,1.176,1,0.99,0.99,1.176,0,25
540,1.01,0.99,1,0.01,0.0,0.0,0.0,1.01,0.01,0.01,-0.99,0.01,0.01,0,0,1,1,0.99,1,1,0,0,0,-1,-0.01,0,0,-1,-0.01,0,0.008,1,0.01,0.01,0.008,0,0
